"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2021",,,,,,"Data collected as of January 7, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1071,0.22,226823,71.96,34060,10.81,94064,29.84,509459,161.63,17776,5.64,77058,24.45,2209,0.7,60161,19.09,37384,11.86,7324,2.32,140,0.2,6830,9.84,368,0.77,457,0.96,666,1.39,23,0.05,91,0.19
Hokkaido,61,0.28,10197,73.36,2186,15.73,6633,47.72,9825,70.68,1018,7.32,331,2.38,54,0.39,1497,10.77,128,0.92,187,1.35,2,0.07,138,4.93,4,0.18,1,0.05,40,1.82,-,-,6,0.27
Aomori,10,0.16,1333,31.74,344,8.19,497,11.83,5406,128.71,255,6.07,353,8.4,35,0.83,646,15.38,148,3.52,50,1.19,1,0.09,34,3.09,7,1.17,5,0.83,31,5.17,-,-,-,-
Iwate,6,0.09,2159,53.98,262,6.55,2533,63.33,6247,156.18,281,7.03,1535,38.38,30,0.75,947,23.68,249,6.23,79,1.98,-,-,107,7.64,8,0.42,8,0.42,22,1.16,-,-,5,0.26
Miyagi,13,0.14,5345,92.16,585,10.09,1095,18.88,8205,141.47,456,7.86,835,14.4,50,0.86,1388,23.93,292,5.03,161,2.78,1,0.08,100,8.33,2,0.17,-,-,37,3.08,-,-,3,0.25
Akita,1,0.02,1635,48.09,201,5.91,918,27,2670,78.53,258,7.59,51,1.5,21,0.62,385,11.32,73,2.15,21,0.62,4,0.57,34,4.86,2,0.25,-,-,2,0.25,-,-,2,0.25
Yamagata,68,1.51,3045,105,630,21.72,1587,54.72,3832,132.14,157,5.41,114,3.93,18,0.62,724,24.97,442,15.24,57,1.97,-,-,70,8.75,2,0.2,-,-,5,0.5,-,-,2,0.2
Fukushima,21,0.25,4762,95.24,840,16.8,1651,33.02,6051,121.02,286,5.72,172,3.44,37,0.74,1456,29.12,320,6.4,117,2.34,1,0.08,179,13.77,7,1,2,0.29,2,0.29,-,-,3,0.43
Ibaraki,19,0.16,2673,35.64,582,7.76,2432,32.43,8278,110.37,333,4.44,408,5.44,40,0.53,929,12.39,866,11.55,142,1.89,-,-,372,21.88,1,0.08,4,0.33,89,7.42,-,-,1,0.08
Tochigi,11,0.14,2325,48.44,226,4.71,1020,21.25,4711,98.15,172,3.58,256,5.33,50,1.04,1071,22.31,216,4.5,122,2.54,4,0.33,185,15.42,10,1.43,22,3.14,17,2.43,-,-,-,-
Gunma,7,0.08,2267,42.77,476,8.98,909,17.15,7656,144.45,201,3.79,227,4.28,33,0.62,1078,20.34,1031,19.45,146,2.75,1,0.07,262,17.47,4,0.44,4,0.44,8,0.89,-,-,4,0.44
Saitama,35,0.14,8833,55.55,1623,10.21,3388,21.31,32754,206,1061,6.67,838,5.27,141,0.89,3442,21.65,992,6.24,544,3.42,29,0.74,391,10.03,10,0.91,27,2.45,10,0.91,-,-,3,0.27
Chiba,58,0.28,6418,49.37,677,5.21,3130,24.08,14342,110.32,872,6.71,566,4.35,93,0.72,2259,17.38,638,4.91,383,2.95,6,0.18,331,10.03,8,0.89,14,1.56,14,1.56,-,-,4,0.44
Tokyo,43,0.11,16189,62.99,1596,6.21,4014,15.62,45394,176.63,1287,5.01,2541,9.89,265,1.03,5290,20.58,2595,10.1,651,2.53,2,0.05,284,7.68,24,1,25,1.04,19,0.79,17,0.71,4,0.17
Kanagawa,41,0.12,11137,49.94,1014,4.55,3790,17,28103,126.02,1188,5.33,1789,8.02,160,0.72,4094,18.36,999,4.48,588,2.64,11,0.22,965,19.3,10,0.91,24,2.18,25,2.27,-,-,2,0.18
Niigata,21,0.24,7378,131.75,1335,23.84,4166,74.39,7748,138.36,446,7.96,390,6.96,55,0.98,1101,19.66,1364,24.36,159,2.84,16,1.6,57,5.7,12,0.92,8,0.62,24,1.85,-,-,1,0.08
Toyama,6,0.13,3124,111.57,494,17.64,1084,38.71,4465,159.46,155,5.54,570,20.36,35,1.25,497,17.75,557,19.89,42,1.5,-,-,11,1.57,4,0.8,2,0.4,14,2.8,-,-,1,0.2
Ishikawa,2,0.04,3467,119.55,571,19.69,788,27.17,4902,169.03,237,8.17,828,28.55,11,0.38,610,21.03,712,24.55,43,1.48,-,-,21,3,3,0.6,1,0.2,21,4.2,-,-,1,0.2
Fukui,-,-,2805,121.96,424,18.43,733,31.87,5162,224.43,135,5.87,173,7.52,7,0.3,468,20.35,332,14.43,32,1.39,-,-,11,3.67,21,3.5,3,0.5,6,1,-,-,-,-
Yamanashi,1,0.02,780,32.5,51,2.13,289,12.04,2980,124.17,72,3,70,2.92,21,0.88,262,10.92,76,3.17,50,2.08,1,0.11,57,6.33,2,0.2,6,0.6,4,0.4,-,-,1,0.1
Nagano,11,0.13,3069,57.91,250,4.72,1172,22.11,8778,165.62,347,6.55,142,2.68,36,0.68,908,17.13,440,8.3,122,2.3,2,0.18,35,3.18,6,0.6,5,0.5,10,1,-,-,1,0.1
Gifu,40,0.47,3202,61.58,461,8.87,969,18.63,3896,74.92,115,2.21,172,3.31,24,0.46,653,12.56,673,12.94,58,1.12,1,0.09,58,5.27,1,0.2,-,-,4,0.8,-,-,1,0.2
Shizuoka,17,0.12,7395,84.03,904,10.27,1570,17.84,12446,141.43,383,4.35,226,2.57,61,0.69,1577,17.92,728,8.27,258,2.93,1,0.05,100,4.55,20,2,24,2.4,6,0.6,-,-,-,-
Aichi,45,0.23,8940,49.12,1006,5.53,4436,24.37,22473,123.48,580,3.19,564,3.1,60,0.33,2379,13.07,1961,10.77,293,1.61,6,0.17,202,5.77,16,1.07,33,2.2,3,0.2,2,0.13,2,0.13
Mie,37,0.54,5028,114.27,419,9.52,621,14.11,6822,155.05,220,5,732,16.64,25,0.57,798,18.14,884,20.09,62,1.41,-,-,36,3.27,4,0.44,7,0.78,26,2.89,-,-,1,0.11
Shiga,34,0.58,1463,41.8,218,6.23,960,27.43,3929,112.26,195,5.57,597,17.06,20,0.57,517,14.77,931,26.6,76,2.17,-,-,14,1.75,12,1.71,6,0.86,4,0.57,-,-,1,0.14
