"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2019",,,,,,"Data collected as of March 6, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1303851,263.67,11444,3.62,8875,2.81,63132,19.99,169986,53.83,9447,2.99,3680,1.17,19325,6.12,8554,2.71,454,0.14,2481,0.79,56,0.08,4011,5.76,93,0.19,94,0.2,889,1.85,15,0.03,505,1.05
Hokkaido,52624,238.12,881,6.34,339,2.44,5005,36.01,2752,19.8,356,2.56,40,0.29,393,2.83,227,1.63,5,0.04,48,0.35,2,0.07,116,4.14,1,0.04,2,0.09,91,3.96,1,0.04,11,0.48
Aomori,11252,173.11,106,2.52,87,2.07,691,16.45,1851,44.07,125,2.98,60,1.43,257,6.12,143,3.4,2,0.05,90,2.14,2,0.18,28,2.55,-,-,1,0.17,42,7,-,-,8,1.33
Iwate,15170,233.38,99,2.48,127,3.18,1467,36.68,1320,33,144,3.6,136,3.4,366,9.15,122,3.05,7,0.18,122,3.05,-,-,91,6.5,2,0.11,1,0.05,41,2.16,1,0.05,21,1.11
Miyagi,26798,282.08,232,3.93,125,2.12,1677,28.42,2629,44.56,321,5.44,62,1.05,1561,26.46,190,3.22,6,0.1,34,0.58,2,0.17,27,2.25,-,-,-,-,45,3.75,-,-,1,0.08
Akita,11087,209.19,32,0.94,56,1.65,507,14.91,899,26.44,53,1.56,16,0.47,213,6.26,62,1.82,2,0.06,3,0.09,-,-,18,2.57,1,0.13,-,-,62,7.75,-,-,-,-
Yamagata,10667,231.89,66,2.28,109,3.76,980,33.79,1883,64.93,128,4.41,53,1.83,498,17.17,119,4.1,11,0.38,13,0.45,-,-,47,5.88,2,0.2,1,0.1,21,2.1,-,-,8,0.8
Fukushima,24704,297.64,219,4.38,185,3.7,1235,24.7,1543,30.86,215,4.3,92,1.84,450,9,217,4.34,7,0.14,57,1.14,-,-,127,9.77,1,0.14,-,-,9,1.29,-,-,13,1.86
Ibaraki,34980,291.5,208,2.77,182,2.43,1375,18.33,3791,50.55,232,3.09,52,0.69,348,4.64,128,1.71,8,0.11,28,0.37,-,-,143,8.41,1,0.08,-,-,47,3.62,-,-,3,0.23
Tochigi,20277,266.8,137,2.85,50,1.04,703,14.65,1613,33.6,124,2.58,35,0.73,223,4.65,149,3.1,2,0.04,27,0.56,-,-,46,3.83,1,0.14,-,-,17,2.43,-,-,1,0.14
Gunma,23702,272.44,135,2.55,133,2.51,822,15.51,2238,42.23,117,2.21,59,1.11,215,4.06,149,2.81,7,0.13,30,0.57,1,0.07,97,6.47,-,-,-,-,11,1.22,-,-,4,0.44
Saitama,87975,347.73,397,2.48,312,1.95,3899,24.37,11502,71.89,515,3.22,177,1.11,1666,10.41,424,2.65,10,0.06,134,0.84,10,0.25,163,4.08,2,0.18,7,0.64,14,1.27,-,-,15,1.36
Chiba,64030,303.46,221,1.69,243,1.85,3196,24.4,7367,56.24,445,3.4,92,0.7,1007,7.69,318,2.43,17,0.13,66,0.5,5,0.15,145,4.26,3,0.33,5,0.56,16,1.78,-,-,11,1.22
