"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2022",,,,,,"Data collected as of September 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2120,0.43,87314,27.82,20934,6.67,36374,11.59,471325,150.2,8444,2.69,123322,39.3,1473,0.47,36350,11.58,28136,8.97,3477,1.11,121,0.18,4509,6.53,219,0.46,294,0.62,242,0.51,25,0.05,80,0.17
Hokkaido,35,0.16,3295,23.71,1213,8.73,2647,19.04,9272,66.71,456,3.28,7176,51.63,33,0.24,843,6.06,2178,15.67,100,0.72,7,0.25,84,3,8,0.36,1,0.05,22,1,1,0.05,8,0.36
Aomori,4,0.06,225,5.49,134,3.27,149,3.63,4204,102.54,100,2.44,1491,36.37,21,0.51,453,11.05,251,6.12,35,0.85,-,-,38,3.45,1,0.17,3,0.5,32,5.33,-,-,1,0.17
Iwate,6,0.1,549,14.08,201,5.15,765,19.62,5276,135.28,147,3.77,1257,32.23,33,0.85,577,14.79,279,7.15,62,1.59,-,-,93,6.64,6,0.32,5,0.26,12,0.63,-,-,2,0.11
Miyagi,19,0.2,694,11.97,252,4.34,467,8.05,9027,155.64,187,3.22,4323,74.53,40,0.69,917,15.81,747,12.88,62,1.07,1,0.08,73,6.08,5,0.42,1,0.08,18,1.5,-,-,1,0.08
Akita,2,0.04,615,18.64,123,3.73,403,12.21,2377,72.03,174,5.27,1491,45.18,4,0.12,216,6.55,125,3.79,12,0.36,3,0.43,18,2.57,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,313,11.18,380,13.57,404,14.43,5773,206.18,87,3.11,2383,85.11,7,0.25,429,15.32,1199,42.82,23,0.82,-,-,63,7.88,2,0.2,-,-,2,0.2,-,-,2,0.2
Fukushima,7,0.08,542,10.84,517,10.34,573,11.46,6117,122.34,181,3.62,2710,54.2,39,0.78,949,18.98,396,7.92,48,0.96,1,0.08,126,9.69,1,0.14,5,0.71,4,0.57,-,-,2,0.29
Ibaraki,28,0.24,844,11.25,364,4.85,811,10.81,8907,118.76,159,2.12,2438,32.51,29,0.39,498,6.64,841,11.21,74,0.99,7,0.41,264,15.53,1,0.08,5,0.42,28,2.33,-,-,-,-
Tochigi,13,0.17,1204,25.08,132,2.75,578,12.04,3508,73.08,83,1.73,2020,42.08,28,0.58,691,14.4,170,3.54,41,0.85,-,-,106,8.83,6,0.86,4,0.57,-,-,-,-,1,0.14
Gunma,4,0.05,440,8.3,289,5.45,289,5.45,9017,170.13,138,2.6,2786,52.57,31,0.58,751,14.17,616,11.62,73,1.38,1,0.08,77,5.92,4,0.44,2,0.22,1,0.11,-,-,-,-
Saitama,67,0.27,3128,19.8,788,4.99,1253,7.93,28897,182.89,498,3.15,9665,61.17,110,0.7,1874,11.86,1909,12.08,238,1.51,30,0.77,287,7.36,4,0.36,18,1.64,6,0.55,-,-,2,0.18
Chiba,53,0.26,2249,17.99,487,3.9,1215,9.72,19089,152.71,338,2.7,8088,64.7,47,0.38,1431,11.45,1477,11.82,211,1.69,7,0.22,188,5.88,8,1,11,1.38,3,0.38,-,-,-,-
Tokyo,135,0.33,5487,21.52,1035,4.06,1386,5.44,44483,174.44,604,2.37,13944,54.68,132,0.52,2957,11.6,3745,14.69,343,1.35,1,0.03,227,6.14,13,0.52,11,0.44,3,0.12,19,0.76,4,0.16
Kanagawa,95,0.27,4157,18.81,707,3.2,1661,7.52,31289,141.58,531,2.4,11482,51.95,118,0.53,2325,10.52,2380,10.77,278,1.26,6,0.12,593,11.86,5,0.45,25,2.27,6,0.55,1,0.09,4,0.36
Niigata,9,0.11,220,3.93,724,12.93,1938,34.61,5921,105.73,211,3.77,5042,90.04,42,0.75,752,13.43,1555,27.77,89,1.59,8,0.89,41,4.56,5,0.42,4,0.33,5,0.42,-,-,1,0.08
Toyama,2,0.04,829,28.59,377,13,364,12.55,5659,195.14,97,3.34,1230,42.41,16,0.55,292,10.07,311,10.72,11,0.38,-,-,22,3.14,2,0.4,1,0.2,3,0.6,-,-,-,-
Ishikawa,9,0.19,463,15.97,325,11.21,257,8.86,5660,195.17,116,4,857,29.55,10,0.34,318,10.97,127,4.38,14,0.48,-,-,25,3.57,3,0.6,6,1.2,7,1.4,-,-,2,0.4
Fukui,3,0.08,731,31.78,221,9.61,311,13.52,4506,195.91,44,1.91,1629,70.83,37,1.61,259,11.26,189,8.22,16,0.7,-,-,9,3,4,0.67,1,0.17,5,0.83,-,-,-,-
Yamanashi,5,0.13,186,8.09,16,0.7,31,1.35,2849,123.87,51,2.22,655,28.48,8,0.35,180,7.83,305,13.26,15,0.65,-,-,38,4.22,2,0.2,5,0.5,4,0.4,-,-,1,0.1
Nagano,56,0.65,481,9.08,175,3.3,230,4.34,8524,160.83,189,3.57,2677,50.51,21,0.4,514,9.7,569,10.74,46,0.87,-,-,53,4.82,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,28,0.33,2497,48.02,349,6.71,270,5.19,5418,104.19,79,1.52,1332,25.62,5,0.1,416,8,118,2.27,30,0.58,-,-,23,2.09,1,0.2,1,0.2,1,0.2,-,-,-,-
Shizuoka,24,0.17,1336,15.18,568,6.45,590,6.7,13787,156.67,195,2.22,4450,50.57,55,0.63,961,10.92,1427,16.22,123,1.4,2,0.09,108,4.91,16,1.6,11,1.1,6,0.6,-,-,-,-
