"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2021",,,,,,"Data collected as of August 11, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,734,0.15,174229,55.26,23844,7.56,61962,19.65,287646,91.23,10891,3.45,6765,2.15,1525,0.48,38286,12.14,8697,2.76,4613,1.46,79,0.11,3938,5.67,222,0.46,271,0.57,478,1,15,0.03,58,0.12
Hokkaido,53,0.24,4048,29.12,1277,9.19,4248,30.56,6694,48.16,610,4.39,76,0.55,45,0.32,981,7.06,46,0.33,100,0.72,1,0.04,84,3,4,0.17,1,0.04,18,0.78,-,-,3,0.13
Aomori,6,0.09,1137,27.07,267,6.36,393,9.36,3458,82.33,122,2.9,24,0.57,29,0.69,424,10.1,27,0.64,28,0.67,-,-,21,1.91,2,0.33,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1296,32.4,184,4.6,1633,40.83,3995,99.88,169,4.23,200,5,17,0.43,616,15.4,29,0.73,41,1.03,-,-,71,5.07,3,0.16,3,0.16,15,0.79,-,-,2,0.11
Miyagi,10,0.11,4419,76.19,445,7.67,726,12.52,3913,67.47,264,4.55,90,1.55,35,0.6,887,15.29,30,0.52,102,1.76,1,0.08,46,3.83,2,0.17,-,-,32,2.67,-,-,1,0.08
Akita,-,-,1547,45.5,131,3.85,575,16.91,1700,50,156,4.59,23,0.68,14,0.41,247,7.26,32,0.94,12,0.35,1,0.14,13,1.86,1,0.13,-,-,1,0.13,-,-,2,0.25
Yamagata,66,1.47,2540,87.59,316,10.9,945,32.59,2061,71.07,77,2.66,45,1.55,12,0.41,442,15.24,346,11.93,41,1.41,-,-,35,4.38,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,2401,48.02,505,10.1,1193,23.86,4225,84.5,171,3.42,46,0.92,29,0.58,913,18.26,41,0.82,77,1.54,1,0.08,112,8.62,6,0.86,1,0.14,1,0.14,-,-,2,0.29
Ibaraki,16,0.13,1860,24.8,406,5.41,1552,20.69,4647,61.96,187,2.49,96,1.28,29,0.39,607,8.09,494,6.59,93,1.24,-,-,205,12.06,-,-,2,0.17,66,5.5,-,-,1,0.08
Tochigi,7,0.09,1945,40.52,162,3.38,581,12.1,2822,58.79,109,2.27,55,1.15,31,0.65,679,14.15,51,1.06,76,1.58,3,0.25,111,9.25,2,0.29,12,1.71,16,2.29,-,-,-,-
Gunma,7,0.08,935,17.64,337,6.36,606,11.43,4854,91.58,112,2.11,52,0.98,21,0.4,713,13.45,41,0.77,98,1.85,-,-,157,11.21,4,0.44,1,0.11,5,0.56,-,-,2,0.22
