"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2015",,,,,,"Data collected as of February 18, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Ishikawa,10503,218.81,80,2.76,71,2.45,957,33,1524,52.55,230,7.93,7,0.24,171,5.9,71,2.45,1,0.03,-,-,48,1.66,-,-,12,1.71,-,-,-,-,38,7.6,-,-,-,-
Fukui,8740,273.13,113,5.14,61,2.77,405,18.41,1856,84.36,104,4.73,81,3.68,6,0.27,72,3.27,-,-,2,0.09,105,4.77,-,-,7,2.33,4,0.67,-,-,1,0.17,-,-,2,0.33
Yamanashi,7358,183.95,75,3.13,11,0.46,262,10.92,1125,46.88,42,1.75,3,0.13,3,0.13,33,1.38,-,-,-,-,5,0.21,-,-,15,1.67,-,-,-,-,6,0.6,-,-,3,0.3
Nagano,17699,205.8,293,5.53,50,0.94,659,12.43,2723,51.38,195,3.68,57,1.08,64,1.21,98,1.85,2,0.04,4,0.08,1,0.02,-,-,26,2.6,-,-,1,0.09,38,3.45,-,-,14,1.27
Gifu,18637,216.71,189,3.63,101,1.94,261,5.02,1932,37.15,118,2.27,51,0.98,20,0.38,122,2.35,-,-,5,0.1,20,0.38,-,-,18,1.64,-,-,-,-,7,1.4,-,-,-,-
Shizuoka,29022,210.3,405,4.6,134,1.52,1652,18.77,4227,48.03,343,3.9,56,0.64,198,2.25,145,1.65,1,0.01,22,0.25,83,0.94,-,-,44,2.1,2,0.2,1,0.1,20,2,7,0.7,8,0.8
Aichi,55705,285.67,613,3.39,337,1.86,2155,11.91,8530,47.13,471,2.6,259,1.43,88,0.49,369,2.04,3,0.02,17,0.09,243,1.34,5,0.15,49,1.44,2,0.14,-,-,19,1.36,-,-,12,0.86
Mie,13968,194,220,4.89,127,2.82,480,10.67,2519,55.98,106,2.36,82,1.82,30,0.67,114,2.53,-,-,4,0.09,30,0.67,1,0.08,5,0.42,3,0.33,1,0.11,14,1.56,-,-,1,0.11
Shiga,11945,225.38,185,5.78,43,1.34,409,12.78,1265,39.53,93,2.91,55,1.72,60,1.88,77,2.41,2,0.06,7,0.22,33,1.03,-,-,5,0.63,1,0.14,-,-,3,0.43,-,-,-,-
Kyoto,18148,148.75,183,2.51,142,1.95,558,7.64,2724,37.32,189,2.59,187,2.56,104,1.42,133,1.82,-,-,16,0.22,69,0.95,1,0.06,22,1.29,1,0.14,2,0.29,1,0.14,-,-,13,1.86
Osaka,44359,144.49,1727,8.64,308,1.54,2530,12.65,7791,38.96,866,4.33,468,2.34,273,1.37,520,2.6,22,0.11,26,0.13,242,1.21,3,0.06,63,1.21,1,0.06,-,-,21,1.24,-,-,29,1.71
Hyogo,35022,176.88,967,7.55,354,2.77,1460,11.41,6555,51.21,497,3.88,368,2.88,136,1.06,292,2.28,8,0.06,30,0.23,179,1.4,2,0.06,83,2.37,1,0.08,6,0.5,7,0.58,-,-,2,0.17
Nara,6360,117.78,250,7.35,46,1.35,240,7.06,1024,30.12,112,3.29,71,2.09,24,0.71,76,2.24,1,0.03,1,0.03,43,1.26,-,-,24,2.67,2,0.33,1,0.17,6,1,-,-,12,2
Wakayama,7624,152.48,364,11.74,49,1.58,184,5.94,846,27.29,90,2.9,63,2.03,13,0.42,62,2,1,0.03,2,0.06,12,0.39,-,-,7,1.75,1,0.09,-,-,13,1.18,-,-,6,0.55
Tottori,5698,196.48,47,2.47,30,1.58,609,32.05,1228,64.63,93,4.89,1,0.05,5,0.26,47,2.47,5,0.26,3,0.16,25,1.32,-,-,2,0.67,1,0.2,-,-,-,-,-,-,45,9
Shimane,6878,181,110,4.78,56,2.43,603,26.22,1207,52.48,121,5.26,81,3.52,14,0.61,76,3.3,-,-,-,-,68,2.96,-,-,1,0.33,-,-,6,0.75,12,1.5,-,-,4,0.5
Okayama,20997,249.96,185,3.43,52,0.96,509,9.43,2955,54.72,236,4.37,98,1.81,30,0.56,119,2.2,4,0.07,2,0.04,53,0.98,3,0.25,15,1.25,2,0.4,-,-,2,0.4,-,-,-,-
Hiroshima,25189,220.96,294,4.14,186,2.62,1123,15.82,4241,59.73,296,4.17,152,2.14,4,0.06,201,2.83,3,0.04,10,0.14,260,3.66,1,0.05,69,3.63,-,-,7,0.33,16,0.76,1,0.05,2,0.1
Yamaguchi,19123,277.14,390,8.13,43,0.9,850,17.71,2472,51.5,344,7.17,75,1.56,8,0.17,175,3.65,1,0.02,5,0.1,31,0.65,-,-,8,0.89,-,-,-,-,11,1.22,-,-,4,0.44
Tokushima,7359,193.66,323,14.04,58,2.52,218,9.48,1203,52.3,106,4.61,28,1.22,4,0.17,92,4,3,0.13,1,0.04,9,0.39,-,-,4,1,-,-,-,-,7,1,-,-,4,0.57
Kagawa,8906,185.54,224,7.72,53,1.83,347,11.97,1130,38.97,75,2.59,93,3.21,13,0.45,62,2.14,1,0.03,4,0.14,13,0.45,-,-,3,0.6,-,-,1,0.2,20,4,-,-,3,0.6
Ehime,11780,193.11,336,9.08,37,1,611,16.51,2672,72.22,116,3.14,96,2.59,9,0.24,127,3.43,1,0.03,7,0.19,94,2.54,-,-,88,11,1,0.17,-,-,-,-,-,-,3,0.5
Kochi,11189,233.1,235,7.83,14,0.47,318,10.6,1311,43.7,88,2.93,145,4.83,5,0.17,74,2.47,3,0.1,1,0.03,104,3.47,-,-,1,0.33,-,-,-,-,22,2.75,1,0.13,7,0.88
Fukuoka,58812,297.03,868,7.23,291,2.43,2860,23.83,5745,47.88,657,5.48,597,4.98,488,4.07,488,4.07,14,0.12,24,0.2,449,3.74,8,0.31,89,3.42,7,0.54,2,0.15,13,1,-,-,4,0.31
Saga,11152,285.95,225,9.78,45,1.96,317,13.78,899,39.09,168,7.3,170,7.39,64,2.78,94,4.09,1,0.04,4,0.17,224,9.74,-,-,4,1,1,0.17,-,-,11,1.83,-,-,18,3
Nagasaki,18800,268.57,225,5.11,55,1.25,552,12.55,2634,59.86,169,3.84,202,4.59,29,0.66,98,2.23,1,0.02,2,0.05,92,2.09,1,0.13,42,5.25,-,-,-,-,17,1.42,-,-,42,3.5
Kumamoto,23815,297.69,388,7.76,137,2.74,477,9.54,3366,67.32,248,4.96,232,4.64,17,0.34,209,4.18,-,-,27,0.54,125,2.5,-,-,33,3.67,-,-,5,0.33,11,0.73,-,-,4,0.27
Oita,19078,328.93,235,6.53,50,1.39,669,18.58,2623,72.86,296,8.22,141,3.92,94,2.61,181,5.03,6,0.17,11,0.31,91,2.53,-,-,56,11.2,-,-,-,-,7,0.64,-,-,3,0.27
Miyazaki,22338,378.61,367,10.19,122,3.39,352,9.78,2416,67.11,238,6.61,50,1.39,5,0.14,196,5.44,1,0.03,9,0.25,38,1.06,-,-,71,11.83,-,-,1,0.14,-,-,-,-,3,0.43
Kagoshima,27024,290.58,269,4.89,162,2.95,1100,20,3467,63.04,376,6.84,339,6.16,93,1.69,141,2.56,8,0.15,5,0.09,74,1.35,1,0.14,26,3.71,-,-,1,0.08,-,-,-,-,3,0.25
Okinawa,20728,357.38,67,1.97,75,2.21,395,11.62,704,20.71,346,10.18,265,7.79,21,0.62,63,1.85,21,0.62,4,0.12,680,20,3,0.3,78,7.8,5,0.71,10,1.43,15,2.14,-,-,12,1.71
