"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2015",,,,,,"Data collected as of February 18, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,943825,192.3,16164,5.17,6181,1.98,44856,14.34,153370,49.02,13177,4.21,6210,1.98,7751,2.48,8322,2.66,179,0.06,395,0.13,5842,1.87,59,0.09,2008,2.95,52,0.11,82,0.17,731,1.54,32,0.07,477,1.01
Hokkaido,28455,125.35,1063,7.43,698,4.88,2474,17.3,2565,17.94,566,3.96,320,2.24,361,2.52,292,2.04,5,0.03,14,0.1,331,2.31,3,0.11,76,2.81,-,-,-,-,17,0.77,-,-,5,0.23
Aomori,12287,189.03,146,3.48,51,1.21,247,5.88,1380,32.86,100,2.38,12,0.29,149,3.55,100,2.38,-,-,4,0.1,13,0.31,-,-,45,4.09,1,0.17,1,0.17,20,3.33,-,-,26,4.33
Iwate,11447,176.11,150,3.75,60,1.5,698,17.45,2196,54.9,173,4.33,8,0.2,137,3.43,101,2.53,-,-,5,0.13,29,0.73,-,-,41,2.93,1,0.05,-,-,34,1.79,-,-,38,2
Miyagi,15882,170.77,254,4.38,76,1.31,922,15.9,4360,75.17,309,5.33,69,1.19,428,7.38,183,3.16,-,-,6,0.1,45,0.78,-,-,13,1.08,-,-,2,0.17,52,4.33,-,-,11,0.92
Akita,10038,185.89,88,2.51,54,1.54,234,6.69,1562,44.63,131,3.74,8,0.23,6,0.17,47,1.34,1,0.03,-,-,86,2.46,6,0.86,10,1.43,-,-,-,-,32,4,-,-,4,0.5
Yamagata,7005,152.28,75,2.59,124,4.28,826,28.48,1848,63.72,172,5.93,222,7.66,63,2.17,91,3.14,2,0.07,-,-,116,4,-,-,12,1.71,-,-,4,0.4,11,1.1,3,0.3,1,0.1
Fukushima,14734,193.87,464,10.31,95,2.11,601,13.36,2566,57.02,190,4.22,69,1.53,136,3.02,137,3.04,3,0.07,1,0.02,173,3.84,-,-,57,4.75,-,-,1,0.14,32,4.57,1,0.14,20,2.86
Ibaraki,19458,162.15,315,4.2,121,1.61,1012,13.49,4362,58.16,339,4.52,100,1.33,102,1.36,128,1.71,-,-,4,0.05,80,1.07,-,-,99,5.82,-,-,-,-,9,0.69,-,-,5,0.38
Tochigi,11503,151.36,202,4.21,50,1.04,408,8.5,1696,35.33,153,3.19,66,1.38,139,2.9,140,2.92,6,0.13,1,0.02,44,0.92,-,-,43,3.58,-,-,1,0.14,14,2,-,-,17,2.43
Gunma,15817,168.27,315,5.43,85,1.47,954,16.45,2946,50.79,161,2.78,101,1.74,73,1.26,143,2.47,5,0.09,10,0.17,80,1.38,-,-,93,7.75,1,0.13,2,0.25,15,1.88,-,-,27,3.38
Saitama,34094,143.86,622,4.17,262,1.76,2439,16.37,8345,56.01,603,4.05,137,0.92,673,4.52,476,3.19,3,0.02,15,0.1,321,2.15,5,0.13,96,2.4,-,-,4,0.4,21,2.1,2,0.2,11,1.1
Chiba,37946,179.84,273,2.08,200,1.53,1853,14.15,6782,51.77,483,3.69,81,0.62,551,4.21,311,2.37,5,0.04,5,0.04,301,2.3,-,-,118,3.58,5,0.56,7,0.78,1,0.11,5,0.56,9,1
Tokyo,47315,116.83,768,3.02,335,1.32,3728,14.68,13513,53.2,778,3.06,177,0.7,1260,4.96,692,2.72,23,0.09,22,0.09,358,1.41,2,0.05,83,2.24,5,0.2,12,0.48,29,1.16,2,0.08,23,0.92
Kanagawa,44994,139.3,562,2.81,197,0.99,2495,12.48,10275,51.38,1001,5.01,138,0.69,1334,6.67,612,3.06,6,0.03,8,0.04,197,0.99,11,0.25,217,4.93,4,0.4,3,0.3,16,1.6,-,-,12,1.2
Niigata,20292,211.38,317,5.2,344,5.64,1346,22.07,2278,37.34,436,7.15,83,1.36,235,3.85,175,2.87,5,0.08,26,0.43,80,1.31,3,0.3,29,2.9,-,-,-,-,17,1.31,10,0.77,5,0.38
Toyama,8602,179.21,98,3.38,129,4.45,497,17.14,1782,61.45,153,5.28,46,1.59,11,0.38,67,2.31,1,0.03,19,0.66,45,1.55,-,-,6,0.86,-,-,-,-,53,10.6,-,-,-,-
