"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2019",,,,,,"Data collected as of March 20, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1338840,270.58,14478,4.58,11078,3.51,81319,25.73,208437,65.96,11534,3.65,4624,1.46,22881,7.24,10970,3.47,604,0.19,3129,0.99,66,0.09,4656,6.69,111,0.23,114,0.24,1025,2.14,19,0.04,837,1.74
Hokkaido,55005,248.89,1011,7.27,416,2.99,6544,47.08,3599,25.89,414,2.98,57,0.41,539,3.88,297,2.14,7,0.05,67,0.48,2,0.07,133,4.75,2,0.09,2,0.09,101,4.39,1,0.04,24,1.04
Aomori,12549,193.06,114,2.71,101,2.4,905,21.55,2345,55.83,147,3.5,83,1.98,331,7.88,177,4.21,2,0.05,109,2.6,3,0.27,33,3,1,0.17,2,0.33,54,9,-,-,12,2
Iwate,15962,245.57,113,2.83,140,3.5,1883,47.08,1740,43.5,173,4.33,145,3.63,406,10.15,144,3.6,7,0.18,142,3.55,-,-,106,7.57,2,0.11,1,0.05,45,2.37,1,0.05,28,1.47
Miyagi,28090,295.68,262,4.44,143,2.42,2170,36.78,3394,57.53,384,6.51,64,1.08,1710,28.98,229,3.88,7,0.12,43,0.73,2,0.17,34,2.83,-,-,-,-,54,4.5,-,-,1,0.08
Akita,12021,226.81,33,0.97,64,1.88,684,20.12,1091,32.09,59,1.74,17,0.5,225,6.62,79,2.32,2,0.06,6,0.18,-,-,20,2.86,2,0.25,-,-,67,8.38,-,-,-,-
Yamagata,11392,247.65,71,2.45,137,4.72,1307,45.07,2371,81.76,143,4.93,61,2.1,600,20.69,162,5.59,11,0.38,18,0.62,-,-,48,6,2,0.2,2,0.2,24,2.4,-,-,16,1.6
Fukushima,25923,312.33,251,5.02,252,5.04,1558,31.16,1922,38.44,246,4.92,119,2.38,513,10.26,282,5.64,8,0.16,68,1.36,-,-,147,11.31,2,0.29,-,-,11,1.57,-,-,24,3.43
Ibaraki,35422,295.18,242,3.23,213,2.84,1743,23.24,4484,59.79,287,3.83,60,0.8,440,5.87,159,2.12,11,0.15,33,0.44,-,-,175,10.29,1,0.08,-,-,52,4,-,-,3,0.23
Tochigi,20754,273.08,152,3.17,63,1.31,976,20.33,1870,38.96,148,3.08,45,0.94,247,5.15,182,3.79,2,0.04,37,0.77,-,-,54,4.5,1,0.14,-,-,21,3,-,-,4,0.57
Gunma,24456,281.1,158,2.98,182,3.43,1069,20.17,2718,51.28,148,2.79,70,1.32,246,4.64,199,3.75,8,0.15,38,0.72,1,0.07,109,7.27,-,-,-,-,12,1.33,-,-,8,0.89
Saitama,89533,352.49,490,3.06,423,2.64,4879,30.49,13704,85.65,665,4.16,210,1.31,1954,12.21,556,3.48,15,0.09,176,1.1,12,0.3,202,5.05,2,0.18,8,0.73,15,1.36,-,-,29,2.64
Chiba,65089,308.48,311,2.37,302,2.31,4170,31.83,8719,66.56,557,4.25,100,0.76,1230,9.39,409,3.12,27,0.21,85,0.65,7,0.21,159,4.68,4,0.5,6,0.75,20,2.5,-,-,15,1.88
Tokyo,103951,255.41,584,2.29,477,1.87,5997,23.52,19578,76.78,1105,4.33,270,1.06,2951,11.57,956,3.75,31,0.12,157,0.62,1,0.03,115,3.11,10,0.42,9,0.38,29,1.21,5,0.21,53,2.21
Kanagawa,99688,278.46,502,2.21,343,1.51,4580,20.18,14481,63.79,937,4.13,270,1.19,1826,8.04,758,3.34,9,0.04,251,1.11,1,0.02,568,11.36,4,0.36,1,0.09,14,1.27,-,-,15,1.36
Niigata,29554,328.38,312,5.47,442,7.75,2604,45.68,2402,42.14,269,4.72,84,1.47,1251,21.95,237,4.16,5,0.09,63,1.11,7,0.7,51,5.1,3,0.23,-,-,49,3.77,3,0.23,1,0.08
Toyama,10141,211.27,103,3.55,204,7.03,724,24.97,2248,77.52,126,4.34,85,2.93,249,8.59,105,3.62,31,1.07,12,0.41,2,0.29,24,3.43,2,0.4,-,-,2,0.4,-,-,2,0.4
Ishikawa,14248,296.83,153,5.28,239,8.24,1662,57.31,1786,61.59,65,2.24,31,1.07,435,15,100,3.45,-,-,11,0.38,-,-,26,3.71,2,0.4,1,0.2,25,5,-,-,1,0.2
Fukui,10110,288.86,200,9.09,173,7.86,648,29.45,1700,77.27,87,3.95,15,0.68,76,3.45,62,2.82,4,0.18,34,1.55,-,-,49,16.33,2,0.33,4,0.67,2,0.33,-,-,-,-
Yamanashi,10761,262.46,53,2.21,19,0.79,343,14.29,1249,52.04,60,2.5,31,1.29,203,8.46,55,2.29,1,0.04,45,1.88,-,-,34,3.78,3,0.3,4,0.4,39,3.9,-,-,10,1
Nagano,26593,305.67,211,3.91,122,2.26,887,16.43,3351,62.06,152,2.81,29,0.54,295,5.46,124,2.3,21,0.39,38,0.7,-,-,30,2.73,2,0.18,2,0.18,34,3.09,-,-,7,0.64
