"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2016",,,,,,"Data collected as of February 10, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,366266,73.99,11701,3.71,6611,2.09,45937,14.56,122806,38.91,8239,2.61,688,0.22,11857,3.76,6388,2.02,209,0.07,263,0.08,13759,4.36,37,0.05,2631,3.84,37,0.08,87,0.18,1578,3.34,48,0.1,543,1.15
Hokkaido,21599,95.57,499,3.51,324,2.28,3402,23.96,2508,17.66,346,2.44,67,0.47,1170,8.24,187,1.32,7,0.05,13,0.09,1026,7.23,-,-,36,1.29,1,0.04,2,0.09,42,1.83,3,0.13,67,2.91
Aomori,4629,71.22,68,1.62,73,1.74,305,7.26,728,17.33,54,1.29,8,0.19,116,2.76,77,1.83,-,-,3,0.07,140,3.33,-,-,31,2.82,4,0.67,3,0.5,18,3,-,-,3,0.5
Iwate,4159,63.98,93,2.33,36,0.9,914,22.85,1454,36.35,43,1.08,4,0.1,71,1.78,71,1.78,3,0.08,2,0.05,71,1.78,-,-,40,2.86,1,0.05,1,0.05,42,2.21,-,-,1,0.05
Miyagi,4824,50.78,168,2.85,81,1.37,1366,23.15,2621,44.42,201,3.41,3,0.05,74,1.25,124,2.1,-,-,1,0.02,140,2.37,-,-,17,1.42,2,0.17,-,-,58,4.83,-,-,1,0.08
Akita,3069,56.83,32,0.91,37,1.06,243,6.94,964,27.54,44,1.26,4,0.11,469,13.4,27,0.77,3,0.09,2,0.06,20,0.57,1,0.14,6,0.86,-,-,-,-,20,2.5,-,-,12,1.5
Yamagata,2164,46.04,28,0.97,80,2.76,1104,38.07,1647,56.79,75,2.59,7,0.24,408,14.07,92,3.17,-,-,-,-,282,9.72,-,-,9,1.13,-,-,1,0.1,17,1.7,3,0.3,2,0.2
Fukushima,4231,54.95,154,3.35,107,2.33,472,10.26,1528,33.22,120,2.61,4,0.09,200,4.35,119,2.59,5,0.11,3,0.07,73,1.59,-,-,48,4,1,0.14,1,0.14,13,1.86,-,-,1,0.14
Ibaraki,9981,83.18,123,1.64,121,1.61,836,11.15,3264,43.52,220,2.93,15,0.2,195,2.6,84,1.12,1,0.01,5,0.07,376,5.01,-,-,107,6.29,-,-,1,0.08,45,3.46,-,-,-,-
