"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22nd week, 2017",,,,,,"Data collected as of June 7, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,17649,232.22,130,2.71,297,6.19,1497,31.19,3244,67.58,418,8.71,42,0.88,47,0.98,464,9.67,1,0.02,13,0.27,216,4.5,-,-,219,18.25,2,0.29,5,0.71,65,9.29,2,0.29,88,12.57
Gunma,23677,251.88,138,2.42,392,6.88,3618,63.47,8538,149.79,323,5.67,271,4.75,206,3.61,547,9.6,1,0.02,51,0.89,810,14.21,1,0.08,201,15.46,1,0.13,4,0.5,128,16,-,-,306,38.25
Saitama,84666,335.98,484,3.03,1248,7.8,10172,63.58,23911,149.44,1616,10.1,348,2.18,228,1.43,1688,10.55,16,0.1,115,0.72,1691,10.57,30,0.75,543,13.58,4,0.4,11,1.1,72,7.2,8,0.8,108,10.8
Chiba,68263,318.99,341,2.54,847,6.32,9556,71.31,17064,127.34,1169,8.72,326,2.43,191,1.43,1258,9.39,22,0.16,170,1.27,761,5.68,17,0.5,632,18.59,14,1.56,15,1.67,88,9.78,-,-,95,10.56
Tokyo,107219,258.98,861,3.3,1941,7.44,12426,47.61,39839,152.64,2102,8.05,909,3.48,622,2.38,2906,11.13,28,0.11,140,0.54,1428,5.47,4,0.11,386,10.16,15,0.6,14,0.56,112,4.48,24,0.96,217,8.68
Kanagawa,97524,282.68,529,2.46,1117,5.2,9904,46.07,28021,130.33,2181,10.14,537,2.5,311,1.45,2207,10.27,18,0.08,83,0.39,2245,10.44,18,0.36,1462,29.24,4,0.4,12,1.2,62,6.2,-,-,202,20.2
Niigata,25935,285,346,6.07,827,14.51,3443,60.4,8709,152.79,436,7.65,125,2.19,172,3.02,511,8.96,10,0.18,28,0.49,2501,43.88,7,0.7,152,15.2,5,0.38,7,0.54,108,8.31,15,1.15,72,5.54
Toyama,10651,221.9,392,13.52,313,10.79,1203,41.48,4607,158.86,197,6.79,290,10,13,0.45,241,8.31,2,0.07,22,0.76,862,29.72,5,0.71,195,27.86,1,0.2,2,0.4,41,8.2,1,0.2,53,10.6
Ishikawa,15976,332.83,133,4.59,419,14.45,1657,57.14,6249,215.48,282,9.72,80,2.76,27,0.93,249,8.59,4,0.14,23,0.79,83,2.86,-,-,45,6.43,1,0.2,1,0.2,70,14,-,-,72,14.4
Fukui,11593,362.28,72,3.27,252,11.45,1143,51.95,4656,211.64,189,8.59,39,1.77,14,0.64,169,7.68,8,0.36,10,0.45,201,9.14,-,-,11,3.67,8,1.33,5,0.83,45,7.5,1,0.17,66,11
Yamanashi,10610,258.78,26,1.08,376,15.67,1412,58.83,3072,128,141,5.88,62,2.58,33,1.38,137,5.71,1,0.04,8,0.33,346,14.42,1,0.11,94,10.44,3,0.3,4,0.4,93,9.3,2,0.2,50,5
Nagano,27757,322.76,208,3.92,96,1.81,2498,47.13,8723,164.58,386,7.28,89,1.68,102,1.92,373,7.04,7,0.13,23,0.43,2358,44.49,7,0.7,85,8.5,1,0.09,1,0.09,112,10.18,-,-,122,11.09
Gifu,22460,261.16,202,3.88,320,6.15,1169,22.48,4180,80.38,260,5,121,2.33,34,0.65,330,6.35,7,0.13,21,0.4,868,16.69,-,-,71,6.45,1,0.2,7,1.4,105,21,-,-,82,16.4
Shizuoka,38572,277.5,278,3.12,716,8.04,5495,61.74,11371,127.76,546,6.13,230,2.58,100,1.12,675,7.58,10,0.11,31,0.35,789,8.87,10,0.48,190,9.05,10,1,16,1.6,84,8.4,22,2.2,65,6.5
Aichi,65752,337.19,766,4.21,1253,6.88,6451,35.45,18486,101.57,1141,6.27,1045,5.74,145,0.8,1277,7.02,19,0.1,85,0.47,1232,6.77,5,0.14,260,7.43,5,0.33,16,1.07,189,12.6,3,0.2,176,11.73
Mie,19149,265.96,452,10.04,717,15.93,1511,33.58,5105,113.44,300,6.67,258,5.73,77,1.71,448,9.96,9,0.2,51,1.13,266,5.91,3,0.25,24,2,16,1.78,18,2,71,7.89,10,1.11,15,1.67
Shiga,12036,231.46,156,5.03,258,8.32,774,24.97,3875,125,253,8.16,327,10.55,14,0.45,255,8.23,4,0.13,104,3.35,471,15.19,1,0.13,33,4.13,2,0.29,9,1.29,36,5.14,1,0.14,16,2.29
Kyoto,27762,223.89,167,2.23,736,9.81,2309,30.79,8535,113.8,373,4.97,1274,16.99,56,0.75,514,6.85,13,0.17,181,2.41,683,9.11,1,0.06,114,6.71,3,0.43,4,0.57,45,6.43,-,-,58,8.29
Osaka,67048,218.4,1895,9.52,2165,10.88,9153,45.99,24867,124.96,1583,7.95,3108,15.62,165,0.83,1927,9.68,32,0.16,410,2.06,3211,16.14,16,0.31,298,5.73,13,0.81,11,0.69,174,10.88,1,0.06,216,13.5
Hyogo,44907,226.8,970,7.58,1706,13.33,4269,33.35,19625,153.32,958,7.48,957,7.48,296,2.31,1071,8.37,18,0.14,161,1.26,2080,16.25,8,0.23,259,7.4,14,1.08,15,1.15,103,7.92,2,0.15,149,11.46
Nara,10251,189.83,466,13.71,540,15.88,1598,47,3238,95.24,219,6.44,229,6.74,38,1.12,356,10.47,2,0.06,47,1.38,576,16.94,-,-,113,11.3,10,1.67,15,2.5,79,13.17,1,0.17,50,8.33
Wakayama,8409,171.61,229,7.63,244,8.13,443,14.77,3202,106.73,187,6.23,83,2.77,29,0.97,273,9.1,8,0.27,33,1.1,1256,41.87,11,2.75,58,14.5,3,0.27,10,0.91,45,4.09,5,0.45,58,5.27
Tottori,5974,206,47,2.47,219,11.53,2647,139.32,2231,117.42,275,14.47,52,2.74,25,1.32,160,8.42,7,0.37,53,2.79,634,33.37,2,0.4,78,15.6,2,0.4,16,3.2,37,7.4,-,-,70,14
Shimane,7256,190.95,71,3.09,223,9.7,1415,61.52,2776,120.7,141,6.13,111,4.83,201,8.74,317,13.78,8,0.35,26,1.13,770,33.48,-,-,1,0.33,-,-,9,1.13,49,6.13,-,-,39,4.88
Okayama,21960,261.43,179,3.31,569,10.54,1204,22.3,6593,122.09,254,4.7,505,9.35,61,1.13,474,8.78,6,0.11,103,1.91,457,8.46,9,0.75,177,14.75,2,0.4,4,0.8,33,6.6,1,0.2,25,5
Hiroshima,26914,236.09,447,6.3,1010,14.23,3685,51.9,8012,112.85,522,7.35,1482,20.87,169,2.38,597,8.41,21,0.3,123,1.73,657,9.25,1,0.05,302,15.89,5,0.25,2,0.1,87,4.35,1,0.05,102,5.1
Yamaguchi,19590,288.09,489,10.19,572,11.92,2341,48.77,4680,97.5,316,6.58,379,7.9,114,2.38,559,11.65,13,0.27,113,2.35,1991,41.48,-,-,150,16.67,5,0.56,2,0.22,96,10.67,1,0.11,82,9.11
Tokushima,8428,227.78,270,11.74,223,9.7,910,39.57,2866,124.61,105,4.57,96,4.17,45,1.96,304,13.22,5,0.22,45,1.96,414,18,1,0.25,14,3.5,-,-,-,-,9,1.5,-,-,10,1.67
Kagawa,9045,192.45,220,7.86,323,11.54,1412,50.43,5135,183.39,131,4.68,383,13.68,53,1.89,301,10.75,3,0.11,83,2.96,612,21.86,2,0.4,29,5.8,3,0.6,3,0.6,46,9.2,-,-,151,30.2
Ehime,16473,270.05,194,5.24,215,5.81,2137,57.76,6963,188.19,261,7.05,541,14.62,207,5.59,514,13.89,3,0.08,57,1.54,1508,40.76,-,-,241,30.13,1,0.17,1,0.17,42,7,-,-,27,4.5
Kochi,14628,304.75,222,7.4,165,5.5,1344,44.8,3107,103.57,295,9.83,155,5.17,77,2.57,235,7.83,15,0.5,20,0.67,138,4.6,-,-,9,3,1,0.13,3,0.38,61,7.63,6,0.75,62,7.75
Fukuoka,71760,362.42,1168,9.73,1412,11.77,9326,77.72,23607,196.73,1540,12.83,2204,18.37,193,1.61,1740,14.5,57,0.48,1016,8.47,1914,15.95,-,-,318,12.23,10,0.67,18,1.2,251,16.73,-,-,47,3.13
Saga,12721,334.76,211,9.59,332,15.09,1094,49.73,3012,136.91,266,12.09,771,35.05,26,1.18,344,15.64,2,0.09,52,2.36,147,6.68,-,-,38,9.5,5,0.83,3,0.5,22,3.67,1,0.17,116,19.33
Nagasaki,22329,318.99,247,5.61,285,6.48,3149,71.57,4834,109.86,255,5.8,462,10.5,22,0.5,414,9.41,11,0.25,46,1.05,414,9.41,4,0.5,45,5.63,1,0.08,7,0.58,64,5.33,-,-,59,4.92
Kumamoto,23946,299.33,227,4.54,523,10.46,2449,48.98,9421,188.42,512,10.24,1053,21.06,70,1.4,747,14.94,2,0.04,375,7.5,769,15.38,3,0.33,255,28.33,14,0.93,14,0.93,66,4.4,-,-,107,7.13
Oita,19813,341.6,135,3.75,284,7.89,2641,73.36,10879,302.19,401,11.14,194,5.39,22,0.61,555,15.42,12,0.33,86,2.39,361,10.03,-,-,82,16.4,1,0.09,1,0.09,69,6.27,1,0.09,40,3.64
Miyazaki,22947,388.93,398,11.06,558,15.5,1890,52.5,8035,223.19,474,13.17,1365,37.92,261,7.25,607,16.86,3,0.08,105,2.92,215,5.97,2,0.4,209,41.8,-,-,1,0.14,18,2.57,-,-,109,15.57
Kagoshima,26804,288.22,838,15.24,1254,22.8,2149,39.07,11101,201.84,523,9.51,975,17.73,58,1.05,447,8.13,7,0.13,143,2.6,2115,38.45,-,-,168,24,3,0.25,7,0.58,25,2.08,-,-,105,8.75
Okinawa,20996,368.35,986,29,365,10.74,818,24.06,3478,102.29,427,12.56,82,2.41,35,1.03,209,6.15,57,1.68,60,1.76,94,2.76,1,0.11,144,16,8,1.14,33,4.71,97,13.86,-,-,84,12
