"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2019",,,,,,"Data collected as of May 22, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1411689,286.11,26654,8.46,21365,6.78,144237,45.79,376099,119.4,20969,6.66,15481,4.91,40780,12.95,22776,7.23,2545,0.81,5572,1.77,141,0.2,8200,11.82,196,0.41,201,0.42,1545,3.23,44,0.09,3539,7.39
Hokkaido,58581,266.28,1676,12.14,920,6.67,11054,80.1,7923,57.41,806,5.84,144,1.04,1348,9.77,582,4.22,31,0.22,129,0.93,3,0.11,230,8.21,7,0.32,3,0.14,130,5.91,3,0.14,167,7.59
Aomori,14797,227.65,178,4.24,164,3.9,1612,38.38,4435,105.6,229,5.45,222,5.29,712,16.95,307,7.31,7,0.17,199,4.74,3,0.27,57,5.18,2,0.33,2,0.33,74,12.33,-,-,56,9.33
Iwate,17619,271.06,187,4.68,231,5.78,2929,73.23,3610,90.25,297,7.43,196,4.9,579,14.48,291,7.28,9,0.23,186,4.65,-,-,183,13.07,5,0.26,1,0.05,59,3.11,1,0.05,201,10.58
Miyagi,30231,321.61,531,9.16,260,4.48,3898,67.21,6554,113,631,10.88,103,1.78,2217,38.22,499,8.6,11,0.19,68,1.17,4,0.33,45,3.75,1,0.08,1,0.08,79,6.58,-,-,23,1.92
Akita,14785,278.96,71,2.09,109,3.21,1087,31.97,1943,57.15,95,2.79,17,0.5,288,8.47,134,3.94,7,0.21,18,0.53,-,-,33,5.5,2,0.25,-,-,79,9.88,-,-,8,1
Yamagata,12631,287.07,152,5.43,215,7.68,2294,81.93,4320,154.29,227,8.11,124,4.43,913,32.61,300,10.71,11,0.39,24,0.86,-,-,60,8.57,3,0.3,4,0.4,35,3.5,-,-,52,5.2
Fukushima,28599,344.57,478,9.56,462,9.24,2824,56.48,3723,74.46,393,7.86,301,6.02,842,16.84,576,11.52,14,0.28,109,2.18,1,0.08,255,19.62,2,0.29,-,-,18,2.57,-,-,110,15.71
Ibaraki,36537,304.48,404,5.39,421,5.61,3380,45.07,7409,98.79,599,7.99,129,1.72,1080,14.4,377,5.03,39,0.52,84,1.12,-,-,352,22,4,0.33,1,0.08,76,6.33,-,-,26,2.17
Tochigi,21608,288.11,280,5.83,148,3.08,1790,37.29,2981,62.1,291,6.06,197,4.1,510,10.63,397,8.27,6,0.13,73,1.52,-,-,99,8.25,1,0.14,-,-,31,4.43,-,-,40,5.71
Gunma,25624,301.46,284,5.46,346,6.65,2129,40.94,5245,100.87,328,6.31,116,2.23,500,9.62,418,8.04,20,0.38,74,1.42,1,0.07,166,11.86,-,-,1,0.13,18,2.25,-,-,118,14.75
