"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2021",,,,,,"Data collected as of July 7, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,726,0.15,100840,31.95,19973,6.33,53968,17.1,247390,78.39,9494,3.01,3988,1.26,1361,0.43,32377,10.26,4203,1.33,3468,1.1,55,0.08,3260,4.69,178,0.37,230,0.48,418,0.87,13,0.03,52,0.11
Hokkaido,52,0.23,1271,9.14,1063,7.65,3903,28.08,6169,44.38,526,3.78,28,0.2,35,0.25,834,6,15,0.11,85,0.61,1,0.04,69,2.46,3,0.13,-,-,16,0.7,-,-,2,0.09
Aomori,6,0.09,900,21.43,230,5.48,358,8.52,3116,74.19,102,2.43,12,0.29,20,0.48,350,8.33,3,0.07,20,0.48,-,-,20,1.82,1,0.17,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1213,30.33,165,4.13,1421,35.53,3391,84.78,160,4,24,0.6,14,0.35,510,12.75,6,0.15,36,0.9,-,-,62,4.43,2,0.11,3,0.16,14,0.74,-,-,2,0.11
Miyagi,10,0.11,1994,34.38,387,6.67,635,10.95,3389,58.43,250,4.31,57,0.98,27,0.47,757,13.05,11,0.19,77,1.33,-,-,35,2.92,2,0.17,-,-,31,2.58,-,-,1,0.08
Akita,-,-,1148,33.76,111,3.26,493,14.5,1520,44.71,147,4.32,15,0.44,14,0.41,207,6.09,6,0.18,8,0.24,1,0.14,12,1.71,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,1554,53.59,268,9.24,894,30.83,1880,64.83,66,2.28,28,0.97,12,0.41,381,13.14,72,2.48,33,1.14,-,-,29,3.63,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,763,15.26,398,7.96,1073,21.46,3846,76.92,146,2.92,30,0.6,26,0.52,756,15.12,10,0.2,51,1.02,1,0.08,90,6.92,5,0.71,1,0.14,1,0.14,-,-,-,-
Ibaraki,15,0.13,485,6.47,307,4.09,1230,16.4,3857,51.43,168,2.24,69,0.92,26,0.35,512,6.83,189,2.52,67,0.89,-,-,153,9,-,-,2,0.17,53,4.42,-,-,1,0.08
Tochigi,7,0.09,1161,24.19,149,3.1,485,10.1,2509,52.27,103,2.15,44,0.92,29,0.6,578,12.04,24,0.5,60,1.25,1,0.08,95,7.92,2,0.29,9,1.29,16,2.29,-,-,-,-
Gunma,7,0.08,151,2.85,280,5.28,531,10.02,4126,77.85,94,1.77,39,0.74,16,0.3,617,11.64,13,0.25,78,1.47,-,-,133,8.87,4,0.44,1,0.11,5,0.56,-,-,2,0.22
Saitama,25,0.1,1267,7.97,939,5.91,1981,12.46,13516,85.01,539,3.39,160,1.01,84,0.53,2007,12.62,78,0.49,252,1.58,11,0.28,200,5.13,7,0.64,14,1.27,6,0.55,-,-,3,0.27
Chiba,31,0.15,1567,11.96,416,3.18,1718,13.11,6625,50.57,506,3.86,82,0.63,60,0.46,1241,9.47,82,0.63,184,1.4,2,0.06,179,5.42,5,0.56,10,1.11,9,1,-,-,3,0.33
Tokyo,30,0.07,6003,23.36,876,3.41,2238,8.71,21948,85.4,680,2.65,272,1.06,158,0.61,2953,11.49,160,0.62,314,1.22,-,-,134,3.62,6,0.24,13,0.52,9,0.36,12,0.48,3,0.12
Kanagawa,22,0.06,5083,22.59,597,2.65,2288,10.17,13715,60.96,675,3,140,0.62,105,0.47,2209,9.82,80,0.36,257,1.14,7,0.14,420,8.4,3,0.27,9,0.82,12,1.09,-,-,1,0.09
Niigata,18,0.2,789,14.09,909,16.23,2477,44.23,3028,54.07,278,4.96,57,1.02,39,0.7,628,11.21,23,0.41,85,1.52,9,0.9,33,3.3,6,0.46,6,0.46,15,1.15,-,-,-,-
Toyama,5,0.1,2248,77.52,278,9.59,779,26.86,2259,77.9,60,2.07,21,0.72,21,0.72,263,9.07,20,0.69,18,0.62,-,-,1,0.14,2,0.4,2,0.4,9,1.8,-,-,1,0.2
Ishikawa,-,-,1965,67.76,391,13.48,541,18.66,2235,77.07,154,5.31,15,0.52,7,0.24,311,10.72,3,0.1,19,0.66,-,-,12,1.71,-,-,1,0.2,10,2,-,-,1,0.2
Fukui,-,-,1814,78.87,256,11.13,461,20.04,3200,139.13,70,3.04,5,0.22,5,0.22,230,10,12,0.52,15,0.65,-,-,8,2.67,12,2,2,0.33,1,0.17,-,-,-,-
Yamanashi,-,-,148,6.17,28,1.17,181,7.54,1209,50.38,36,1.5,6,0.25,16,0.67,150,6.25,5,0.21,19,0.79,-,-,30,3.33,-,-,3,0.3,4,0.4,-,-,-,-
Nagano,7,0.08,42,0.79,138,2.6,696,13.13,4303,81.19,186,3.51,28,0.53,26,0.49,482,9.09,54,1.02,43,0.81,1,0.09,19,1.73,5,0.5,4,0.4,4,0.4,-,-,1,0.1
Gifu,26,0.3,1893,36.4,241,4.63,501,9.63,1999,38.44,55,1.06,23,0.44,20,0.38,332,6.38,60,1.15,20,0.38,1,0.09,10,0.91,1,0.2,-,-,4,0.8,-,-,1,0.2
Shizuoka,8,0.06,4839,54.99,511,5.81,991,11.26,5764,65.5,245,2.78,58,0.66,39,0.44,812,9.23,24,0.27,102,1.16,-,-,39,1.77,9,0.9,11,1.1,4,0.4,-,-,-,-
Aichi,30,0.15,5859,32.19,621,3.41,2097,11.52,11149,61.26,313,1.72,95,0.52,44,0.24,1282,7.04,102,0.56,151,0.83,3,0.09,73,2.09,4,0.27,16,1.07,1,0.07,-,-,1,0.07
Mie,22,0.32,2294,52.14,255,5.8,340,7.73,3985,90.57,114,2.59,19,0.43,12,0.27,429,9.75,169,3.84,27,0.61,-,-,10,0.83,1,0.11,2,0.22,20,2.22,-,-,1,0.11
Shiga,26,0.44,790,22.57,134,3.83,535,15.29,1932,55.2,81,2.31,48,1.37,10,0.29,298,8.51,82,2.34,29,0.83,-,-,6,0.75,10,1.43,2,0.29,1,0.14,-,-,-,-
Kyoto,61,0.49,1864,24.53,351,4.62,1252,16.47,4794,63.08,213,2.8,81,1.07,16,0.21,507,6.67,69,0.91,68,0.89,-,-,36,2.12,1,0.14,3,0.43,3,0.43,-,-,-,-
Osaka,67,0.23,10917,55.7,1247,6.36,2960,15.1,16168,82.49,497,2.54,162,0.83,77,0.39,1752,8.94,207,1.06,243,1.24,3,0.06,140,2.69,3,0.19,9,0.56,2,0.13,-,-,3,0.19
Hyogo,24,0.12,4497,35.13,827,6.46,1573,12.29,12600,98.44,279,2.18,112,0.88,48,0.38,1160,9.06,68,0.53,190,1.48,-,-,145,4.14,5,0.36,24,1.71,7,0.5,1,0.07,5,0.36
Nara,1,0.02,2137,62.85,334,9.82,362,10.65,2561,75.32,50,1.47,48,1.41,7,0.21,340,10,25,0.74,28,0.82,1,0.1,50,5,6,1,3,0.5,2,0.33,-,-,2,0.33
Wakayama,1,0.02,1309,43.63,145,4.83,525,17.5,2261,75.37,64,2.13,5,0.17,8,0.27,255,8.5,7,0.23,23,0.77,-,-,19,4.75,12,1.09,5,0.45,11,1,-,-,1,0.09
Tottori,4,0.14,46,2.42,200,10.53,1328,69.89,2037,107.21,76,4,28,1.47,10,0.53,194,10.21,47,2.47,7,0.37,1,0.2,13,2.6,4,0.8,2,0.4,1,0.2,-,-,-,-
Shimane,14,0.37,235,10.22,139,6.04,240,10.43,3138,136.43,111,4.83,98,4.26,4,0.17,323,14.04,8,0.35,6,0.26,-,-,2,0.67,7,0.88,8,1,4,0.5,-,-,-,-
Okayama,43,0.51,557,10.31,264,4.89,460,8.52,5906,109.37,116,2.15,67,1.24,18,0.33,439,8.13,96,1.78,83,1.54,-,-,19,1.58,3,0.6,2,0.4,2,0.4,-,-,1,0.2
Hiroshima,17,0.15,1402,19.75,591,8.32,748,10.54,9131,128.61,188,2.65,149,2.1,25,0.35,614,8.65,103,1.45,99,1.39,2,0.11,123,6.47,2,0.1,2,0.1,11,0.52,-,-,4,0.19
Yamaguchi,9,0.14,3912,86.93,201,4.47,874,19.42,3971,88.24,96,2.13,29,0.64,24,0.53,599,13.31,13,0.29,37,0.82,-,-,29,3.22,-,-,3,0.33,24,2.67,-,-,-,-
Tokushima,3,0.08,274,11.91,161,7,178,7.74,1609,69.96,52,2.26,7,0.3,3,0.13,252,10.96,130,5.65,13,0.57,-,-,8,2,-,-,2,0.29,2,0.29,-,-,-,-
Kagawa,2,0.04,285,10.18,278,9.93,370,13.21,3788,135.29,85,3.04,66,2.36,15,0.54,323,11.54,840,30,52,1.86,1,0.2,15,3,-,-,4,0.8,-,-,-,-,-,-
Ehime,8,0.13,427,11.86,254,7.06,651,18.08,6959,193.31,81,2.25,48,1.33,17,0.47,567,15.75,205,5.69,56,1.56,1,0.13,166,20.75,1,0.17,4,0.67,1,0.17,-,-,2,0.33
Kochi,4,0.09,691,24.68,159,5.68,237,8.46,3336,119.14,91,3.25,129,4.61,27,0.96,273,9.75,590,21.07,15,0.54,-,-,12,4,2,0.25,1,0.13,7,0.88,-,-,3,0.38
Fukuoka,5,0.03,10562,88.02,1543,12.86,6852,57.1,11355,94.63,472,3.93,226,1.88,67,0.56,1912,15.93,100,0.83,192,1.6,7,0.27,160,6.15,9,0.64,10,0.71,8,0.57,-,-,-,-
Saga,1,0.03,1901,82.65,313,13.61,628,27.3,832,36.17,74,3.22,45,1.96,6,0.26,466,20.26,10,0.43,12,0.52,-,-,6,1.5,5,0.83,2,0.33,5,0.83,-,-,-,-
Nagasaki,6,0.09,2717,63.19,349,8.12,1694,39.4,2106,48.98,199,4.63,67,1.56,20,0.47,444,10.33,15,0.35,50,1.16,-,-,11,1.38,6,0.5,10,0.83,33,2.75,-,-,1,0.08
Kumamoto,3,0.04,3261,65.22,384,7.68,578,11.56,3648,72.96,159,3.18,801,16.02,45,0.9,902,18.04,110,2.2,41,0.82,-,-,127,14.11,-,-,7,0.47,2,0.13,-,-,1,0.07
Oita,2,0.03,1742,48.39,232,6.44,418,11.61,4932,137,261,7.25,32,0.89,16,0.44,521,14.47,29,0.81,47,1.31,-,-,25,5,-,-,1,0.09,25,2.27,-,-,-,-
Miyazaki,1,0.02,3462,96.17,442,12.28,1246,34.61,6001,166.69,128,3.56,169,4.69,18,0.5,629,17.47,80,2.22,36,1,-,-,78,13,-,-,-,-,-,-,-,-,-,-
Kagoshima,6,0.07,1059,19.61,1167,21.61,1188,22,8071,149.46,250,4.63,159,2.94,21,0.39,545,10.09,57,1.06,69,1.28,-,-,65,9.29,3,0.25,4,0.33,1,0.08,-,-,1,0.08
Okinawa,13,0.23,342,10.06,444,13.06,759,22.32,1516,44.59,198,5.82,85,2.5,4,0.12,231,6.79,91,2.68,51,1.5,1,0.11,139,15.44,16,2.29,11,1.57,3,0.43,-,-,1,0.14
