"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2015",,,,,,"Data collected as of November 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1153106,234.23,65516,20.83,57778,18.37,324216,103.09,765215,243.31,59253,18.84,374657,119.13,79523,25.29,72437,23.03,2227,0.71,96943,30.82,59537,18.93,408,0.59,20144,29.32,366,0.77,898,1.89,7216,15.16,321,0.67,4050,8.51
Hokkaido,41506,183.65,3886,27.37,4458,31.39,20710,145.85,18238,128.44,2960,20.85,13725,96.65,3535,24.89,2078,14.63,73,0.51,3343,23.54,3585,25.25,8,0.3,514,19.04,4,0.18,12,0.55,329,14.95,2,0.09,390,17.73
Aomori,14800,227.69,749,17.83,496,11.81,2571,61.21,6102,145.29,594,14.14,5779,137.6,896,21.33,821,19.55,7,0.17,646,15.38,179,4.26,-,-,230,20.91,11,1.83,11,1.83,156,26,-,-,121,20.17
Iwate,15472,241.75,980,25.13,461,11.82,4891,125.41,9091,233.1,793,20.33,4505,115.51,772,19.79,794,20.36,13,0.33,893,22.9,185,4.74,3,0.21,202,14.43,5,0.26,8,0.42,227,11.95,3,0.16,144,7.58
Miyagi,19615,208.67,1455,25.09,1057,18.22,6185,106.64,16101,277.6,1311,22.6,10829,186.71,1583,27.29,1620,27.93,2,0.03,1905,32.84,306,5.28,3,0.25,166,13.83,5,0.42,4,0.33,314,26.17,1,0.08,78,6.5
Akita,13229,249.6,342,10.06,538,15.82,2041,60.03,5011,147.38,465,13.68,2506,73.71,486,14.29,373,10.97,4,0.12,461,13.56,329,9.68,10,1.43,99,14.14,1,0.13,-,-,151,18.88,-,-,74,9.25
Yamagata,10048,213.79,1096,37.79,893,30.79,5067,174.72,9342,322.14,685,23.62,6027,207.83,956,32.97,901,31.07,14,0.48,1185,40.86,1033,35.62,-,-,50,7.14,6,0.6,9,0.9,42,4.2,15,1.5,50,5
Fukushima,19089,251.17,1909,42.42,706,15.69,4301,95.58,9335,207.44,895,19.89,7618,169.29,1933,42.96,1300,28.89,19,0.42,999,22.2,988,21.96,-,-,348,29,5,0.71,11,1.57,159,22.71,3,0.43,129,18.43
Ibaraki,22578,188.15,707,9.43,1087,14.49,7403,98.71,17825,237.67,1376,18.35,6126,81.68,2211,29.48,1193,15.91,25,0.33,1626,21.68,1632,21.76,12,0.71,749,44.06,3,0.23,5,0.38,87,6.69,1,0.08,39,3
