"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2015",,,,,,"Data collected as of July 15, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1147745,232.81,30164,9.58,39643,12.59,242058,76.89,593331,188.48,44336,14.08,124261,39.47,51694,16.42,45625,14.49,1288,0.41,31478,10,32376,10.28,259,0.38,9896,14.4,214,0.45,429,0.9,3150,6.63,184,0.39,3903,8.22
Hokkaido,41417,182.45,1973,13.8,3378,23.62,14892,104.14,14993,104.85,2159,15.1,2150,15.03,2194,15.34,1284,8.98,54,0.38,211,1.48,1993,13.94,6,0.22,279,10.33,-,-,6,0.27,118,5.36,2,0.09,374,17
Aomori,14793,227.58,350,8.33,348,8.29,1903,45.31,4777,113.74,462,11,921,21.93,741,17.64,506,12.05,2,0.05,37,0.88,68,1.62,-,-,151,13.73,6,1,9,1.5,76,12.67,-,-,114,19
Iwate,15431,241.11,302,7.74,354,9.08,3466,88.87,7233,185.46,608,15.59,388,9.95,513,13.15,495,12.69,7,0.18,184,4.72,102,2.62,-,-,137,9.79,2,0.11,2,0.11,131,6.89,2,0.11,135,7.11
Miyagi,19605,208.56,349,6.02,818,14.1,4577,78.91,13566,233.9,1011,17.43,1587,27.36,1360,23.45,1021,17.6,1,0.02,209,3.6,215,3.71,3,0.25,97,8.08,1,0.08,3,0.25,190,15.83,1,0.08,76,6.33
Akita,13227,249.57,119,3.5,316,9.29,1486,43.71,4040,118.82,364,10.71,92,2.71,169,4.97,223,6.56,4,0.12,55,1.62,279,8.21,10,1.43,56,8,1,0.13,-,-,97,12.13,-,-,66,8.25
Yamagata,10045,213.72,127,4.38,695,23.97,3880,133.79,8082,278.69,529,18.24,1444,49.79,483,16.66,563,19.41,8,0.28,62,2.14,552,19.03,-,-,30,4.29,2,0.2,6,0.6,27,2.7,10,1,49,4.9
Fukushima,19038,250.5,712,15.82,549,12.2,3215,71.44,8017,178.16,594,13.2,2242,49.82,1310,29.11,777,17.27,10,0.22,148,3.29,704,15.64,-,-,213,17.75,2,0.29,4,0.57,108,15.43,2,0.29,126,18
Ibaraki,22497,187.48,405,5.4,798,10.64,5754,76.72,13533,180.44,985,13.13,1000,13.33,1298,17.31,737,9.83,12,0.16,298,3.97,700,9.33,9,0.53,379,22.29,2,0.15,1,0.08,31,2.38,1,0.08,37,2.85
Tochigi,13909,183.01,290,6.04,249,5.19,2637,54.94,4638,96.63,492,10.25,2299,47.9,908,18.92,744,15.5,36,0.75,131,2.73,305,6.35,5,0.42,137,11.42,2,0.29,7,1,55,7.86,1,0.14,44,6.29
Gunma,19528,201.32,423,7.17,481,8.15,5357,90.8,10802,183.08,528,8.95,3087,52.32,1087,18.42,874,14.81,27,0.46,284,4.81,563,9.54,1,0.08,584,44.92,4,0.5,5,0.63,67,8.38,-,-,184,23
Saitama,41295,167.87,962,6.21,2216,14.3,14044,90.61,33979,219.22,2710,17.48,5929,38.25,5298,34.18,2675,17.26,36,0.23,1139,7.35,2750,17.74,26,0.65,677,16.93,3,0.3,19,1.9,98,9.8,17,1.7,111,11.1
Chiba,48122,229.15,533,4.01,1964,14.77,11137,83.74,22355,168.08,1652,12.42,1798,13.52,3229,24.28,1766,13.28,51,0.38,876,6.59,1708,12.84,7,0.21,655,19.85,10,1.11,18,2,23,2.56,10,1.11,52,5.78
