"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2016",,,,,,"Data collected as of July 27, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582711,319.93,25930,8.21,41850,13.25,243633,77.15,554034,175.44,37622,11.91,15140,4.79,41379,13.1,43528,13.78,1652,0.52,54549,17.27,83979,26.59,242,0.35,13358,19.33,266,0.56,676,1.43,7738,16.32,210,0.44,4985,10.52
Hokkaido,83456,370.92,1231,8.67,1953,13.75,19404,136.65,13415,94.47,1973,13.89,233,1.64,2778,19.56,1180,8.31,48,0.34,221,1.56,5928,41.75,-,-,284,10.14,6,0.27,22,1,572,26,4,0.18,367,16.68
Aomori,17486,269.02,138,3.29,471,11.21,1976,47.05,4702,111.95,343,8.17,43,1.02,446,10.62,517,12.31,3,0.07,39,0.93,734,17.48,3,0.27,145,13.18,9,1.5,10,1.67,131,21.83,-,-,104,17.33
Iwate,21212,331.44,178,4.45,332,8.3,4458,111.45,7383,184.58,412,10.3,28,0.7,221,5.53,474,11.85,8,0.2,70,1.75,531,13.28,4,0.29,211,15.07,4,0.21,4,0.21,210,11.05,1,0.05,161,8.47
Miyagi,28054,295.31,295,5,598,10.14,6717,113.85,10838,183.69,932,15.8,152,2.58,286,4.85,914,15.49,11,0.19,375,6.36,688,11.66,-,-,78,6.5,7,0.58,-,-,207,17.25,-,-,13,1.08
Akita,14320,265.19,70,2,242,6.91,1532,43.77,3941,112.6,282,8.06,42,1.2,1439,41.11,269,7.69,119,3.4,27,0.77,150,4.29,1,0.14,69,9.86,-,-,-,-,108,13.5,-,-,139,17.38
Yamagata,13928,296.34,51,1.76,563,19.41,4835,166.72,6107,210.59,344,11.86,45,1.55,1396,48.14,564,19.45,13,0.45,160,5.52,1882,64.9,-,-,34,4.25,2,0.2,5,0.5,60,6,4,0.4,17,1.7
Fukushima,23124,300.31,358,7.78,812,17.65,2594,56.39,5595,121.63,624,13.57,59,1.28,808,17.57,823,17.89,15,0.33,220,4.78,273,5.93,-,-,284,23.67,5,0.71,6,0.86,74,10.57,7,1,60,8.57
Ibaraki,33095,275.79,218,2.91,731,9.75,4397,58.63,12554,167.39,900,12,415,5.53,658,8.77,686,9.15,13,0.17,815,10.87,2050,27.33,2,0.12,511,30.06,2,0.15,8,0.62,156,12,-,-,35,2.69
