"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2017",,,,,,"Data collected as of February 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,796961,160.81,6776,2.14,5932,1.88,35269,11.16,113849,36.02,7134,2.26,3128,0.99,1675,0.53,6692,2.12,141,0.04,489,0.15,12825,4.06,39,0.06,2157,3.12,55,0.12,86,0.18,1657,3.5,46,0.1,217,0.46
Hokkaido,21075,93.25,446,3.14,312,2.2,2723,19.18,2547,17.94,507,3.57,35,0.25,63,0.44,224,1.58,10,0.07,11,0.08,413,2.91,2,0.07,66,2.28,1,0.04,1,0.04,47,2.04,-,-,6,0.26
Aomori,7694,120.22,48,1.17,85,2.07,344,8.39,1387,33.83,34,0.83,45,1.1,35,0.85,103,2.51,1,0.02,23,0.56,67,1.63,1,0.09,39,3.55,1,0.17,-,-,25,4.17,-,-,5,0.83
Iwate,6771,104.17,40,1,106,2.65,619,15.48,1504,37.6,50,1.25,7,0.18,10,0.25,96,2.4,-,-,2,0.05,108,2.7,2,0.14,20,1.43,1,0.05,-,-,43,2.26,-,-,5,0.26
Miyagi,14659,154.31,59,1,61,1.03,954,16.17,1279,21.68,185,3.14,7,0.12,13,0.22,145,2.46,1,0.02,6,0.1,71,1.2,-,-,15,1.25,1,0.08,-,-,50,4.17,-,-,3,0.25
Akita,6916,128.07,65,1.86,33,0.94,355,10.14,757,21.63,37,1.06,69,1.97,9,0.26,42,1.2,-,-,4,0.11,23,0.66,-,-,3,0.43,-,-,-,-,28,3.5,-,-,1,0.13
Yamagata,5542,115.46,26,0.87,44,1.47,763,25.43,785,26.17,91,3.03,16,0.53,11,0.37,96,3.2,2,0.07,13,0.43,170,5.67,-,-,6,0.75,1,0.1,1,0.1,32,3.2,-,-,2,0.2
Fukushima,9970,129.48,118,2.57,68,1.48,640,13.91,1310,28.48,128,2.78,11,0.24,98,2.13,126,2.74,2,0.04,4,0.09,53,1.15,-,-,35,2.92,1,0.14,-,-,33,4.71,-,-,33,4.71
Ibaraki,18074,150.62,66,0.88,88,1.17,970,12.93,2483,33.11,169,2.25,40,0.53,30,0.4,104,1.39,3,0.04,3,0.04,126,1.68,-,-,82,4.82,-,-,-,-,30,2.31,-,-,-,-
Tochigi,8384,110.32,40,0.83,43,0.9,371,7.73,884,18.42,79,1.65,9,0.19,6,0.13,114,2.38,-,-,1,0.02,49,1.02,-,-,69,5.75,-,-,-,-,31,4.43,2,0.29,2,0.29
Gunma,13823,145.51,62,1.07,107,1.84,806,13.9,1931,33.29,111,1.91,124,2.14,41,0.71,135,2.33,-,-,13,0.22,159,2.74,-,-,55,3.93,-,-,-,-,53,6.63,-,-,9,1.13
Saitama,51879,207.52,153,0.97,216,1.38,2116,13.48,5243,33.39,435,2.77,71,0.45,50,0.32,315,2.01,5,0.03,11,0.07,507,3.23,6,0.15,91,2.28,-,-,6,0.6,30,3,6,0.6,3,0.3
Chiba,42743,198.8,93,0.69,103,0.76,2214,16.4,4062,30.09,268,1.99,90,0.67,79,0.59,272,2.01,6,0.04,8,0.06,196,1.45,5,0.15,132,3.88,-,-,3,0.33,33,3.67,-,-,2,0.22
Tokyo,63520,153.8,162,0.62,344,1.32,2575,9.9,8967,34.49,484,1.86,108,0.42,186,0.72,610,2.35,9,0.03,9,0.03,478,1.84,1,0.03,76,2,5,0.21,1,0.04,53,2.21,12,0.5,16,0.67
Kanagawa,61030,176.39,156,0.73,185,0.86,1914,8.9,6086,28.31,507,2.36,73,0.34,90,0.42,488,2.27,2,0.01,10,0.05,787,3.66,3,0.06,366,7.47,2,0.2,2,0.2,22,2.2,-,-,28,2.8
Niigata,11274,122.54,143,2.47,233,4.02,850,14.66,3488,60.14,152,2.62,10,0.17,40,0.69,128,2.21,3,0.05,5,0.09,918,15.83,1,0.1,44,4.4,2,0.15,1,0.08,61,4.69,5,0.38,1,0.08
Toyama,5662,117.96,183,6.31,80,2.76,222,7.66,1404,48.41,50,1.72,41,1.41,4,0.14,51,1.76,2,0.07,5,0.17,276,9.52,1,0.14,51,7.29,1,0.2,-,-,18,3.6,-,-,4,0.8
Ishikawa,7711,160.65,21,0.72,81,2.79,455,15.69,1916,66.07,48,1.66,10,0.34,9,0.31,62,2.14,-,-,3,0.1,27,0.93,-,-,3,0.43,-,-,-,-,33,6.6,-,-,1,0.2
Fukui,6119,191.22,40,1.82,54,2.45,235,10.68,1552,70.55,39,1.77,9,0.41,5,0.23,42,1.91,1,0.05,1,0.05,61,2.77,-,-,3,1,3,0.5,1,0.17,22,3.67,-,-,-,-
Yamanashi,6840,166.83,20,0.83,70,2.92,337,14.04,1378,57.42,34,1.42,30,1.25,8,0.33,28,1.17,-,-,2,0.08,138,5.75,1,0.11,14,1.56,1,0.1,-,-,56,5.6,2,0.2,2,0.2
Nagano,15442,179.56,130,2.45,12,0.23,563,10.62,2949,55.64,82,1.55,60,1.13,28,0.53,80,1.51,-,-,6,0.11,603,11.38,-,-,32,2.91,1,0.09,1,0.09,41,3.73,-,-,3,0.27
Gifu,14212,163.36,87,1.64,88,1.66,223,4.21,1330,25.09,79,1.49,32,0.6,9,0.17,79,1.49,2,0.04,-,-,251,4.74,-,-,11,1,-,-,2,0.4,57,11.4,-,-,21,4.2
