"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2017",,,,,,"Data collected as of March 29, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1212038,244.46,10993,3.48,12946,4.09,81780,25.86,216955,68.59,13680,4.33,5417,1.71,3055,0.97,14149,4.47,270,0.09,857,0.27,24576,7.77,87,0.13,4035,5.82,111,0.23,179,0.38,2619,5.49,70,0.15,1325,2.78
Hokkaido,37838,168.17,687,4.84,710,5,6714,47.28,5476,38.56,900,6.34,61,0.43,118,0.83,431,3.04,17,0.12,16,0.11,820,5.77,5,0.18,129,4.61,3,0.13,7,0.3,89,3.87,-,-,39,1.7
Aomori,13283,207.55,62,1.51,141,3.44,965,23.54,2153,52.51,81,1.98,85,2.07,79,1.93,193,4.71,2,0.05,32,0.78,118,2.88,1,0.09,52,4.73,2,0.33,-,-,55,9.17,-,-,13,2.17
Iwate,11749,183.58,65,1.67,292,7.49,1442,36.97,2715,69.62,90,2.31,15,0.38,32,0.82,208,5.33,-,-,3,0.08,268,6.87,3,0.21,42,3,1,0.05,-,-,76,4,-,-,11,0.58
Miyagi,23590,248.32,102,1.73,199,3.37,2056,34.85,2490,42.2,335,5.68,14,0.24,24,0.41,311,5.27,3,0.05,6,0.1,136,2.31,-,-,28,2.33,2,0.17,-,-,74,6.17,-,-,15,1.25
Akita,11305,209.35,87,2.49,68,1.94,726,20.74,1223,34.94,74,2.11,200,5.71,15,0.43,76,2.17,1,0.03,11,0.31,34,0.97,-,-,13,1.86,-,-,-,-,51,6.38,-,-,10,1.25
Yamagata,9336,194.5,56,1.87,90,3,1852,61.73,1263,42.1,196,6.53,22,0.73,38,1.27,202,6.73,4,0.13,16,0.53,295,9.83,-,-,31,3.88,1,0.1,3,0.3,52,5.2,-,-,11,1.1
Fukushima,19302,250.68,172,3.74,149,3.24,1379,29.98,2474,53.78,231,5.02,13,0.28,158,3.43,284,6.17,2,0.04,5,0.11,120,2.61,1,0.08,85,7.08,3,0.43,2,0.29,45,6.43,-,-,133,19
Ibaraki,28173,234.78,111,1.48,190,2.53,2207,29.43,4433,59.11,305,4.07,66,0.88,51,0.68,211,2.81,6,0.08,6,0.08,250,3.33,3,0.18,154,9.06,-,-,-,-,44,3.38,-,-,37,2.85
Tochigi,15120,198.95,72,1.5,105,2.19,756,15.75,1769,36.85,187,3.9,11,0.23,18,0.38,230,4.79,-,-,2,0.04,92,1.92,-,-,105,8.75,1,0.14,1,0.14,50,7.14,2,0.29,16,2.29
Gunma,20906,222.4,90,1.55,191,3.29,1753,30.22,4016,69.24,216,3.72,187,3.22,83,1.43,269,4.64,-,-,22,0.38,421,7.26,-,-,92,6.57,-,-,1,0.13,96,12,-,-,86,10.75
Saitama,76491,304.75,263,1.65,445,2.8,4870,30.63,11163,70.21,908,5.71,119,0.75,95,0.6,690,4.34,9,0.06,28,0.18,955,6.01,13,0.33,200,5,1,0.1,10,1,43,4.3,6,0.6,32,3.2
Chiba,61636,288.02,176,1.31,272,2.03,5169,38.57,8645,64.51,580,4.33,106,0.79,120,0.9,564,4.21,10,0.07,14,0.1,376,2.81,9,0.26,291,8.56,2,0.22,10,1.11,57,6.33,-,-,18,2
Tokyo,95955,231.78,332,1.27,701,2.69,5763,22.08,20019,76.7,976,3.74,191,0.73,322,1.23,1333,5.11,16,0.06,19,0.07,879,3.37,3,0.08,139,3.66,8,0.33,5,0.21,87,3.63,15,0.63,120,5
Kanagawa,88502,255.05,263,1.22,395,1.84,4388,20.41,13959,64.93,1058,4.92,116,0.54,186,0.87,1022,4.75,4,0.02,20,0.09,1435,6.67,7,0.14,717,14.63,3,0.3,5,0.5,43,4.3,-,-,107,10.7
Niigata,20657,224.53,213,3.67,438,7.55,1981,34.16,5491,94.67,248,4.28,28,0.48,97,1.67,261,4.5,5,0.09,9,0.16,1608,27.72,1,0.1,85,8.5,3,0.23,2,0.15,87,6.69,8,0.62,13,1
Toyama,9687,201.81,284,9.79,150,5.17,580,20,2349,81,87,3,56,1.93,6,0.21,97,3.34,2,0.07,10,0.34,513,17.69,3,0.43,101,14.43,1,0.2,-,-,27,5.4,-,-,17,3.4
Ishikawa,13930,290.21,57,1.97,222,7.66,919,31.69,3202,110.41,158,5.45,17,0.59,10,0.34,118,4.07,2,0.07,4,0.14,46,1.59,-,-,5,0.71,-,-,-,-,49,9.8,-,-,16,3.2
Fukui,9941,310.66,61,2.77,130,5.91,544,24.73,2191,99.59,102,4.64,16,0.73,8,0.36,83,3.77,1,0.05,2,0.09,130,5.91,-,-,6,2,3,0.5,3,0.5,36,6,-,-,1,0.17
Yamanashi,9942,242.49,23,0.96,141,5.88,716,29.83,2064,86,63,2.63,46,1.92,20,0.83,56,2.33,1,0.04,3,0.13,232,9.67,1,0.11,28,3.11,3,0.3,1,0.1,73,7.3,2,0.2,17,1.7
Nagano,24795,288.31,169,3.19,34,0.64,1165,21.98,4820,90.94,178,3.36,68,1.28,56,1.06,167,3.15,3,0.06,8,0.15,1267,23.91,3,0.27,51,4.64,1,0.09,1,0.09,72,6.55,-,-,29,2.64
Gifu,20747,238.47,146,2.75,185,3.49,490,9.25,2385,45,165,3.11,57,1.08,21,0.4,163,3.08,5,0.09,2,0.04,503,9.49,-,-,25,2.27,-,-,4,0.8,74,14.8,-,-,40,8
Shizuoka,35320,254.1,213,2.39,366,4.11,2805,31.52,5344,60.04,233,2.62,89,1,37,0.42,299,3.36,6,0.07,6,0.07,436,4.9,7,0.33,86,4.1,2,0.2,6,0.6,60,6,17,1.7,21,2.1
Aichi,61545,315.62,486,2.67,612,3.36,3222,17.7,9191,50.5,529,2.91,260,1.43,83,0.46,604,3.32,9,0.05,21,0.12,701,3.85,4,0.11,92,2.63,3,0.2,7,0.47,135,9,1,0.07,39,2.6
Mie,17907,248.71,315,7,332,7.38,765,17,2087,46.38,144,3.2,99,2.2,63,1.4,230,5.11,5,0.11,3,0.07,140,3.11,2,0.17,9,0.75,10,1.11,12,1.33,46,5.11,7,0.78,4,0.44
Shiga,11206,215.5,128,4.13,88,2.84,336,10.84,2140,69.03,128,4.13,65,2.1,9,0.29,113,3.65,3,0.1,25,0.81,246,7.94,-,-,17,2.13,1,0.14,5,0.71,30,4.29,-,-,7,1
Kyoto,25596,206.42,92,1.23,317,4.23,1009,13.45,3819,50.92,192,2.56,106,1.41,31,0.41,242,3.23,10,0.13,26,0.35,407,5.43,1,0.06,60,3.53,2,0.29,3,0.43,39,5.57,-,-,22,3.14
Osaka,63255,206.04,1236,6.21,922,4.63,4083,20.52,11049,55.52,879,4.42,482,2.42,71,0.36,876,4.4,8,0.04,86,0.43,2137,10.74,4,0.08,155,2.98,7,0.41,6,0.35,123,7.24,-,-,63,3.71
Hyogo,41692,209.51,655,5.08,710,5.5,1978,15.33,9143,70.88,514,3.98,173,1.34,115,0.89,495,3.84,6,0.05,15,0.12,1237,9.59,-,-,122,3.49,5,0.38,6,0.46,78,6,-,-,18,1.38
Nara,9708,179.78,301,8.85,149,4.38,813,23.91,1225,36.03,84,2.47,67,1.97,18,0.53,164,4.82,1,0.03,9,0.26,376,11.06,-,-,51,5.1,3,0.5,7,1.17,48,8,1,0.17,8,1.33
Wakayama,7879,157.58,163,5.26,136,4.39,175,5.65,1671,53.9,105,3.39,16,0.52,22,0.71,134,4.32,5,0.16,9,0.29,762,24.58,3,0.75,4,1,2,0.18,5,0.45,26,2.36,3,0.27,19,1.73
Tottori,5122,176.62,35,1.84,90,4.74,1255,66.05,990,52.11,178,9.37,12,0.63,20,1.05,77,4.05,3,0.16,2,0.11,322,16.95,1,0.2,43,8.6,1,0.2,5,1,25,5,-,-,24,4.8
Shimane,6441,169.5,59,2.57,111,4.83,778,33.83,1439,62.57,93,4.04,51,2.22,118,5.13,138,6,5,0.22,1,0.04,379,16.48,-,-,1,0.33,-,-,5,0.63,30,3.75,-,-,2,0.25
Okayama,20548,244.62,148,2.74,337,6.24,577,10.69,3040,56.3,135,2.5,219,4.06,40,0.74,217,4.02,3,0.06,21,0.39,222,4.11,6,0.5,45,3.75,2,0.4,4,0.8,24,4.8,1,0.2,1,0.2
Hiroshima,25399,220.86,339,4.71,480,6.67,1646,22.86,3955,54.93,311,4.32,221,3.07,122,1.69,303,4.21,8,0.11,33,0.46,303,4.21,1,0.05,151,7.95,3,0.15,1,0.05,67,3.35,1,0.05,54,2.7
Yamaguchi,18282,268.85,314,6.54,319,6.65,1184,24.67,2326,48.46,178,3.71,93,1.94,76,1.58,250,5.21,4,0.08,16,0.33,1300,27.08,-,-,49,5.44,4,0.44,1,0.11,74,8.22,1,0.11,15,1.67
Tokushima,7868,212.65,187,8.13,107,4.65,421,18.3,1543,67.09,58,2.52,55,2.39,31,1.35,148,6.43,4,0.17,5,0.22,225,9.78,1,0.25,6,1.5,-,-,-,-,7,1.17,-,-,3,0.5
Kagawa,8426,179.28,133,4.75,138,4.93,746,26.64,2698,96.36,59,2.11,80,2.86,36,1.29,129,4.61,3,0.11,29,1.04,368,13.14,-,-,13,2.6,3,0.6,3,0.6,35,7,-,-,41,8.2
Ehime,15195,249.1,154,4.16,98,2.65,1112,30.05,4237,114.51,154,4.16,70,1.89,127,3.43,262,7.08,2,0.05,17,0.46,839,22.68,-,-,120,15,1,0.17,1,0.17,29,4.83,-,-,5,0.83
Kochi,13787,287.23,172,5.73,64,2.13,741,24.7,2118,70.6,128,4.27,15,0.5,48,1.6,102,3.4,12,0.4,2,0.07,83,2.77,-,-,6,2,1,0.13,3,0.38,41,5.13,5,0.63,9,1.13
Fukuoka,64851,327.53,739,6.16,656,5.47,4629,38.58,13688,114.07,768,6.4,508,4.23,105,0.88,825,6.88,30,0.25,57,0.48,1072,8.93,-,-,157,6.04,5,0.33,15,1,174,11.6,-,-,14,0.93
Saga,11444,293.44,165,7.17,179,7.78,543,23.61,1757,76.39,136,5.91,98,4.26,13,0.57,151,6.57,1,0.04,8,0.35,111,4.83,-,-,28,7,5,0.83,3,0.5,17,2.83,-,-,35,5.83
Nagasaki,19054,272.2,158,3.59,125,2.84,1808,41.09,3177,72.2,146,3.32,144,3.27,16,0.36,194,4.41,11,0.25,12,0.27,245,5.57,2,0.25,29,3.63,1,0.08,1,0.08,43,3.58,-,-,6,0.5
Kumamoto,20465,255.81,188,3.76,272,5.44,1115,22.3,5943,118.86,333,6.66,293,5.86,33,0.66,355,7.1,-,-,129,2.58,515,10.3,1,0.11,145,16.11,5,0.33,4,0.27,52,3.47,-,-,22,1.47
Oita,17705,305.26,109,3.03,128,3.56,1246,34.61,7155,198.75,235,6.53,15,0.42,9,0.25,262,7.28,7,0.19,8,0.22,201,5.58,-,-,44,8.8,1,0.09,-,-,46,4.18,-,-,25,2.27
Miyazaki,20184,342.1,286,7.94,287,7.97,891,24.75,4629,128.58,240,6.67,371,10.31,209,5.81,303,8.42,2,0.06,20,0.56,134,3.72,1,0.2,106,21.2,-,-,-,-,15,2.14,-,-,26,3.71
Kagoshima,24430,262.69,524,9.53,537,9.76,1022,18.58,6171,112.2,323,5.87,299,5.44,32,0.58,219,3.98,3,0.05,43,0.78,1271,23.11,-,-,50,7.14,3,0.25,2,0.17,16,1.33,-,-,31,2.58
Okinawa,15844,273.17,203,5.97,138,4.06,445,13.09,2120,62.35,259,7.62,22,0.65,14,0.41,88,2.59,26,0.76,16,0.47,46,1.35,-,-,67,7.44,3,0.43,19,2.71,59,8.43,-,-,30,4.29
