"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2015",,,,,,"Data collected as of December 24, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Osaka,53195,173.27,9764,49.07,4458,22.4,22382,112.47,61143,307.25,5287,26.57,27483,138.11,5214,26.2,5361,26.94,214,1.08,5087,25.56,3598,18.08,39,0.76,1022,20.04,16,0.94,35,2.06,613,36.06,8,0.47,293,17.24
Hyogo,43406,219.22,4367,34.12,3286,25.67,13021,101.73,46795,365.59,3092,24.16,18317,143.1,2763,21.59,2977,23.26,132,1.03,2879,22.49,2479,19.37,19,0.54,1444,41.26,17,1.42,36,3,155,12.92,1,0.08,78,6.5
Nara,8052,149.11,1636,48.12,631,18.56,2700,79.41,7380,217.06,500,14.71,4269,125.56,489,14.38,757,22.26,11,0.32,684,20.12,350,10.29,5,0.56,137,15.22,9,1.5,6,1,121,20.17,1,0.17,116,19.33
Wakayama,9383,191.49,1110,37,531,17.7,1570,52.33,5234,174.47,496,16.53,3632,121.07,629,20.97,661,22.03,9,0.3,1410,47,148,4.93,3,0.75,68,17,10,0.91,7,0.64,104,9.45,3,0.27,82,7.45
Tottori,7375,254.31,1029,54.16,606,31.89,5210,274.21,6599,347.32,238,12.53,2001,105.32,233,12.26,449,23.63,37,1.95,392,20.63,168,8.84,-,-,208,69.33,4,0.8,15,3,50,10,-,-,98,19.6
Shimane,8444,222.21,1166,50.7,785,34.13,3545,154.13,7351,319.61,404,17.57,2673,116.22,105,4.57,713,31,5,0.22,239,10.39,394,17.13,2,0.67,69,23,6,0.75,43,5.38,83,10.38,1,0.13,76,9.5
Okayama,25718,309.86,1134,21,556,10.3,3091,57.24,17482,323.74,942,17.44,4816,89.19,623,11.54,1042,19.3,35,0.65,1327,24.57,1368,25.33,7,0.58,286,23.83,2,0.4,9,1.8,37,7.4,2,0.4,41,8.2
Hiroshima,30055,263.64,2766,38.96,1726,24.31,9343,131.59,25010,352.25,1274,17.94,6258,88.14,1101,15.51,1691,23.82,93,1.31,2140,30.14,3187,44.89,15,0.83,853,47.39,4,0.19,33,1.57,287,13.67,7,0.33,128,6.1
Yamaguchi,22693,333.72,2679,57,582,12.38,7959,169.34,15504,329.87,1129,24.02,6049,128.7,760,16.17,1609,34.23,20,0.43,1181,25.13,452,9.62,1,0.11,294,32.67,3,0.33,2,0.22,133,14.78,-,-,45,5
Tokushima,8523,230.35,1545,67.17,437,19,1368,59.48,7008,304.7,523,22.74,4184,181.91,185,8.04,839,36.48,16,0.7,428,18.61,172,7.48,-,-,21,5.25,3,0.43,3,0.43,39,5.57,-,-,35,5
Kagawa,10122,215.36,1543,55.11,661,23.61,2014,71.93,7594,271.21,441,15.75,4573,163.32,553,19.75,769,27.46,37,1.32,939,33.54,294,10.5,7,1.4,88,17.6,2,0.4,10,2,202,40.4,8,1.6,68,13.6
Ehime,14809,242.77,1935,52.3,399,10.78,5820,157.3,15278,412.92,623,16.84,3233,87.38,410,11.08,1305,35.27,21,0.57,2353,63.59,711,19.22,2,0.25,693,86.63,3,0.5,3,0.5,40,6.67,-,-,17,2.83
Kochi,15379,320.4,1107,36.9,160,5.33,2807,93.57,5994,199.8,546,18.2,2476,82.53,203,6.77,636,21.2,27,0.9,965,32.17,743,24.77,-,-,16,5.33,11,1.38,15,1.88,307,38.38,58,7.25,84,10.5
Fukuoka,66890,337.83,6332,52.77,3736,31.13,19979,166.49,47503,395.86,3549,29.58,17311,144.26,5158,42.98,4797,39.98,141,1.18,7000,58.33,6292,52.43,42,1.62,1980,76.15,31,2.21,99,7.07,445,31.79,3,0.21,30,2.14
Saga,12801,336.87,889,38.65,442,19.22,2180,94.78,6339,275.61,599,26.04,3336,145.04,852,37.04,850,36.96,8,0.35,1127,49,2432,105.74,-,-,68,17,7,1.17,17,2.83,181,30.17,-,-,92,15.33
Nagasaki,21943,318.01,1350,30.68,503,11.43,5579,126.8,12346,280.59,714,16.23,4266,96.95,1486,33.77,993,22.57,12,0.27,670,15.23,2292,52.09,20,2.5,562,70.25,7,0.58,38,3.17,259,21.58,-,-,86,7.17
Kumamoto,26163,327.04,1731,34.62,892,17.84,3353,67.06,22903,458.06,988,19.76,6567,131.34,1428,28.56,1910,38.2,24,0.48,2013,40.26,1574,31.48,1,0.11,1468,163.11,6,0.4,54,3.6,208,13.87,-,-,88,5.87
Oita,22806,393.21,1254,34.83,735,20.42,5203,144.53,22731,631.42,1445,40.14,5500,152.78,2737,76.03,1620,45,51,1.42,2244,62.33,931,25.86,-,-,296,59.2,1,0.09,7,0.64,119,10.82,-,-,53,4.82
Miyazaki,25664,434.98,2447,67.97,1302,36.17,3922,108.94,17727,492.42,1295,35.97,5826,161.83,490,13.61,1810,50.28,16,0.44,2104,58.44,923,25.64,5,0.83,896,149.33,1,0.14,14,2,35,5,1,0.14,35,5
Kagoshima,32864,353.38,2124,38.62,1900,34.55,9373,170.42,24303,441.87,1398,25.42,6652,120.95,2381,43.29,1471,26.75,82,1.49,1997,36.31,950,17.27,1,0.14,357,51,6,0.5,8,0.67,83,6.92,-,-,30,2.5
Okinawa,30726,529.76,1860,54.71,897,26.38,1951,57.38,4870,143.24,1020,30,2385,70.15,343,10.09,612,18,190,5.59,413,12.15,4516,132.82,30,3,419,41.9,41,5.86,100,14.29,187,26.71,7,1,80,11.43
