"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2016",,,,,,"Data collected as of August 17, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1583018,320.45,28917,9.17,45738,14.5,257371,81.58,586077,185.76,40292,12.77,21512,6.82,43537,13.8,48069,15.24,1866,0.59,86060,27.28,95019,30.12,257,0.37,14913,21.61,295,0.62,790,1.67,9112,19.22,223,0.47,5006,10.56
Hokkaido,83458,370.92,1491,10.5,2135,15.04,20267,142.73,14009,98.65,2135,15.04,391,2.75,2888,20.34,1342,9.45,55,0.39,1502,10.58,6472,45.58,-,-,313,11.18,7,0.32,23,1.05,652,29.64,5,0.23,370,16.82
Aomori,17488,269.05,165,3.93,509,12.12,2144,51.05,4964,118.19,367,8.74,70,1.67,479,11.4,573,13.64,4,0.1,155,3.69,789,18.79,3,0.27,162,14.73,10,1.67,11,1.83,141,23.5,-,-,105,17.5
Iwate,21213,331.45,190,4.75,394,9.85,4776,119.4,7687,192.18,429,10.73,55,1.38,231,5.78,525,13.13,8,0.2,245,6.13,612,15.3,4,0.29,236,16.86,5,0.26,5,0.26,237,12.47,1,0.05,163,8.58
Miyagi,28056,295.33,332,5.63,638,10.81,7020,118.98,11297,191.47,993,16.83,523,8.86,290,4.92,1033,17.51,15,0.25,1403,23.78,747,12.66,-,-,82,6.83,8,0.67,-,-,233,19.42,-,-,14,1.17
Akita,14323,265.24,70,2,255,7.29,1635,46.71,4110,117.43,303,8.66,105,3,1470,42,302,8.63,128,3.66,139,3.97,166,4.74,1,0.14,72,10.29,-,-,1,0.13,125,15.63,-,-,139,17.38
Yamagata,13929,296.36,90,3.1,604,20.83,5065,174.66,6333,218.38,364,12.55,112,3.86,1431,49.34,634,21.86,14,0.48,1130,38.97,2010,69.31,-,-,44,5.5,3,0.3,6,0.6,76,7.6,4,0.4,17,1.7
Fukushima,23125,300.32,414,9,874,19,2778,60.39,5780,125.65,675,14.67,104,2.26,890,19.35,931,20.24,18,0.39,973,21.15,296,6.43,-,-,316,26.33,6,0.86,6,0.86,79,11.29,7,1,60,8.57
Ibaraki,33103,275.86,227,3.03,792,10.56,4696,62.61,13299,177.32,949,12.65,646,8.61,679,9.05,735,9.8,20,0.27,1535,20.47,2261,30.15,2,0.12,589,34.65,2,0.15,9,0.69,188,14.46,-,-,35,2.69
