"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2022",,,,,,"Data collected as of April 13, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,466,0.09,11082,3.53,5741,1.83,14509,4.62,202987,64.6,3234,1.03,6754,2.15,568,0.18,11409,3.63,1358,0.43,1034,0.33,41,0.06,1418,2.05,80,0.17,83,0.17,68,0.14,10,0.02,44,0.09
Hokkaido,13,0.06,907,6.53,333,2.4,998,7.18,2208,15.88,205,1.47,64,0.46,11,0.08,289,2.08,19,0.14,34,0.24,5,0.18,31,1.11,4,0.17,-,-,6,0.26,1,0.04,6,0.26
Aomori,1,0.02,2,0.05,42,1.02,82,2,1843,44.95,42,1.02,111,2.71,6,0.15,152,3.71,1,0.02,14,0.34,-,-,12,1.09,-,-,-,-,6,1,-,-,1,0.17
Iwate,2,0.03,371,9.51,78,2,348,8.92,2189,56.13,75,1.92,21,0.54,13,0.33,190,4.87,35,0.9,15,0.38,-,-,16,1.14,2,0.11,2,0.11,3,0.16,-,-,2,0.11
Miyagi,13,0.14,85,1.49,83,1.46,232,4.07,4160,72.98,90,1.58,60,1.05,16,0.28,263,4.61,59,1.04,17,0.3,1,0.08,24,2,3,0.25,-,-,2,0.17,-,-,1,0.08
Akita,2,0.04,38,1.12,45,1.32,182,5.35,1236,36.35,76,2.24,5,0.15,1,0.03,61,1.79,1,0.03,1,0.03,-,-,3,0.43,-,-,-,-,1,0.13,-,-,-,-
Yamagata,3,0.07,3,0.1,107,3.69,189,6.52,3143,108.38,38,1.31,23,0.79,4,0.14,143,4.93,28,0.97,5,0.17,-,-,30,3.75,-,-,-,-,-,-,-,-,1,0.1
Fukushima,6,0.07,62,1.24,197,3.94,232,4.64,3139,62.78,64,1.28,112,2.24,20,0.4,310,6.2,25,0.5,13,0.26,-,-,40,3.08,1,0.14,3,0.43,1,0.14,-,-,1,0.14
Ibaraki,16,0.13,43,0.58,92,1.24,265,3.58,4057,54.82,59,0.8,51,0.69,6,0.08,141,1.91,10,0.14,26,0.35,-,-,72,4.24,1,0.08,-,-,17,1.42,-,-,-,-
