"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2015",,,,,,"Data collected as of April 22, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Gifu,21443,249.34,256,4.92,214,4.12,738,14.19,4027,77.44,262,5.04,80,1.54,91,1.75,262,5.04,1,0.02,62,1.19,43,0.83,-,-,39,3.55,-,-,-,-,13,2.6,-,-,30,6
Shizuoka,32823,237.85,544,6.18,323,3.67,4472,50.82,9237,104.97,625,7.1,155,1.76,525,5.97,473,5.38,4,0.05,78,0.89,167,1.9,3,0.14,90,4.29,2,0.2,2,0.2,56,5.6,25,2.5,50,5
Aichi,63143,323.81,821,4.51,795,4.37,5376,29.54,18060,99.23,999,5.49,522,2.87,294,1.62,992,5.45,21,0.12,110,0.6,593,3.26,9,0.26,119,3.5,5,0.36,1,0.07,48,3.43,-,-,75,5.36
Mie,16724,232.28,275,6.11,324,7.2,1504,33.42,4992,110.93,207,4.6,244,5.42,156,3.47,319,7.09,11,0.24,9,0.2,45,1,1,0.08,14,1.17,8,0.89,4,0.44,33,3.67,-,-,8,0.89
Shiga,13394,252.72,223,6.97,93,2.91,993,31.03,3103,96.97,200,6.25,183,5.72,246,7.69,175,5.47,2,0.06,34,1.06,130,4.06,-,-,14,1.75,2,0.29,1,0.14,10,1.43,-,-,22,3.14
Kyoto,21129,173.19,243,3.33,285,3.9,1568,21.48,6456,88.44,334,4.58,470,6.44,312,4.27,329,4.51,1,0.01,28,0.38,185,2.53,1,0.06,53,3.12,3,0.43,2,0.29,3,0.43,-,-,69,9.86
Osaka,48271,160.37,2565,13.15,810,4.15,6952,35.65,20999,107.69,1800,9.23,2375,12.18,811,4.16,1377,7.06,43,0.22,83,0.43,627,3.22,13,0.26,145,2.9,4,0.25,9,0.56,71,4.44,1,0.06,168,10.5
Hyogo,41715,210.68,1350,10.55,777,6.07,3854,30.11,16013,125.1,1104,8.63,1478,11.55,447,3.49,808,6.31,25,0.2,56,0.44,513,4.01,5,0.14,250,7.14,8,0.67,12,1,21,1.75,-,-,29,2.42
Nara,7763,143.76,362,10.65,118,3.47,724,21.29,2734,80.41,212,6.24,302,8.88,66,1.94,194,5.71,1,0.03,2,0.06,86,2.53,1,0.11,42,4.67,3,0.5,1,0.17,9,1.5,-,-,58,9.67
Wakayama,9046,180.92,566,18.26,89,2.87,512,16.52,1960,63.23,206,6.65,250,8.06,56,1.81,169,5.45,2,0.06,14,0.45,31,1,1,0.25,23,5.75,5,0.45,1,0.09,37,3.36,1,0.09,47,4.27
Tottori,7048,243.03,57,3,74,3.89,1720,90.53,2394,126,113,5.95,100,5.26,36,1.89,128,6.74,17,0.89,11,0.58,69,3.63,-,-,4,1.33,1,0.2,-,-,1,0.2,-,-,76,15.2
Shimane,8210,216.05,194,8.43,136,5.91,1479,64.3,2480,107.83,173,7.52,608,26.43,26,1.13,200,8.7,-,-,7,0.3,150,6.52,1,0.33,2,0.67,1,0.13,11,1.38,23,2.88,1,0.13,41,5.13
Okayama,24682,293.83,246,4.56,133,2.46,1224,22.67,6433,119.13,436,8.07,299,5.54,68,1.26,293,5.43,7,0.13,12,0.22,200,3.7,4,0.33,38,3.17,2,0.4,-,-,2,0.4,-,-,20,4
Hiroshima,29144,255.65,430,6.06,413,5.82,2912,41.01,9601,135.23,500,7.04,330,4.65,21,0.3,466,6.56,20,0.28,15,0.21,613,8.63,2,0.11,150,7.89,1,0.05,11,0.52,42,2,2,0.1,41,1.95
Yamaguchi,22226,322.12,647,13.48,147,3.06,2525,52.6,6099,127.06,654,13.63,171,3.56,49,1.02,479,9.98,3,0.06,13,0.27,50,1.04,-,-,24,2.67,-,-,-,-,27,3,-,-,26,2.89
Tokushima,8336,219.37,420,18.26,115,5,507,22.04,2647,115.09,182,7.91,117,5.09,8,0.35,236,10.26,6,0.26,4,0.17,14,0.61,-,-,6,1.5,2,0.29,1,0.14,15,2.14,-,-,24,3.43
Kagawa,9759,207.64,329,11.75,115,4.11,729,26.04,3007,107.39,131,4.68,330,11.79,60,2.14,211,7.54,1,0.04,6,0.21,24,0.86,1,0.2,11,2.2,3,0.6,2,0.4,40,8,-,-,14,2.8
Ehime,14334,234.98,603,16.3,83,2.24,1566,42.32,5764,155.78,223,6.03,165,4.46,32,0.86,331,8.95,1,0.03,44,1.19,231,6.24,-,-,226,28.25,1,0.17,-,-,3,0.5,-,-,8,1.33
Kochi,15035,313.23,351,11.7,35,1.17,900,30,2749,91.63,188,6.27,371,12.37,25,0.83,166,5.53,4,0.13,10,0.33,302,10.07,-,-,5,1.67,4,0.5,4,0.5,55,6.88,10,1.25,23,2.88
Fukuoka,65016,328.36,1870,15.58,699,5.83,7239,60.33,17839,148.66,1395,11.63,1639,13.66,1235,10.29,1292,10.77,34,0.28,126,1.05,1095,9.13,11,0.42,207,7.96,11,0.73,10,0.67,24,1.6,-,-,24,1.6
Saga,12450,327.63,390,16.96,101,4.39,782,34,3028,131.65,294,12.78,584,25.39,116,5.04,232,10.09,4,0.17,11,0.48,531,23.09,-,-,8,2,2,0.33,1,0.17,29,4.83,-,-,76,12.67
Nagasaki,21261,303.73,594,13.5,134,3.05,1523,34.61,5345,121.48,282,6.41,752,17.09,138,3.14,282,6.41,5,0.11,37,0.84,309,7.02,9,1.13,57,7.13,1,0.08,1,0.08,56,4.67,-,-,80,6.67
Kumamoto,25590,319.88,634,12.68,256,5.12,1109,22.18,8030,160.6,538,10.76,835,16.7,51,1.02,538,10.76,7,0.14,103,2.06,313,6.26,-,-,132,14.67,2,0.13,9,0.6,14,0.93,-,-,63,4.2
Oita,22364,385.59,393,10.92,154,4.28,1491,41.42,7580,210.56,523,14.53,521,14.47,294,8.17,447,12.42,13,0.36,41,1.14,250,6.94,-,-,122,24.4,-,-,2,0.18,21,1.91,-,-,31,2.82
Miyazaki,24913,422.25,1071,29.75,375,10.42,986,27.39,5723,158.97,469,13.03,307,8.53,19,0.53,498,13.83,5,0.14,46,1.28,68,1.89,3,0.5,187,31.17,-,-,4,0.57,-,-,-,-,14,2
Kagoshima,31128,334.71,698,12.69,460,8.36,3159,57.44,8245,149.91,625,11.36,669,12.16,284,5.16,372,6.76,22,0.4,26,0.47,165,3,1,0.14,52,7.43,-,-,2,0.17,-,-,-,-,24,2
Okinawa,24487,422.19,471,13.85,174,5.12,827,24.32,1719,50.56,596,17.53,818,24.06,83,2.44,185,5.44,43,1.26,33,0.97,1611,47.38,6,0.6,144,14.4,12,1.71,38,5.43,35,5,-,-,64,9.14
