"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2016",,,,,,"Data collected as of July 6, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582342,319.79,24219,7.67,36595,11.59,222403,70.43,514125,162.8,34173,10.82,8566,2.71,38226,12.1,38504,12.19,1410,0.45,20707,6.56,72245,22.88,217,0.31,11662,16.9,232,0.49,548,1.16,6550,13.82,192,0.41,4933,10.41
Hokkaido,83446,370.87,1038,7.31,1629,11.47,17978,126.61,12446,87.65,1752,12.34,174,1.23,2643,18.61,1010,7.11,44,0.31,53,0.37,5154,36.3,-,-,243,8.68,5,0.23,19,0.86,490,22.27,3,0.14,354,16.09
Aomori,17486,269.02,117,2.79,414,9.86,1792,42.67,4396,104.67,300,7.14,32,0.76,386,9.19,447,10.64,2,0.05,18,0.43,675,16.07,3,0.27,135,12.27,8,1.33,8,1.33,120,20,-,-,104,17.33
Iwate,21211,331.42,173,4.33,274,6.85,4152,103.8,6959,173.98,368,9.2,22,0.55,203,5.08,414,10.35,8,0.2,24,0.6,444,11.1,4,0.29,185,13.21,4,0.21,2,0.11,189,9.95,1,0.05,160,8.42
Miyagi,28048,295.24,276,4.68,499,8.46,6229,105.58,10126,171.63,829,14.05,41,0.69,260,4.41,801,13.58,9,0.15,83,1.41,601,10.19,-,-,69,5.75,5,0.42,-,-,184,15.33,-,-,12,1
Akita,14311,265.02,68,1.94,214,6.11,1365,39,3674,104.97,249,7.11,30,0.86,1390,39.71,225,6.43,110,3.14,13,0.37,109,3.11,1,0.14,67,9.57,-,-,-,-,93,11.63,-,-,135,16.88
Yamagata,13928,296.34,45,1.55,488,16.83,4457,153.69,5771,199,297,10.24,29,1,1340,46.21,500,17.24,10,0.34,18,0.62,1709,58.93,-,-,30,3.75,2,0.2,4,0.4,56,5.6,4,0.4,10,1
Fukushima,23124,300.31,335,7.28,710,15.43,2393,52.02,5256,114.26,554,12.04,38,0.83,720,15.65,737,16.02,15,0.33,26,0.57,238,5.17,-,-,248,20.67,4,0.57,6,0.86,59,8.43,2,0.29,54,7.71
Ibaraki,33093,275.78,207,2.76,621,8.28,4023,53.64,11729,156.39,826,11.01,175,2.33,603,8.04,602,8.03,11,0.15,202,2.69,1816,24.21,2,0.12,437,25.71,1,0.08,8,0.62,136,10.46,-,-,35,2.69
Tochigi,18794,250.59,128,2.67,248,5.17,2535,52.81,4001,83.35,393,8.19,88,1.83,901,18.77,650,13.54,10,0.21,61,1.27,737,15.35,3,0.25,232,19.33,5,0.71,9,1.29,90,12.86,4,0.57,34,4.86
Gunma,27275,290.16,189,3.32,486,8.53,4773,83.74,8435,147.98,580,10.18,45,0.79,819,14.37,732,12.84,58,1.02,164,2.88,572,10.04,1,0.07,254,18.14,2,0.25,3,0.38,163,20.38,1,0.13,67,8.38
Saitama,84795,337.83,553,3.5,1825,11.55,12906,81.68,27277,172.64,2473,15.65,368,2.33,1533,9.7,2295,14.53,38,0.24,653,4.13,4533,28.69,30,0.75,624,15.6,3,0.3,12,1.2,127,12.7,12,1.2,43,4.3
Chiba,70859,332.67,388,2.9,1254,9.36,12146,90.64,20269,151.26,1728,12.9,417,3.11,1551,11.57,1680,12.54,46,0.34,450,3.36,3874,28.91,12,0.36,551,16.7,12,1.33,33,3.67,103,11.44,2,0.22,28,3.11
Tokyo,109099,264.16,1064,4.11,2732,10.55,19062,73.6,44913,173.41,2909,11.23,752,2.9,1659,6.41,3740,14.44,74,0.29,1558,6.02,3615,13.96,6,0.16,559,14.71,19,0.76,27,1.08,297,11.88,23,0.92,89,3.56
Kanagawa,100295,294.99,680,3.19,1885,8.85,12398,58.21,33948,159.38,2745,12.89,386,1.81,934,4.38,2806,13.17,49,0.23,1050,4.93,4036,18.95,31,0.63,1910,38.98,3,0.3,21,2.1,81,8.1,1,0.1,64,6.4
Niigata,35818,389.33,390,6.72,1313,22.64,5241,90.36,11023,190.05,684,11.79,80,1.38,449,7.74,685,11.81,54,0.93,76,1.31,1829,31.53,12,1.2,192,19.2,5,0.38,5,0.38,89,6.85,47,3.62,54,4.15
Toyama,14098,299.96,91,3.25,431,15.39,2638,94.21,4572,163.29,324,11.57,66,2.36,537,19.18,341,12.18,6,0.21,64,2.29,782,27.93,1,0.14,19,2.71,-,-,2,0.4,102,20.4,1,0.2,24,4.8
Ishikawa,16544,344.67,34,1.17,772,26.62,2138,73.72,3558,122.69,191,6.59,27,0.93,413,14.24,300,10.34,-,-,58,2,1626,56.07,-,-,41,5.86,4,0.8,9,1.8,129,25.8,-,-,28,5.6
Fukui,12538,391.81,94,4.27,484,22,1710,77.73,4104,186.55,234,10.64,28,1.27,565,25.68,268,12.18,17,0.77,104,4.73,154,7,1,0.33,13,4.33,3,0.5,7,1.17,49,8.17,3,0.5,34,5.67
Yamanashi,13231,330.78,97,4.04,216,9,1867,77.79,3101,129.21,180,7.5,37,1.54,383,15.96,196,8.17,12,0.5,64,2.67,106,4.42,2,0.22,84,9.33,3,0.3,9,0.9,70,7,3,0.3,27,2.7
Nagano,33242,386.53,380,7.17,256,4.83,3950,74.53,9330,176.04,485,9.15,46,0.87,840,15.85,528,9.96,77,1.45,75,1.42,1214,22.91,-,-,77,7,3,0.27,1,0.09,156,14.18,-,-,121,11
Gifu,31126,357.77,214,4.04,366,6.91,1986,37.47,5312,100.23,250,4.72,120,2.26,286,5.4,401,7.57,24,0.45,99,1.87,385,7.26,1,0.09,54,4.91,1,0.2,12,2.4,155,31,-,-,76,15.2
Shizuoka,43425,312.41,533,5.99,879,9.88,9448,106.16,13417,150.75,852,9.57,98,1.1,651,7.31,933,10.48,27,0.3,483,5.43,1971,22.15,4,0.19,184,8.76,3,0.3,12,1.2,235,23.5,33,3.3,21,2.1
Aichi,85292,437.39,1131,6.25,1395,7.71,10302,56.92,23594,130.35,1453,8.03,230,1.27,2081,11.5,1727,9.54,57,0.31,727,4.02,2219,12.26,6,0.18,410,12.06,12,0.86,23,1.64,252,18,3,0.21,358,25.57
