"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2022",,,,,,"Data collected as of April 6, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,450,0.09,10768,3.43,5503,1.75,13834,4.41,193727,61.74,3020,0.96,6510,2.07,523,0.17,10470,3.34,1306,0.42,978,0.31,40,0.06,1309,1.89,72,0.15,77,0.16,61,0.13,8,0.02,44,0.09
Hokkaido,13,0.06,876,6.3,315,2.27,944,6.79,2020,14.53,188,1.35,63,0.45,11,0.08,266,1.91,17,0.12,33,0.24,4,0.14,28,1,3,0.13,-,-,5,0.22,1,0.04,6,0.26
Aomori,1,0.02,2,0.05,40,0.98,81,1.98,1766,43.07,41,1,110,2.68,5,0.12,141,3.44,1,0.02,14,0.34,-,-,12,1.09,-,-,-,-,6,1,-,-,1,0.17
Iwate,2,0.03,369,9.46,78,2,336,8.62,2096,53.74,70,1.79,20,0.51,13,0.33,177,4.54,35,0.9,15,0.38,-,-,15,1.07,2,0.11,2,0.11,3,0.16,-,-,2,0.11
Miyagi,13,0.14,85,1.47,83,1.43,213,3.67,4030,69.48,87,1.5,60,1.03,16,0.28,241,4.16,59,1.02,17,0.29,1,0.08,20,1.67,2,0.17,-,-,2,0.17,-,-,1,0.08
Akita,2,0.04,30,0.88,45,1.32,173,5.09,1190,35,70,2.06,5,0.15,1,0.03,57,1.68,1,0.03,1,0.03,-,-,3,0.43,-,-,-,-,1,0.13,-,-,-,-
Yamagata,3,0.07,2,0.07,102,3.52,185,6.38,3030,104.48,36,1.24,23,0.79,4,0.14,132,4.55,28,0.97,5,0.17,-,-,26,3.25,-,-,-,-,-,-,-,-,1,0.1
Fukushima,6,0.07,62,1.24,187,3.74,224,4.48,2972,59.44,61,1.22,112,2.24,20,0.4,289,5.78,25,0.5,12,0.24,-,-,38,2.92,1,0.14,2,0.29,1,0.14,-,-,1,0.14
Ibaraki,15,0.13,40,0.53,90,1.2,259,3.45,3935,52.47,54,0.72,50,0.67,6,0.08,132,1.76,10,0.13,25,0.33,-,-,65,3.82,1,0.08,-,-,17,1.42,-,-,-,-
Tochigi,8,0.11,106,2.21,30,0.63,183,3.81,1742,36.29,21,0.44,188,3.92,7,0.15,221,4.6,12,0.25,10,0.21,-,-,27,2.25,4,0.57,1,0.14,-,-,-,-,-,-
Gunma,2,0.02,65,1.2,81,1.5,112,2.07,4239,78.5,50,0.93,97,1.8,9,0.17,225,4.17,22,0.41,27,0.5,1,0.08,39,3,1,0.11,-,-,-,-,-,-,-,-
Saitama,18,0.07,66,0.42,185,1.17,299,1.89,11567,73.21,173,1.09,142,0.9,37,0.23,571,3.61,39,0.25,71,0.45,8,0.21,79,2.03,1,0.09,6,0.55,-,-,-,-,-,-
Chiba,19,0.09,8,0.06,114,0.89,479,3.74,7897,61.7,110,0.86,104,0.81,18,0.14,405,3.16,22,0.17,61,0.48,2,0.06,48,1.5,4,0.44,3,0.33,3,0.33,-,-,-,-
Tokyo,17,0.04,69,0.27,145,0.57,496,1.95,17763,69.66,179,0.7,319,1.25,46,0.18,794,3.11,60,0.24,98,0.38,-,-,62,1.68,2,0.08,4,0.16,2,0.08,6,0.24,2,0.08
Kanagawa,29,0.08,41,0.18,127,0.57,573,2.58,11397,51.34,160,0.72,307,1.38,40,0.18,642,2.89,74,0.33,73,0.33,2,0.04,170,3.4,-,-,8,0.8,-,-,1,0.1,-,-
Niigata,3,0.03,22,0.4,208,3.78,832,15.13,1910,34.73,81,1.47,299,5.44,8,0.15,224,4.07,142,2.58,27,0.49,5,0.56,15,1.67,2,0.17,2,0.17,1,0.08,-,-,1,0.08
Toyama,1,0.02,565,19.48,172,5.93,207,7.14,2284,78.76,23,0.79,101,3.48,6,0.21,79,2.72,71,2.45,4,0.14,-,-,6,0.86,1,0.2,-,-,1,0.2,-,-,-,-
Ishikawa,2,0.04,36,1.24,135,4.66,152,5.24,2462,84.9,49,1.69,44,1.52,4,0.14,89,3.07,13,0.45,6,0.21,-,-,6,0.86,-,-,1,0.2,2,0.4,-,-,1,0.2
Fukui,1,0.03,98,4.26,86,3.74,120,5.22,2110,91.74,22,0.96,347,15.09,30,1.3,67,2.91,93,4.04,5,0.22,-,-,3,1,3,0.5,1,0.17,-,-,-,-,-,-
Yamanashi,-,-,11,0.46,1,0.04,18,0.75,1052,43.83,24,1,28,1.17,3,0.13,52,2.17,1,0.04,6,0.25,-,-,8,0.89,-,-,-,-,-,-,-,-,-,-
