"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2016",,,,,,"Data collected as of April 6, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1466110,296.96,19119,6.07,14002,4.45,116032,36.85,276590,87.83,17007,5.4,1287,0.41,22504,7.15,15439,4.9,499,0.16,582,0.18,34211,10.86,101,0.15,5599,8.17,96,0.2,216,0.46,3350,7.08,122,0.26,2594,5.48
Hokkaido,74958,331.67,786,5.54,611,4.3,9619,67.74,5555,39.12,719,5.06,103,0.73,1879,13.23,455,3.2,16,0.11,20,0.14,2774,19.54,-,-,104,3.71,2,0.09,4,0.17,89,3.87,3,0.13,148,6.43
Aomori,13996,215.32,85,2.02,168,4,921,21.93,1949,46.4,112,2.67,14,0.33,182,4.33,185,4.4,-,-,4,0.1,374,8.9,1,0.09,78,7.09,5,0.83,6,1,62,10.33,-,-,31,5.17
Iwate,17265,265.62,147,3.68,79,1.98,2474,61.85,3650,91.25,131,3.28,10,0.25,131,3.28,176,4.4,6,0.15,2,0.05,168,4.2,2,0.14,79,5.64,1,0.05,2,0.11,92,4.84,1,0.05,36,1.89
Miyagi,24074,253.41,232,3.93,172,2.92,3697,62.66,5443,92.25,389,6.59,6,0.1,157,2.66,336,5.69,5,0.08,3,0.05,308,5.22,-,-,36,3,3,0.25,-,-,101,8.42,-,-,8,0.67
Akita,10636,196.96,53,1.51,102,2.91,676,19.31,2030,58,98,2.8,10,0.29,1001,28.6,85,2.43,9,0.26,3,0.09,54,1.54,1,0.14,23,3.29,-,-,-,-,52,6.5,-,-,85,10.63
Yamagata,11869,252.53,37,1.28,160,5.52,2660,91.72,3409,117.55,199,6.86,10,0.34,890,30.69,222,7.66,3,0.1,-,-,743,25.62,-,-,11,1.38,-,-,4,0.4,34,3.4,4,0.4,4,0.4
Fukushima,19314,250.83,245,5.33,195,4.24,1303,28.33,2740,59.57,270,5.87,12,0.26,366,7.96,307,6.67,9,0.2,3,0.07,121,2.63,-,-,110,9.17,2,0.29,3,0.43,25,3.57,-,-,4,0.57
Ibaraki,31297,260.81,175,2.33,238,3.17,1984,26.45,6962,92.83,370,4.93,38,0.51,350,4.67,231,3.08,4,0.05,10,0.13,940,12.53,-,-,210,12.35,-,-,3,0.23,88,6.77,-,-,8,0.62
Tochigi,17692,232.79,112,2.33,72,1.5,1181,24.6,2532,52.75,195,4.06,12,0.25,362,7.54,274,5.71,4,0.08,4,0.08,364,7.58,1,0.08,116,9.67,-,-,3,0.43,61,8.71,2,0.29,11,1.57
Gunma,25860,275.11,184,3.23,196,3.44,2558,44.88,4316,75.72,277,4.86,11,0.19,305,5.35,282,4.95,16,0.28,8,0.14,214,3.75,-,-,97,6.93,1,0.13,2,0.25,89,11.13,-,-,25,3.13
Saitama,81398,324.29,452,2.86,585,3.7,6217,39.35,14929,94.49,1304,8.25,71,0.45,1101,6.97,830,5.25,10,0.06,30,0.19,2003,12.68,11,0.28,313,7.83,2,0.2,1,0.1,75,7.5,10,1,15,1.5
