"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2022",,,,,,"Data collected as of May 25, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,519,0.11,13483,4.3,8139,2.59,19405,6.18,275682,87.82,4597,1.46,9158,2.92,821,0.26,18239,5.81,1699,0.54,1648,0.53,57,0.08,2058,2.97,111,0.23,128,0.27,117,0.24,16,0.03,60,0.13
Hokkaido,15,0.07,1099,7.96,475,3.44,1351,9.79,4252,30.81,256,1.86,69,0.5,14,0.1,419,3.04,21,0.15,45,0.33,5,0.18,38,1.36,4,0.18,-,-,10,0.45,1,0.05,6,0.27
Aomori,1,0.02,2,0.05,63,1.54,93,2.27,2544,62.05,58,1.41,113,2.76,10,0.24,230,5.61,2,0.05,21,0.51,-,-,15,1.36,1,0.17,1,0.17,17,2.83,-,-,1,0.17
Iwate,2,0.03,385,9.87,111,2.85,431,11.05,2957,75.82,92,2.36,27,0.69,19,0.49,291,7.46,36,0.92,22,0.56,-,-,35,2.5,2,0.11,2,0.11,3,0.16,-,-,2,0.11
Miyagi,14,0.15,92,1.61,93,1.63,300,5.26,5522,96.88,112,1.96,79,1.39,22,0.39,435,7.63,63,1.11,27,0.47,1,0.08,35,2.92,3,0.25,-,-,3,0.25,-,-,1,0.08
Akita,2,0.04,77,2.26,63,1.85,240,7.06,1585,46.62,115,3.38,6,0.18,1,0.03,101,2.97,3,0.09,3,0.09,1,0.14,6,0.86,2,0.25,-,-,1,0.13,-,-,1,0.13
Yamagata,3,0.07,3,0.1,157,5.41,245,8.45,4178,144.07,45,1.55,26,0.9,7,0.24,229,7.9,30,1.03,9,0.31,-,-,42,5.25,-,-,-,-,-,-,-,-,1,0.1
Fukushima,7,0.08,88,1.76,244,4.88,284,5.68,4274,85.48,108,2.16,116,2.32,30,0.6,471,9.42,27,0.54,21,0.42,-,-,49,3.77,1,0.14,3,0.43,1,0.14,-,-,1,0.14
Ibaraki,16,0.13,59,0.79,118,1.57,426,5.68,5401,72.01,93,1.24,105,1.4,17,0.23,226,3.01,20,0.27,45,0.6,-,-,107,6.29,1,0.08,1,0.08,18,1.5,-,-,-,-
