"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2019",,,,,,"Data collected as of October 2, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1448598,293.71,103743,32.92,52972,16.81,252181,80.03,620905,197.05,39183,12.44,352949,112.01,84549,26.83,49685,15.77,87198,27.67,12058,3.83,278,0.4,17455,25.15,356,0.74,565,1.18,3363,7.02,72,0.15,4627,9.66
Hokkaido,59090,268.59,4213,30.53,2358,17.09,16949,122.82,15140,109.71,1549,11.22,14343,103.93,3156,22.87,1324,9.59,2919,21.15,285,2.07,6,0.21,496,17.71,12,0.55,8,0.36,326,14.82,4,0.18,318,14.45
Aomori,14989,230.6,647,15.4,340,8.1,2292,54.57,6755,160.83,414,9.86,3564,84.86,1346,32.05,640,15.24,691,16.45,336,8,4,0.36,111,10.09,2,0.33,2,0.33,176,29.33,-,-,69,11.5
Iwate,17841,274.48,831,20.78,421,10.53,4641,116.03,6308,157.7,438,10.95,3815,95.38,869,21.73,636,15.9,756,18.9,267,6.68,-,-,268,19.14,9,0.47,8,0.42,97,5.11,2,0.11,246,12.95
Miyagi,30619,325.73,2062,35.55,642,11.07,6845,118.02,11450,197.41,1094,18.86,9383,161.78,2827,48.74,1106,19.07,1371,23.64,203,3.5,4,0.33,137,11.42,3,0.25,2,0.17,156,13,-,-,32,2.67
Akita,14982,282.68,459,13.5,204,6,1653,48.62,3592,105.65,186,5.47,1953,57.44,358,10.53,308,9.06,513,15.09,29,0.85,-,-,61,10.17,5,0.63,-,-,106,13.25,-,-,33,4.13
Yamagata,12826,285.02,1387,47.83,513,17.69,4052,139.72,6522,224.9,391,13.48,5404,186.34,1182,40.76,598,20.62,1253,43.21,55,1.9,-,-,102,14.57,3,0.3,8,0.8,65,6.5,-,-,74,7.4
Fukushima,29201,351.82,2720,54.4,1085,21.7,4622,92.44,6467,129.34,691,13.82,7495,149.9,1662,33.24,1165,23.3,1212,24.24,190,3.8,4,0.31,448,34.46,4,0.57,3,0.43,35,5,-,-,146,20.86
Ibaraki,36885,307.38,1826,24.35,1088,14.51,5604,74.72,11972,159.63,1100,14.67,7446,99.28,2121,28.28,852,11.36,2388,31.84,241,3.21,-,-,751,46.94,6,0.5,6,0.5,165,13.75,-,-,50,4.17
Tochigi,21749,289.99,1333,27.77,419,8.73,2810,58.54,4543,94.65,516,10.75,5320,110.83,1080,22.5,881,18.35,1476,30.75,158,3.29,2,0.17,183,15.25,2,0.29,2,0.29,72,10.29,-,-,49,7
