"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2019",,,,,,"Data collected as of January 16, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,268728,55.19,2147,0.69,2070,0.67,9112,2.94,33328,10.76,3049,0.98,775,0.25,4314,1.39,1618,0.52,93,0.03,516,0.17,16,0.02,1075,1.57,21,0.04,21,0.04,212,0.44,2,0,54,0.11
Hokkaido,15599,71.23,227,1.66,65,0.47,564,4.12,340,2.48,114,0.83,12,0.09,68,0.5,29,0.21,1,0.01,9,0.07,-,-,25,0.89,1,0.04,-,-,28,1.22,-,-,2,0.09
Aomori,1243,19.12,24,0.57,27,0.64,86,2.05,317,7.55,24,0.57,4,0.1,26,0.62,36,0.86,-,-,12,0.29,2,0.18,9,0.82,-,-,-,-,5,0.83,-,-,6,1
Iwate,2606,40.09,27,0.68,51,1.28,212,5.3,202,5.05,37,0.93,39,0.98,108,2.7,25,0.63,2,0.05,25,0.63,-,-,22,1.57,1,0.05,-,-,10,0.53,-,-,5,0.26
Miyagi,3366,35.43,48,0.81,31,0.53,246,4.17,432,7.32,122,2.07,14,0.24,473,8.02,36,0.61,-,-,3,0.05,1,0.08,8,0.67,-,-,-,-,6,0.5,-,-,-,-
Akita,1879,35.45,11,0.32,19,0.56,54,1.59,149,4.38,27,0.79,-,-,70,2.06,12,0.35,1,0.03,-,-,-,-,6,0.86,-,-,-,-,21,2.63,-,-,-,-
Yamagata,1229,27.31,22,0.76,20,0.69,147,5.07,265,9.14,36,1.24,2,0.07,84,2.9,22,0.76,5,0.17,3,0.1,-,-,23,2.88,-,-,-,-,4,0.4,-,-,-,-
Fukushima,3801,45.8,61,1.22,56,1.12,197,3.94,378,7.56,82,1.64,15,0.3,106,2.12,45,0.9,-,-,16,0.32,-,-,31,2.38,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,7207,60.06,45,0.6,47,0.63,244,3.25,818,10.91,80,1.07,10,0.13,69,0.92,29,0.39,2,0.03,6,0.08,-,-,31,1.82,-,-,-,-,12,0.92,-,-,-,-
Tochigi,2808,36.95,28,0.58,12,0.25,131,2.73,412,8.58,37,0.77,6,0.13,56,1.17,27,0.56,-,-,2,0.04,-,-,18,1.5,-,-,-,-,5,0.71,-,-,-,-
Gunma,4381,50.94,19,0.36,36,0.68,145,2.74,545,10.28,49,0.92,21,0.4,43,0.81,28,0.53,2,0.04,4,0.08,-,-,18,1.29,-,-,-,-,4,0.44,-,-,-,-
Saitama,13566,56.06,82,0.54,65,0.43,521,3.43,2259,14.86,192,1.26,41,0.27,376,2.47,73,0.48,1,0.01,24,0.16,5,0.13,34,0.87,1,0.09,-,-,1,0.09,-,-,2,0.18
Chiba,10974,52.26,42,0.32,70,0.54,466,3.58,1568,12.06,115,0.88,32,0.25,237,1.82,64,0.49,4,0.03,8,0.06,1,0.03,47,1.42,-,-,1,0.11,6,0.67,-,-,1,0.11
Tokyo,16220,43.02,73,0.32,82,0.36,621,2.71,2941,12.84,243,1.06,53,0.23,710,3.1,124,0.54,3,0.01,22,0.1,1,0.03,28,0.78,2,0.08,2,0.08,8,0.32,-,-,4,0.16
Kanagawa,15721,47.5,80,0.38,86,0.41,487,2.34,2319,11.15,270,1.3,39,0.19,418,2.01,115,0.55,2,0.01,37,0.18,-,-,130,2.83,1,0.09,1,0.09,1,0.09,-,-,-,-
Niigata,3634,40.38,64,1.12,101,1.77,281,4.93,299,5.25,57,1,5,0.09,265,4.65,39,0.68,1,0.02,9,0.16,3,0.3,10,1,-,-,-,-,8,0.62,-,-,-,-
Toyama,1404,29.25,26,0.9,27,0.93,51,1.76,294,10.14,34,1.17,22,0.76,24,0.83,19,0.66,2,0.07,2,0.07,-,-,7,1,-,-,-,-,-,-,-,-,-,-
Ishikawa,2027,42.23,20,0.69,42,1.45,207,7.14,343,11.83,18,0.62,18,0.62,42,1.45,17,0.59,-,-,2,0.07,-,-,8,1.14,1,0.2,-,-,5,1,-,-,-,-
Fukui,2062,58.91,28,1.27,28,1.27,78,3.55,384,17.45,25,1.14,6,0.27,13,0.59,8,0.36,2,0.09,4,0.18,-,-,16,5.33,-,-,1,0.17,-,-,-,-,-,-
Yamanashi,2043,49.83,6,0.25,3,0.13,44,1.83,228,9.5,21,0.88,8,0.33,49,2.04,7,0.29,1,0.04,7,0.29,-,-,6,0.67,1,0.1,1,0.1,8,0.8,-,-,1,0.1
Nagano,5434,62.46,38,0.7,33,0.61,129,2.39,567,10.5,42,0.78,9,0.17,24,0.44,18,0.33,4,0.07,8,0.15,-,-,8,0.73,-,-,-,-,5,0.45,-,-,4,0.36
Gifu,8917,103.69,12,0.23,40,0.77,43,0.83,313,6.02,25,0.48,2,0.04,25,0.48,17,0.33,1,0.02,-,-,-,-,7,0.64,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,9713,69.88,23,0.26,41,0.46,221,2.48,1028,11.55,46,0.52,14,0.16,91,1.02,40,0.45,2,0.02,24,0.27,-,-,39,1.77,-,-,1,0.1,3,0.3,-,-,-,-
Aichi,23589,120.97,87,0.48,57,0.31,340,1.87,1578,8.67,126,0.69,15,0.08,98,0.54,66,0.36,2,0.01,13,0.07,-,-,18,0.51,1,0.07,2,0.13,10,0.67,-,-,3,0.2
