"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2017",,,,,,"Data collected as of March 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,11447,150.62,53,1.1,68,1.42,520,10.83,1167,24.31,107,2.23,10,0.21,11,0.23,165,3.44,-,-,2,0.04,61,1.27,-,-,82,6.83,-,-,-,-,38,5.43,2,0.29,4,0.57
Gunma,17053,179.51,74,1.28,136,2.34,1121,19.33,2570,44.31,144,2.48,156,2.69,51,0.88,183,3.16,-,-,14,0.24,242,4.17,-,-,73,5.21,-,-,1,0.13,72,9,-,-,16,2
Saitama,64091,256.36,196,1.24,295,1.87,3032,19.19,6983,44.2,577,3.65,87,0.55,68,0.43,427,2.7,8,0.05,14,0.09,668,4.23,10,0.25,120,3,-,-,9,0.9,36,3.6,6,0.6,5,0.5
Chiba,52409,243.76,117,0.87,160,1.19,3263,24.17,5460,40.44,365,2.7,97,0.72,100,0.74,376,2.79,7,0.05,9,0.07,260,1.93,5,0.15,179,5.26,-,-,7,0.78,41,4.56,-,-,2,0.22
Tokyo,79292,191.53,216,0.83,458,1.75,3641,13.95,12393,47.48,671,2.57,146,0.56,233,0.89,851,3.26,12,0.05,13,0.05,614,2.35,1,0.03,91,2.39,7,0.28,2,0.08,66,2.64,12,0.48,37,1.48
Kanagawa,74122,214.23,188,0.87,244,1.13,2782,12.94,8437,39.24,697,3.24,86,0.4,125,0.58,655,3.05,5,0.02,12,0.06,1028,4.78,5,0.1,487,9.74,2,0.18,3,0.27,31,2.82,-,-,56,5.09
Niigata,15688,170.52,172,2.97,296,5.1,1293,22.29,4306,74.24,191,3.29,15,0.26,56,0.97,173,2.98,3,0.05,6,0.1,1162,20.03,1,0.1,56,5.6,2,0.15,2,0.15,72,5.54,6,0.46,2,0.15
Toyama,7652,159.42,215,7.41,110,3.79,304,10.48,1766,60.9,55,1.9,52,1.79,4,0.14,59,2.03,2,0.07,6,0.21,360,12.41,1,0.14,57,8.14,1,0.2,-,-,20,4,-,-,9,1.8
Ishikawa,10630,221.46,26,0.9,132,4.55,635,21.9,2430,83.79,77,2.66,15,0.52,9,0.31,79,2.72,-,-,4,0.14,32,1.1,-,-,3,0.43,-,-,-,-,39,7.8,-,-,4,0.8
Fukui,8075,252.34,51,2.32,79,3.59,342,15.55,1788,81.27,49,2.23,10,0.45,7,0.32,54,2.45,1,0.05,2,0.09,86,3.91,-,-,3,1,3,0.5,1,0.17,26,4.33,-,-,-,-
Yamanashi,8621,210.27,21,0.88,103,4.29,462,19.25,1657,69.04,44,1.83,35,1.46,14,0.58,39,1.63,1,0.04,3,0.13,179,7.46,1,0.11,17,1.89,1,0.1,-,-,62,6.2,2,0.2,5,0.5
Nagano,20422,237.47,151,2.85,24,0.45,785,14.81,3653,68.92,121,2.28,60,1.13,38,0.72,110,2.08,-,-,7,0.13,807,15.23,3,0.27,37,3.36,1,0.09,1,0.09,53,4.82,-,-,3,0.27
Gifu,17487,201,117,2.21,125,2.36,311,5.87,1737,32.77,103,1.94,41,0.77,11,0.21,103,1.94,3,0.06,-,-,325,6.13,-,-,17,1.55,-,-,2,0.4,61,12.2,-,-,27,5.4
Shizuoka,30465,219.17,178,2,232,2.61,1693,19.02,3462,38.9,161,1.81,66,0.74,25,0.28,187,2.1,4,0.04,6,0.07,305,3.43,5,0.24,54,2.57,2,0.2,2,0.2,51,5.1,13,1.3,7,0.7
Aichi,53503,274.37,387,2.13,384,2.11,2098,11.53,6101,33.52,336,1.85,168,0.92,54,0.3,372,2.04,6,0.03,16,0.09,466,2.56,3,0.09,71,2.03,2,0.13,7,0.47,105,7,1,0.07,8,0.53
Mie,15589,216.51,240,5.33,201,4.47,459,10.2,1399,31.09,112,2.49,79,1.76,53,1.18,142,3.16,1,0.02,3,0.07,91,2.02,2,0.17,9,0.75,2,0.22,9,1,33,3.67,6,0.67,1,0.11
Shiga,9358,179.96,98,3.16,50,1.61,169,5.45,1421,45.84,97,3.13,54,1.74,4,0.13,72,2.32,1,0.03,16,0.52,162,5.23,-,-,10,1.25,-,-,4,0.57,23,3.29,-,-,2,0.29
Kyoto,21505,172.04,73,0.96,217,2.86,620,8.16,2568,33.79,136,1.79,76,1,24,0.32,151,1.99,4,0.05,18,0.24,270,3.55,1,0.06,43,2.53,2,0.29,3,0.43,31,4.43,-,-,4,0.57
Osaka,56712,184.73,902,4.53,544,2.73,2428,12.2,7019,35.27,592,2.97,295,1.48,46,0.23,570,2.86,7,0.04,56,0.28,1460,7.34,4,0.08,110,2.12,5,0.29,4,0.24,92,5.41,-,-,19,1.12
Hyogo,36576,184.73,508,3.97,443,3.46,1135,8.87,6103,47.68,339,2.65,121,0.95,76,0.59,319,2.49,6,0.05,12,0.09,853,6.66,-,-,82,2.34,2,0.18,4,0.36,60,5.45,-,-,8,0.73
Nara,8618,159.59,220,6.47,103,3.03,428,12.59,810,23.82,57,1.68,42,1.24,9,0.26,110,3.24,-,-,7,0.21,253,7.44,-,-,35,3.5,2,0.33,5,0.83,29,4.83,-,-,4,0.67
Wakayama,7127,142.54,128,4.13,98,3.16,106,3.42,1263,40.74,79,2.55,14,0.45,17,0.55,87,2.81,5,0.16,7,0.23,514,16.58,1,0.25,4,1,-,-,3,0.27,21,1.91,3,0.27,7,0.64
Tottori,3774,130.14,33,1.74,51,2.68,781,41.11,593,31.21,124,6.53,11,0.58,12,0.63,39,2.05,2,0.11,-,-,153,8.05,1,0.2,34,6.8,1,0.2,2,0.4,19,3.8,-,-,1,0.2
Shimane,5008,131.79,53,2.3,71,3.09,472,20.52,1068,46.43,67,2.91,46,2,85,3.7,88,3.83,5,0.22,1,0.04,242,10.52,-,-,1,0.33,-,-,4,0.5,28,3.5,-,-,-,-
Okayama,17528,208.67,130,2.41,212,3.93,333,6.17,2221,41.13,99,1.83,155,2.87,29,0.54,133,2.46,3,0.06,12,0.22,156,2.89,-,-,31,2.58,1,0.2,2,0.4,23,4.6,1,0.2,1,0.2
Hiroshima,22178,192.85,270,3.75,301,4.18,969,13.46,2556,35.5,236,3.28,159,2.21,86,1.19,198,2.75,6,0.08,23,0.32,215,2.99,1,0.05,118,6.21,3,0.15,1,0.05,54,2.7,-,-,9,0.45
Yamaguchi,15920,234.12,234,4.88,202,4.21,687,14.31,1627,33.9,133,2.77,76,1.58,58,1.21,162,3.38,2,0.04,11,0.23,887,18.48,-,-,34,3.78,3,0.33,1,0.11,59,6.56,1,0.11,3,0.33
Tokushima,6891,186.24,160,6.96,72,3.13,215,9.35,1136,49.39,41,1.78,51,2.22,24,1.04,102,4.43,4,0.17,4,0.17,147,6.39,-,-,4,1,-,-,-,-,7,1,-,-,1,0.14
Kagawa,7375,156.91,99,3.54,96,3.43,462,16.5,1786,63.79,40,1.43,51,1.82,28,1,88,3.14,3,0.11,24,0.86,249,8.89,-,-,9,1.8,2,0.4,2,0.4,26,5.2,-,-,10,2
Ehime,12524,205.31,137,3.7,58,1.57,732,19.78,3024,81.73,103,2.78,56,1.51,89,2.41,162,4.38,2,0.05,12,0.32,521,14.08,-,-,82,10.25,1,0.17,1,0.17,23,3.83,-,-,-,-
Kochi,11667,243.06,143,4.77,46,1.53,463,15.43,1582,52.73,102,3.4,14,0.47,37,1.23,59,1.97,7,0.23,1,0.03,63,2.1,-,-,5,1.67,1,0.13,2,0.25,30,3.75,2,0.25,6,0.75
Fukuoka,52973,267.54,554,4.62,425,3.54,2824,23.53,9467,78.89,493,4.11,385,3.21,76,0.63,534,4.45,20,0.17,41,0.34,755,6.29,-,-,110,4.23,2,0.13,13,0.87,132,8.8,-,-,6,0.4
Saga,8640,221.54,145,6.3,118,5.13,370,16.09,1046,45.48,77,3.35,95,4.13,11,0.48,97,4.22,-,-,5,0.22,71,3.09,-,-,27,6.75,4,0.67,1,0.17,13,2.17,-,-,1,0.17
Nagasaki,13821,197.44,113,2.57,68,1.55,1233,28.02,2432,55.27,116,2.64,105,2.39,10,0.23,128,2.91,8,0.18,10,0.23,178,4.05,-,-,25,3.13,1,0.08,1,0.08,35,2.92,-,-,3,0.25
Kumamoto,16159,201.99,152,3.04,185,3.7,711,14.22,4628,92.56,243,4.86,249,4.98,20,0.4,251,5.02,-,-,107,2.14,403,8.06,1,0.11,112,12.44,2,0.13,3,0.2,41,2.73,-,-,12,0.8
Oita,14791,255.02,98,2.72,86,2.39,832,23.11,5609,155.81,176,4.89,12,0.33,5,0.14,165,4.58,4,0.11,6,0.17,144,4,-,-,26,5.2,-,-,-,-,34,3.09,-,-,13,1.18
Miyazaki,15957,270.46,189,5.25,184,5.11,555,15.42,3367,93.53,189,5.25,230,6.39,164,4.56,199,5.53,-,-,12,0.33,100,2.78,1,0.2,76,15.2,-,-,-,-,13,1.86,-,-,6,0.86
Kagoshima,20381,219.15,327,5.95,317,5.76,669,12.16,4127,75.04,227,4.13,243,4.42,23,0.42,160,2.91,1,0.02,32,0.58,941,17.11,-,-,37,5.29,3,0.25,2,0.17,13,1.08,-,-,-,-
Okinawa,11066,190.79,80,2.35,87,2.56,270,7.94,1451,42.68,133,3.91,14,0.41,10,0.29,61,1.79,15,0.44,10,0.29,33,0.97,-,-,44,4.89,1,0.14,11,1.57,41,5.86,-,-,7,1
