"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2017",,,,,,"Data collected as of March 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1000000,201.73,8278,2.62,8225,2.6,50972,16.12,147794,46.74,9212,2.91,3984,1.26,2145,0.68,9169,2.9,181,0.06,621,0.2,16845,5.33,56,0.08,2766,3.99,67,0.14,119,0.25,2017,4.26,55,0.12,424,0.89
Hokkaido,27405,121.26,544,3.83,445,3.13,4001,28.18,3500,24.65,631,4.44,46,0.32,87,0.61,294,2.07,11,0.08,13,0.09,557,3.92,4,0.14,93,3.32,1,0.04,2,0.09,65,2.83,-,-,19,0.83
Aomori,10273,160.52,54,1.32,114,2.78,528,12.88,1729,42.17,45,1.1,59,1.44,40,0.98,134,3.27,2,0.05,28,0.68,91,2.22,1,0.09,41,3.73,2,0.33,-,-,35,5.83,-,-,7,1.17
Iwate,8911,137.09,48,1.2,157,3.93,896,22.4,2008,50.2,62,1.55,10,0.25,16,0.4,134,3.35,-,-,2,0.05,143,3.58,2,0.14,30,2.14,1,0.05,-,-,59,3.11,-,-,6,0.32
Miyagi,18764,197.52,79,1.34,89,1.51,1378,23.36,1616,27.39,226,3.83,10,0.17,18,0.31,199,3.37,1,0.02,6,0.1,93,1.58,-,-,17,1.42,2,0.17,-,-,57,4.75,-,-,4,0.33
Akita,8571,158.72,68,1.94,51,1.46,481,13.74,914,26.11,55,1.57,95,2.71,13,0.37,52,1.49,1,0.03,7,0.2,27,0.77,-,-,5,0.71,-,-,-,-,32,4,-,-,1,0.13
Yamagata,6977,145.35,30,1,57,1.9,1140,38,941,31.37,125,4.17,18,0.6,15,0.5,130,4.33,2,0.07,14,0.47,218,7.27,-,-,6,0.75,1,0.1,2,0.2,42,4.2,-,-,2,0.2
Fukushima,13265,172.27,131,2.85,100,2.17,929,20.2,1715,37.28,157,3.41,12,0.26,119,2.59,175,3.8,2,0.04,4,0.09,82,1.78,1,0.08,51,4.25,1,0.14,-,-,39,5.57,-,-,70,10
Ibaraki,22739,189.49,76,1.01,131,1.75,1414,18.85,3158,42.11,202,2.69,57,0.76,35,0.47,141,1.88,4,0.05,3,0.04,178,2.37,1,0.06,108,6.35,-,-,-,-,35,2.69,-,-,6,0.46
