"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2015",,,,,,"Data collected as of July 8, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1147289,232.76,29807,9.47,37602,11.95,232558,73.9,577212,183.42,43003,13.66,100902,32.06,47875,15.21,43676,13.88,1220,0.39,23099,7.34,30537,9.7,242,0.35,9400,13.7,210,0.44,401,0.84,3032,6.38,180,0.38,3883,8.17
Hokkaido,41399,182.37,1941,13.57,3175,22.2,14300,100,14500,101.4,2065,14.44,1818,12.71,2018,14.11,1229,8.59,53,0.37,139,0.97,1903,13.31,6,0.22,263,9.74,-,-,6,0.27,104,4.73,1,0.05,371,16.86
Aomori,14789,227.52,345,8.21,331,7.88,1828,43.52,4650,110.71,450,10.71,761,18.12,712,16.95,494,11.76,2,0.05,30,0.71,66,1.57,-,-,149,13.55,6,1,9,1.5,75,12.5,-,-,114,19
Iwate,15431,237.4,290,7.25,338,8.45,3315,82.88,7047,176.18,593,14.83,271,6.78,473,11.83,472,11.8,7,0.18,144,3.6,94,2.35,-,-,131,9.36,2,0.11,2,0.11,127,6.68,2,0.11,134,7.05
Miyagi,19604,208.55,348,6,764,13.17,4384,75.59,13242,228.31,990,17.07,1156,19.93,1322,22.79,976,16.83,1,0.02,130,2.24,209,3.6,3,0.25,93,7.75,1,0.08,3,0.25,186,15.5,1,0.08,76,6.33
Akita,13227,249.57,118,3.47,298,8.76,1436,42.24,3945,116.03,358,10.53,75,2.21,145,4.26,207,6.09,4,0.12,42,1.24,275,8.09,10,1.43,54,7.71,1,0.13,-,-,94,11.75,-,-,63,7.88
Yamagata,10044,213.7,127,4.38,670,23.1,3769,129.97,7928,273.38,514,17.72,1269,43.76,431,14.86,538,18.55,7,0.24,41,1.41,526,18.14,-,-,30,4.29,2,0.2,6,0.6,26,2.6,9,0.9,49,4.9
Fukushima,19038,250.5,711,15.8,519,11.53,3105,69,7882,175.16,582,12.93,1712,38.04,1217,27.04,741,16.47,10,0.22,109,2.42,680,15.11,-,-,205,17.08,2,0.29,4,0.57,106,15.14,2,0.29,125,17.86
Ibaraki,22497,187.48,403,5.37,750,10,5522,73.63,13178,175.71,969,12.92,715,9.53,1154,15.39,708,9.44,11,0.15,193,2.57,642,8.56,9,0.53,358,21.06,2,0.15,1,0.08,30,2.31,1,0.08,37,2.85
Tochigi,13909,183.01,290,6.04,242,5.04,2542,52.96,4528,94.33,481,10.02,1707,35.56,837,17.44,716,14.92,36,0.75,95,1.98,284,5.92,5,0.42,133,11.08,2,0.29,7,1,53,7.57,1,0.14,44,6.29
Gunma,19528,201.32,423,7.17,461,7.81,5182,87.83,10523,178.36,517,8.76,2398,40.64,983,16.66,835,14.15,23,0.39,222,3.76,532,9.02,1,0.08,548,42.15,4,0.5,5,0.63,64,8,-,-,183,22.88
Saitama,41293,167.86,958,6.18,2091,13.49,13503,87.12,32962,212.66,2618,16.89,3915,25.26,4908,31.66,2572,16.59,32,0.21,788,5.08,2582,16.66,25,0.63,628,15.7,3,0.3,17,1.7,93,9.3,17,1.7,111,11.1
Chiba,48112,229.1,530,3.98,1855,13.95,10680,80.3,21679,163,1611,12.11,1277,9.6,3052,22.95,1681,12.64,45,0.34,482,3.62,1596,12,7,0.21,630,19.09,10,1.11,17,1.89,22,2.44,10,1.11,52,5.78
Tokyo,57816,140.67,1392,5.37,2676,10.33,21239,82,51762,199.85,3742,14.45,5367,20.72,6829,26.37,4110,15.87,149,0.58,1175,4.54,1786,6.9,7,0.18,438,11.53,23,0.92,26,1.04,126,5.04,18,0.72,84,3.36
Kanagawa,53855,164.19,928,4.53,1754,8.56,14024,68.41,36316,177.15,3702,18.06,4380,21.37,4785,23.34,3204,15.63,40,0.2,1005,4.9,1073,5.23,42,0.91,950,20.65,10,1,12,1.2,83,8.3,-,-,123,12.3
Niigata,26590,282.87,595,10.08,1870,31.69,6549,111,10460,177.29,1046,17.73,1168,19.8,931,15.78,898,15.22,36,0.61,68,1.15,366,6.2,10,1,144,14.4,2,0.15,-,-,72,5.54,45,3.46,44,3.38
Toyama,11366,236.79,137,4.72,550,18.97,2241,77.28,6266,216.07,642,22.14,776,26.76,95,3.28,305,10.52,2,0.07,147,5.07,213,7.34,1,0.14,34,4.86,1,0.2,-,-,162,32.4,-,-,33,6.6
