"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2022",,,,,,"Data collected as of October 5, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2170,0.44,91055,29.02,21103,6.72,37399,11.92,477654,152.22,8635,2.75,129587,41.3,1499,0.48,37201,11.86,29564,9.42,3590,1.14,128,0.19,4627,6.7,224,0.47,308,0.65,247,0.52,25,0.05,84,0.18
Hokkaido,36,0.16,3384,24.35,1218,8.76,2713,19.52,9358,67.32,470,3.38,7346,52.85,40,0.29,862,6.2,2241,16.12,103,0.74,8,0.29,89,3.18,9,0.41,1,0.05,22,1,1,0.05,10,0.45
Aomori,5,0.08,287,7,134,3.27,150,3.66,4254,103.76,100,2.44,1627,39.68,22,0.54,458,11.17,273,6.66,35,0.85,-,-,40,3.64,1,0.17,3,0.5,33,5.5,-,-,1,0.17
Iwate,7,0.11,595,15.26,203,5.21,801,20.54,5351,137.21,150,3.85,1347,34.54,33,0.85,588,15.08,293,7.51,67,1.72,-,-,93,6.64,6,0.32,5,0.26,12,0.63,-,-,2,0.11
Miyagi,19,0.2,787,13.57,252,4.34,474,8.17,9115,157.16,193,3.33,4594,79.21,40,0.69,932,16.07,775,13.36,63,1.09,1,0.08,73,6.08,5,0.42,1,0.08,18,1.5,-,-,1,0.08
Akita,2,0.04,636,19.27,123,3.73,409,12.39,2401,72.76,176,5.33,1514,45.88,4,0.12,222,6.73,126,3.82,12,0.36,3,0.43,20,2.86,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,433,15.46,381,13.61,409,14.61,5800,207.14,91,3.25,2489,88.89,7,0.25,436,15.57,1246,44.5,23,0.82,-,-,63,7.88,2,0.2,-,-,2,0.2,-,-,2,0.2
Fukushima,7,0.08,599,11.98,523,10.46,580,11.6,6173,123.46,183,3.66,2864,57.28,40,0.8,972,19.44,419,8.38,50,1,1,0.08,128,9.85,1,0.14,6,0.86,4,0.57,-,-,2,0.29
Ibaraki,27,0.23,960,12.8,369,4.92,833,11.11,9014,120.19,163,2.17,2509,33.45,29,0.39,510,6.8,853,11.37,75,1,7,0.41,271,15.94,1,0.08,5,0.42,28,2.33,-,-,-,-
Tochigi,13,0.17,1278,26.63,132,2.75,593,12.35,3532,73.58,83,1.73,2124,44.25,28,0.58,707,14.73,175,3.65,41,0.85,-,-,108,9,6,0.86,4,0.57,-,-,-,-,1,0.14
Gunma,5,0.06,508,9.58,289,5.45,289,5.45,9134,172.34,142,2.68,2900,54.72,31,0.58,767,14.47,638,12.04,76,1.43,1,0.08,82,6.31,4,0.44,2,0.22,1,0.11,-,-,-,-
Saitama,70,0.28,3343,21.16,799,5.06,1299,8.22,29374,185.91,509,3.22,10113,64.01,111,0.7,1921,12.16,1978,12.52,247,1.56,31,0.79,298,7.64,4,0.36,18,1.64,6,0.55,-,-,2,0.18
Chiba,57,0.28,2372,18.98,487,3.9,1250,10,19406,155.25,347,2.78,8307,66.46,48,0.38,1459,11.67,1527,12.22,222,1.78,7,0.22,190,5.94,8,1,12,1.5,3,0.38,-,-,-,-
Tokyo,140,0.34,5814,22.8,1044,4.09,1441,5.65,45069,176.74,617,2.42,14701,57.65,134,0.53,3019,11.84,3921,15.38,357,1.4,1,0.03,233,6.3,13,0.52,11,0.44,4,0.16,19,0.76,4,0.16
Kanagawa,95,0.27,4319,19.54,711,3.22,1730,7.83,31668,143.29,541,2.45,12051,54.53,121,0.55,2385,10.79,2508,11.35,284,1.29,7,0.14,609,12.18,5,0.45,27,2.45,6,0.55,1,0.09,5,0.45
Niigata,9,0.11,259,4.63,726,12.96,1993,35.59,5979,106.77,215,3.84,5141,91.8,42,0.75,762,13.61,1589,28.38,95,1.7,10,1.11,41,4.56,5,0.42,5,0.42,5,0.42,-,-,1,0.08
Toyama,2,0.04,881,30.38,378,13.03,368,12.69,5722,197.31,97,3.34,1279,44.1,16,0.55,298,10.28,330,11.38,11,0.38,-,-,23,3.29,2,0.4,1,0.2,3,0.6,-,-,-,-
Ishikawa,9,0.19,570,19.66,325,11.21,258,8.9,5735,197.76,116,4,941,32.45,10,0.34,327,11.28,141,4.86,14,0.48,-,-,25,3.57,3,0.6,6,1.2,7,1.4,-,-,2,0.4
Fukui,3,0.08,757,32.91,223,9.7,325,14.13,4578,199.04,45,1.96,1631,70.91,37,1.61,266,11.57,193,8.39,17,0.74,-,-,9,3,4,0.67,1,0.17,5,0.83,-,-,-,-
Yamanashi,5,0.13,228,9.91,17,0.74,32,1.39,2888,125.57,51,2.22,674,29.3,8,0.35,186,8.09,307,13.35,15,0.65,-,-,40,4.44,2,0.2,5,0.5,4,0.4,-,-,1,0.1
Nagano,56,0.65,527,9.94,177,3.34,230,4.34,8602,162.3,193,3.64,2823,53.26,21,0.4,525,9.91,600,11.32,46,0.87,-,-,55,5,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,28,0.33,2505,48.17,350,6.73,283,5.44,5475,105.29,81,1.56,1474,28.35,5,0.1,431,8.29,130,2.5,32,0.62,-,-,25,2.27,1,0.2,1,0.2,2,0.4,-,-,-,-
Shizuoka,26,0.19,1462,16.43,574,6.45,608,6.83,13931,156.53,201,2.26,4689,52.69,55,0.62,980,11.01,1474,16.56,126,1.42,2,0.09,112,5.09,16,1.6,11,1.1,6,0.6,-,-,-,-
Aichi,153,0.78,7618,41.86,617,3.39,2052,11.27,23831,130.94,339,1.86,7624,41.89,45,0.25,1408,7.74,1479,8.13,180,0.99,1,0.03,108,3.09,15,1,16,1.07,-,-,1,0.07,1,0.07
Mie,31,0.44,3664,83.27,316,7.18,351,7.98,7237,164.48,129,2.93,1326,30.14,11,0.25,464,10.55,435,9.89,22,0.5,1,0.09,13,1.18,4,0.44,15,1.67,2,0.22,-,-,-,-
Shiga,25,0.42,859,23.86,177,4.92,355,9.86,4446,123.5,156,4.33,1327,36.86,5,0.14,376,10.44,273,7.58,32,0.89,-,-,16,2,4,0.57,2,0.29,2,0.29,-,-,1,0.14
Kyoto,59,0.48,2486,33.15,762,10.16,918,12.24,7996,106.61,150,2,1245,16.6,29,0.39,540,7.2,215,2.87,58,0.77,1,0.06,47,2.76,2,0.33,3,0.5,1,0.17,3,0.5,1,0.17
Osaka,407,1.36,11625,59.31,1910,9.74,2136,10.9,27202,138.79,480,2.45,3628,18.51,86,0.44,2009,10.25,975,4.97,257,1.31,11,0.22,234,4.59,5,0.31,11,0.69,1,0.06,-,-,3,0.19
