"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2016",,,,,,"Data collected as of November 24, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1605847,325.14,88752,28.13,59085,18.73,324702,102.92,807896,256.07,53912,17.09,60004,19.02,49131,15.57,68959,21.86,2758,0.87,127592,40.44,141339,44.8,358,0.52,23299,33.72,454,0.96,1246,2.63,16779,35.4,309,0.65,5125,10.81
Hokkaido,84998,377.77,4041,28.46,2606,18.35,25430,179.08,17284,121.72,3093,21.78,1382,9.73,3070,21.62,1958,13.79,88,0.62,7224,50.87,8002,56.35,2,0.07,477,17.04,9,0.41,39,1.77,1147,52.14,6,0.27,372,16.91
Aomori,17526,269.63,898,21.38,598,14.24,2808,66.86,6418,152.81,440,10.48,365,8.69,561,13.36,819,19.5,16,0.38,1012,24.1,1013,24.12,4,0.36,239,21.73,14,2.33,16,2.67,282,47,-,-,110,18.33
Iwate,21621,337.83,1200,30,595,14.88,5864,146.6,9269,231.73,533,13.33,228,5.7,262,6.55,766,19.15,8,0.2,1122,28.05,940,23.5,5,0.36,295,21.07,6,0.32,6,0.32,433,22.79,1,0.05,168,8.84
Miyagi,28386,298.8,2044,34.64,698,11.83,8581,145.44,16118,273.19,1249,21.17,2270,38.47,334,5.66,1478,25.05,26,0.44,3826,64.85,918,15.56,-,-,109,9.08,12,1,2,0.17,451,37.58,-,-,19,1.58
Akita,14506,268.63,592,16.91,342,9.77,2278,65.09,5114,146.11,419,11.97,260,7.43,1500,42.86,431,12.31,146,4.17,951,27.17,275,7.86,2,0.29,83,11.86,1,0.13,1,0.13,244,30.5,-,-,139,17.38
Yamagata,14000,297.87,1436,49.52,675,23.28,6438,222,7978,275.1,502,17.31,377,13,1458,50.28,885,30.52,20,0.69,2910,100.34,2724,93.93,1,0.13,64,8,6,0.6,13,1.3,143,14.3,4,0.4,20,2
Fukushima,23383,303.68,2101,45.67,978,21.26,3598,78.22,7247,157.54,864,18.78,572,12.43,1029,22.37,1324,28.78,28,0.61,2506,54.48,442,9.61,-,-,419,34.92,8,1.14,13,1.86,179,25.57,8,1.14,62,8.86
Ibaraki,33758,281.32,1414,18.85,908,12.11,6085,81.13,17930,239.07,1263,16.84,1846,24.61,765,10.2,1040,13.87,38,0.51,2209,29.45,2645,35.27,4,0.24,895,52.65,3,0.23,12,0.92,385,29.62,-,-,35,2.69
Tochigi,19747,263.29,1138,23.71,392,8.17,3415,71.15,6879,143.31,594,12.38,956,19.92,1309,27.27,1138,23.71,13,0.27,2153,44.85,1274,26.54,6,0.5,491,40.92,5,0.71,23,3.29,217,31,6,0.86,35,5
Gunma,27787,295.61,1403,24.61,765,13.42,7160,125.61,12841,225.28,842,14.77,597,10.47,1140,20,1261,22.12,105,1.84,2521,44.23,1510,26.49,2,0.14,548,39.14,4,0.5,8,1,541,67.63,1,0.13,71,8.88
Saitama,86016,345.45,3593,22.74,2773,17.55,18788,118.91,43012,272.23,3832,24.25,3416,21.62,1873,11.85,3925,24.84,68,0.43,7639,48.35,8062,51.03,40,1,1175,29.38,6,0.6,30,3,395,39.5,27,2.7,52,5.2
Chiba,71835,338.84,2627,19.6,1864,13.91,18813,140.4,31622,235.99,2606,19.45,5374,40.1,1945,14.51,2874,21.45,114,0.85,5510,41.12,5647,42.14,17,0.52,1090,33.03,24,2.67,65,7.22,341,37.89,3,0.33,30,3.33
Tokyo,111119,270.36,6641,25.64,4387,16.94,27784,107.27,75671,292.17,4597,17.75,6364,24.57,2236,8.63,6553,25.3,157,0.61,12988,50.15,7710,29.77,11,0.29,1088,28.63,38,1.52,73,2.92,887,35.48,41,1.64,103,4.12
Kanagawa,101713,304.53,3858,18.28,3081,14.6,18238,86.44,56659,268.53,4314,20.45,4337,20.55,1355,6.42,4952,23.47,101,0.48,10191,48.3,8907,42.21,61,1.24,3685,75.2,8,0.8,42,4.2,249,24.9,1,0.1,64,6.4
Niigata,36070,392.07,3108,53.59,1765,30.43,6914,119.21,14631,252.26,1005,17.33,505,8.71,738,12.72,1322,22.79,148,2.55,4010,69.14,5306,91.48,14,1.4,285,28.5,8,0.62,11,0.85,256,19.69,76,5.85,56,4.31
Toyama,14287,303.98,799,28.54,583,20.82,3095,110.54,6801,242.89,461,16.46,184,6.57,655,23.39,563,20.11,21,0.75,1180,42.14,2429,86.75,1,0.14,36,5.14,1,0.2,4,0.8,238,47.6,2,0.4,25,5
