"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2020",,,,,,"Data collected as of January 22, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,238815,49.15,2543,0.82,3379,1.09,17629,5.69,43560,14.07,3947,1.27,1446,0.47,4079,1.32,2258,0.73,203,0.07,422,0.14,15,0.02,914,1.35,16,0.03,24,0.05,450,0.94,1,0,20,0.04
Hokkaido,7938,37.09,334,2.55,165,1.26,834,6.37,728,5.56,155,1.18,19,0.15,392,2.99,63,0.48,7,0.05,10,0.08,-,-,31,1.11,-,-,2,0.09,36,1.64,-,-,1,0.05
Aomori,2480,38.15,45,1.07,22,0.52,142,3.38,592,14.1,32,0.76,55,1.31,53,1.26,35,0.83,1,0.02,2,0.05,-,-,15,1.36,-,-,-,-,4,0.67,-,-,-,-
Iwate,2942,45.26,34,0.85,26,0.65,269,6.73,460,11.5,31,0.78,39,0.98,44,1.1,32,0.8,-,-,6,0.15,-,-,13,0.93,-,-,-,-,6,0.32,-,-,-,-
Miyagi,3536,37.62,51,0.88,68,1.17,394,6.79,648,11.17,105,1.81,45,0.78,38,0.66,41,0.71,-,-,2,0.03,1,0.08,10,0.83,-,-,-,-,20,1.67,-,-,-,-
Akita,4353,82.13,31,0.91,12,0.35,91,2.68,203,5.97,22,0.65,22,0.65,7,0.21,8,0.24,-,-,3,0.09,1,0.17,2,0.33,-,-,-,-,3,0.38,-,-,1,0.13
Yamagata,1662,39.57,17,0.61,59,2.11,326,11.64,287,10.25,64,2.29,1,0.04,23,0.82,32,1.14,1,0.04,2,0.07,-,-,12,1.5,1,0.1,-,-,6,0.6,-,-,-,-
Fukushima,5173,62.33,56,1.12,45,0.9,314,6.28,477,9.54,66,1.32,16,0.32,140,2.8,51,1.02,-,-,8,0.16,-,-,46,3.54,-,-,-,-,7,1,-,-,-,-
Ibaraki,7254,60.45,42,0.56,84,1.12,439,5.85,1163,15.51,174,2.32,16,0.21,54,0.72,40,0.53,2,0.03,12,0.16,-,-,41,2.41,-,-,1,0.08,19,1.58,-,-,-,-
Tochigi,3149,41.43,36,0.75,18,0.38,131,2.73,459,9.56,49,1.02,12,0.25,24,0.5,36,0.75,1,0.02,5,0.1,-,-,10,0.83,-,-,-,-,9,1.29,-,-,-,-
Gunma,4802,60.03,28,0.57,40,0.82,260,5.31,619,12.63,81,1.65,18,0.37,50,1.02,45,0.92,3,0.06,5,0.1,-,-,21,1.75,1,0.11,-,-,15,1.67,-,-,-,-
Saitama,12107,49.42,130,0.85,221,1.44,1001,6.54,2507,16.39,321,2.1,70,0.46,103,0.67,118,0.77,4,0.03,26,0.17,2,0.05,44,1.19,-,-,-,-,16,1.45,-,-,-,-
Chiba,10371,49.15,61,0.46,110,0.83,1012,7.67,1804,13.67,165,1.25,47,0.36,81,0.61,79,0.6,9,0.07,18,0.14,2,0.06,65,1.91,2,0.25,-,-,11,1.38,-,-,-,-
Tokyo,12663,33.24,86,0.36,156,0.66,1338,5.65,4425,18.67,326,1.38,106,0.45,70,0.3,188,0.79,36,0.15,32,0.14,-,-,32,0.97,-,-,1,0.04,30,1.25,1,0.04,2,0.08
Kanagawa,10345,31.44,60,0.29,119,0.57,1170,5.57,3183,15.16,272,1.3,88,0.42,70,0.33,122,0.58,4,0.02,28,0.13,-,-,115,2.5,1,0.08,-,-,7,0.58,-,-,1,0.08
Niigata,3576,39.73,76,1.33,126,2.21,688,12.07,398,6.98,94,1.65,38,0.67,20,0.35,63,1.11,7,0.12,4,0.07,2,0.2,17,1.7,-,-,-,-,2,0.15,-,-,-,-
Toyama,1372,28.58,17,0.59,26,0.9,283,9.76,525,18.1,32,1.1,34,1.17,54,1.86,26,0.9,4,0.14,2,0.07,-,-,7,1,-,-,1,0.2,3,0.6,-,-,-,-
Ishikawa,2030,42.29,18,0.62,28,0.97,364,12.55,501,17.28,63,2.17,25,0.86,52,1.79,20,0.69,1,0.03,-,-,-,-,2,0.29,-,-,-,-,9,1.8,-,-,-,-
Fukui,2308,62.38,16,0.7,72,3.13,166,7.22,585,25.43,12,0.52,3,0.13,99,4.3,13,0.57,2,0.09,-,-,-,-,1,0.33,1,0.17,-,-,3,0.5,-,-,-,-
Yamanashi,1778,43.37,15,0.63,7,0.29,62,2.58,310,12.92,21,0.88,5,0.21,29,1.21,9,0.38,-,-,2,0.08,-,-,19,2.11,-,-,-,-,7,0.7,-,-,-,-
Nagano,5117,60.2,136,2.57,18,0.34,321,6.06,845,15.94,85,1.6,19,0.36,117,2.21,47,0.89,14,0.26,5,0.09,-,-,13,1.3,-,-,-,-,6,0.55,-,-,7,0.64
Gifu,6708,78.92,30,0.59,30,0.59,108,2.12,423,8.29,13,0.25,18,0.35,43,0.84,23,0.45,-,-,2,0.04,-,-,9,0.82,-,-,-,-,9,1.8,-,-,2,0.4
Shizuoka,7259,52.22,71,0.8,71,0.8,503,5.65,1128,12.67,55,0.62,27,0.3,72,0.81,67,0.75,5,0.06,15,0.17,-,-,33,1.5,-,-,1,0.1,11,1.1,-,-,-,-
Aichi,14286,73.26,147,0.81,129,0.71,785,4.31,1908,10.48,170,0.93,89,0.49,232,1.27,82,0.45,4,0.02,10,0.05,-,-,13,0.37,-,-,3,0.2,25,1.67,-,-,-,-
Mie,3493,49.2,84,1.87,106,2.36,224,4.98,467,10.38,53,1.18,21,0.47,80,1.78,32,0.71,2,0.04,5,0.11,-,-,7,0.64,-,-,1,0.11,5,0.56,-,-,-,-
Shiga,3237,63.47,33,1.1,14,0.47,86,2.87,310,10.33,19,0.63,10,0.33,30,1,9,0.3,6,0.2,2,0.07,1,0.13,1,0.13,-,-,-,-,3,0.43,-,-,1,0.14
Kyoto,5871,46.6,62,0.81,48,0.62,278,3.61,712,9.25,76,0.99,12,0.16,54,0.7,38,0.49,3,0.04,3,0.04,-,-,13,0.72,-,-,-,-,5,0.71,-,-,-,-
Osaka,14606,48.52,229,1.16,132,0.67,911,4.62,2348,11.92,205,1.04,51,0.26,204,1.04,114,0.58,3,0.02,27,0.14,3,0.06,18,0.35,1,0.06,3,0.19,16,1,-,-,-,-
Hyogo,8779,44.12,128,0.99,138,1.07,341,2.64,1890,14.65,120,0.93,13,0.1,118,0.91,81,0.63,3,0.02,26,0.2,-,-,53,1.51,2,0.14,3,0.21,26,1.86,-,-,-,-
Nara,1988,36.15,37,1.09,20,0.59,106,3.12,438,12.88,24,0.71,8,0.24,79,2.32,15,0.44,-,-,1,0.03,-,-,3,0.3,-,-,1,0.17,7,1.17,-,-,-,-
Wakayama,1921,39.2,79,2.63,40,1.33,89,2.97,302,10.07,34,1.13,1,0.03,63,2.1,20,0.67,1,0.03,1,0.03,-,-,2,0.5,1,0.09,-,-,14,1.27,-,-,-,-
Tottori,1830,63.1,9,0.47,31,1.63,203,10.68,292,15.37,19,1,-,-,66,3.47,13,0.68,-,-,2,0.11,-,-,12,2.4,-,-,-,-,5,1,-,-,-,-
Shimane,1944,51.16,3,0.13,14,0.61,105,4.57,273,11.87,15,0.65,7,0.3,36,1.57,22,0.96,2,0.09,1,0.04,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
Okayama,5196,61.86,28,0.52,79,1.46,213,3.94,849,15.72,48,0.89,2,0.04,57,1.06,28,0.52,2,0.04,3,0.06,-,-,8,0.67,1,0.2,-,-,4,0.8,-,-,-,-
Hiroshima,4487,40.79,58,0.84,128,1.86,289,4.19,1181,17.12,47,0.68,21,0.3,87,1.26,44,0.64,2,0.03,9,0.13,1,0.06,19,1.12,1,0.05,-,-,6,0.3,-,-,1,0.05
Yamaguchi,2550,38.06,52,1.13,47,1.02,206,4.48,758,16.48,41,0.89,29,0.63,84,1.83,41,0.89,1,0.02,1,0.02,-,-,9,1,-,-,-,-,5,0.56,-,-,-,-
Tokushima,1494,40.38,18,0.78,30,1.3,39,1.7,333,14.48,14,0.61,12,0.52,35,1.52,16,0.7,-,-,1,0.04,-,-,5,1.25,1,0.14,-,-,11,1.57,-,-,-,-
Kagawa,2544,54.13,24,0.86,39,1.39,166,5.93,539,19.25,45,1.61,13,0.46,80,2.86,34,1.21,2,0.07,1,0.04,-,-,1,0.2,-,-,2,0.4,8,1.6,-,-,1,0.2
Ehime,3399,55.72,19,0.51,29,0.78,254,6.86,745,20.14,29,0.78,24,0.65,97,2.62,50,1.35,4,0.11,58,1.57,-,-,39,4.88,-,-,-,-,5,0.83,-,-,-,-
Kochi,3164,65.92,23,0.77,26,0.87,147,4.9,202,6.73,17,0.57,23,0.77,38,1.27,17,0.57,2,0.07,3,0.1,-,-,1,0.33,1,0.13,-,-,9,1.13,-,-,1,0.13
Fukuoka,12317,62.21,69,0.58,216,1.8,1409,11.74,2448,20.4,285,2.38,129,1.08,276,2.3,133,1.11,14,0.12,35,0.29,1,0.04,36,1.38,2,0.13,3,0.2,16,1.07,-,-,-,-
Saga,2423,62.13,4,0.17,52,2.26,215,9.35,307,13.35,43,1.87,76,3.3,64,2.78,26,1.13,2,0.09,2,0.09,-,-,1,0.33,-,-,1,0.17,4,0.67,-,-,1,0.17
Nagasaki,4443,63.47,3,0.07,97,2.2,155,3.52,717,16.3,105,2.39,21,0.48,107,2.43,35,0.8,2,0.05,5,0.11,-,-,12,1.5,-,-,-,-,9,0.75,-,-,-,-
Kumamoto,3416,42.7,9,0.18,68,1.36,263,5.26,799,15.98,50,1,69,1.38,237,4.74,68,1.36,25,0.5,5,0.1,-,-,28,3.5,-,-,-,-,3,0.2,-,-,-,-
Oita,3490,60.17,9,0.25,52,1.44,170,4.72,1035,28.75,50,1.39,26,0.72,109,3.03,53,1.47,1,0.03,12,0.33,1,0.2,10,2,-,-,1,0.09,6,0.55,-,-,-,-
Miyazaki,3835,65,2,0.06,58,1.61,248,6.89,928,25.78,65,1.81,20,0.56,95,2.64,43,1.19,7,0.19,2,0.06,-,-,24,4,-,-,-,-,-,-,-,-,1,0.14
Kagoshima,5405,59.4,24,0.45,225,4.25,267,5.04,1263,23.83,62,1.17,33,0.62,109,2.06,59,1.11,5,0.09,8,0.15,-,-,18,2.57,-,-,-,-,3,0.25,-,-,-,-
Okinawa,3774,66.21,-,-,38,1.15,244,7.39,246,7.45,73,2.21,13,0.39,7,0.21,27,0.82,9,0.27,10,0.3,-,-,23,2.56,-,-,-,-,13,1.86,-,-,-,-
