"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2017",,,,,,"Data collected as of July 12, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1359804,274.54,22802,7.21,45223,14.3,215849,68.24,519779,164.33,32547,10.29,71290,22.54,7164,2.26,39191,12.39,761,0.24,17519,5.54,49934,15.79,247,0.36,11584,16.67,261,0.55,446,0.94,4283,8.98,144,0.3,4785,10.03
Hokkaido,49283,220.01,2455,17.41,3635,25.78,14837,105.23,11984,84.99,1787,12.67,1049,7.44,197,1.4,1067,7.57,43,0.3,277,1.96,1490,10.57,8,0.29,273,9.75,5,0.22,15,0.65,134,5.83,-,-,197,8.57
Aomori,15391,240.48,155,3.78,425,10.37,2211,53.93,5485,133.78,287,7,286,6.98,180,4.39,498,12.15,2,0.05,96,2.34,387,9.44,1,0.09,82,7.45,9,1.5,2,0.33,113,18.83,-,-,71,11.83
Iwate,14532,227.06,177,4.54,841,21.56,3216,82.46,5952,152.62,237,6.08,64,1.64,133,3.41,511,13.1,-,-,27,0.69,870,22.31,4,0.29,111,7.93,4,0.21,2,0.11,162,8.53,2,0.11,103,5.42
Miyagi,27047,284.71,420,7.12,1044,17.69,4751,80.53,8473,143.61,674,11.42,347,5.88,102,1.73,906,15.36,8,0.14,82,1.39,326,5.53,-,-,71,5.92,2,0.17,1,0.08,133,11.08,-,-,51,4.25
Akita,13129,243.13,119,3.4,201,5.74,1496,42.74,3404,97.26,324,9.26,903,25.8,42,1.2,218,6.23,12,0.34,53,1.51,90,2.57,8,1.14,33,4.71,1,0.13,-,-,130,16.25,2,0.25,56,7
Yamagata,11413,242.83,152,5.07,408,13.6,4638,154.6,4554,151.8,407,13.57,244,8.13,309,10.3,535,17.83,13,0.43,65,2.17,425,14.17,-,-,46,5.75,2,0.2,6,0.6,104,10.4,-,-,77,7.7
Fukushima,23757,308.53,520,11.3,474,10.3,3431,74.59,5548,120.61,637,13.85,49,1.07,275,5.98,788,17.13,8,0.17,55,1.2,400,8.7,1,0.08,264,22,5,0.71,9,1.29,64,9.14,4,0.57,217,31
Ibaraki,30838,256.98,217,2.89,828,11.04,5546,73.95,9823,130.97,711,9.48,226,3.01,125,1.67,559,7.45,16,0.21,102,1.36,465,6.2,5,0.29,464,27.29,2,0.15,-,-,69,5.31,-,-,122,9.38
Tochigi,17673,232.54,163,3.4,501,10.44,1962,40.88,3805,79.27,508,10.58,158,3.29,57,1.19,635,13.23,1,0.02,37,0.77,321,6.69,-,-,297,24.75,2,0.29,5,0.71,75,10.71,2,0.29,89,12.71
Gunma,23691,252.03,184,3.23,567,9.95,4775,83.77,10219,179.28,437,7.67,548,9.61,276,4.84,720,12.63,2,0.04,168,2.95,1073,18.82,2,0.15,243,18.69,1,0.13,4,0.5,146,18.25,-,-,310,38.75
Saitama,84799,336.5,690,4.31,2272,14.2,13752,85.95,29369,183.56,2019,12.62,1354,8.46,380,2.38,2260,14.13,20,0.13,467,2.92,2028,12.68,41,1.03,768,19.2,7,0.7,13,1.3,78,7.8,10,1,111,11.1
Chiba,68410,319.67,460,3.43,1601,11.95,12214,91.15,20527,153.19,1498,11.18,1194,8.91,223,1.66,1645,12.28,33,0.25,725,5.41,979,7.31,18,0.53,812,23.88,15,1.67,17,1.89,107,11.89,-,-,101,11.22
Tokyo,107351,259.3,1232,4.72,3348,12.83,16717,64.05,48452,185.64,2674,10.25,3699,14.17,790,3.03,3787,14.51,48,0.18,840,3.22,1799,6.89,4,0.11,536,14.11,19,0.76,17,0.68,128,5.12,31,1.24,228,9.12
