"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2021",,,,,,"Data collected as of January 5, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1026,0.21,225727,71.61,33443,10.61,92923,29.48,496383,157.48,17475,5.54,75689,24.01,2186,0.69,59564,18.9,37104,11.77,7268,2.31,139,0.2,6759,9.74,360,0.75,455,0.95,661,1.39,23,0.05,87,0.18
Hokkaido,59,0.27,10035,73.25,2098,15.31,6457,47.13,9456,69.02,985,7.19,315,2.3,53,0.39,1453,10.61,121,0.88,181,1.32,2,0.07,135,4.82,4,0.18,1,0.05,37,1.68,-,-,6,0.27
Aomori,7,0.11,1333,31.74,334,7.95,489,11.64,5276,125.62,245,5.83,344,8.19,34,0.81,642,15.29,148,3.52,50,1.19,1,0.09,34,3.09,7,1.17,4,0.67,31,5.17,-,-,-,-
Iwate,6,0.09,2118,52.95,256,6.4,2515,62.88,6134,153.35,273,6.83,1531,38.28,30,0.75,939,23.48,248,6.2,79,1.98,-,-,107,7.64,8,0.42,8,0.42,22,1.16,-,-,4,0.21
Miyagi,12,0.13,5344,92.14,573,9.88,1078,18.59,7980,137.59,444,7.66,829,14.29,50,0.86,1380,23.79,282,4.86,159,2.74,1,0.08,98,8.17,2,0.17,-,-,37,3.08,-,-,3,0.25
Akita,-,-,1635,48.09,196,5.76,899,26.44,2619,77.03,250,7.35,50,1.47,21,0.62,380,11.18,73,2.15,21,0.62,4,0.57,34,4.86,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,68,1.55,3045,105,612,21.1,1562,53.86,3690,127.24,153,5.28,107,3.69,18,0.62,717,24.72,442,15.24,57,1.97,-,-,69,8.63,2,0.2,-,-,5,0.5,-,-,1,0.1
Fukushima,20,0.24,4757,95.14,823,16.46,1638,32.76,5951,119.02,281,5.62,162,3.24,35,0.7,1432,28.64,314,6.28,116,2.32,1,0.08,176,13.54,7,1,2,0.29,2,0.29,-,-,3,0.43
Ibaraki,19,0.16,2671,35.61,569,7.59,2394,31.92,8102,108.03,324,4.32,391,5.21,39,0.52,921,12.28,862,11.49,140,1.87,-,-,370,21.76,1,0.08,4,0.33,89,7.42,-,-,1,0.08
