"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2022",,,,,,"Data collected as of February 24, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,339,0.07,7604,2.42,3804,1.21,9168,2.92,129523,41.25,1856,0.59,5349,1.7,274,0.09,5795,1.85,1025,0.33,517,0.16,22,0.03,788,1.14,41,0.09,39,0.08,33,0.07,2,0,28,0.06
Hokkaido,7,0.03,593,4.27,224,1.61,602,4.33,1296,9.32,122,0.88,50,0.36,8,0.06,157,1.13,15,0.11,18,0.13,2,0.07,17,0.61,1,0.04,-,-,3,0.13,1,0.04,5,0.22
Aomori,1,0.02,2,0.05,29,0.71,68,1.66,1185,28.9,22,0.54,100,2.44,3,0.07,73,1.78,1,0.02,9,0.22,-,-,11,1,-,-,-,-,5,0.83,-,-,1,0.17
Iwate,2,0.03,264,6.77,57,1.46,214,5.49,1437,36.85,42,1.08,17,0.44,4,0.1,95,2.44,35,0.9,4,0.1,-,-,9,0.64,1,0.05,-,-,2,0.11,-,-,2,0.11
Miyagi,13,0.14,38,0.66,71,1.22,141,2.43,3206,55.28,57,0.98,55,0.95,9,0.16,153,2.64,38,0.66,10,0.17,-,-,12,1,2,0.17,-,-,1,0.08,-,-,-,-
Akita,2,0.04,16,0.47,32,0.94,107,3.15,752,22.12,24,0.71,5,0.15,-,-,34,1,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Yamagata,3,0.07,1,0.03,63,2.17,132,4.55,2345,80.86,26,0.9,23,0.79,3,0.1,72,2.48,24,0.83,3,0.1,-,-,12,1.5,-,-,-,-,-,-,-,-,1,0.1
Fukushima,5,0.06,49,0.98,112,2.24,172,3.44,1915,38.3,28,0.56,101,2.02,17,0.34,160,3.2,24,0.48,6,0.12,-,-,29,2.23,-,-,1,0.14,1,0.14,-,-,-,-
Ibaraki,13,0.11,29,0.39,46,0.61,172,2.29,2568,34.24,35,0.47,37,0.49,2,0.03,90,1.2,9,0.12,13,0.17,-,-,36,2.12,1,0.08,-,-,9,0.75,-,-,-,-
Tochigi,6,0.08,46,0.96,24,0.5,109,2.27,1072,22.33,13,0.27,131,2.73,5,0.1,128,2.67,6,0.13,4,0.08,-,-,16,1.33,2,0.29,-,-,-,-,-,-,-,-
Gunma,1,0.01,52,0.96,63,1.17,79,1.46,2409,44.61,27,0.5,59,1.09,7,0.13,122,2.26,20,0.37,15,0.28,1,0.08,26,2,-,-,-,-,-,-,-,-,-,-
Saitama,9,0.04,55,0.35,146,0.92,202,1.28,7893,49.96,100,0.63,125,0.79,20,0.13,313,1.98,37,0.23,32,0.2,4,0.1,49,1.26,1,0.09,1,0.09,-,-,-,-,-,-
Chiba,17,0.08,5,0.04,98,0.77,344,2.71,5108,40.22,74,0.58,86,0.68,7,0.06,221,1.74,20,0.16,41,0.32,-,-,28,0.88,4,0.44,2,0.22,2,0.22,-,-,-,-
Tokyo,15,0.04,43,0.17,118,0.46,334,1.31,11974,47.14,114,0.45,297,1.17,22,0.09,452,1.78,48,0.19,57,0.22,-,-,35,0.95,1,0.04,2,0.08,2,0.08,1,0.04,-,-
Kanagawa,24,0.07,29,0.13,93,0.42,396,1.8,7390,33.59,112,0.51,267,1.21,20,0.09,354,1.61,68,0.31,45,0.2,2,0.04,102,2.04,-,-,2,0.2,-,-,-,-,-,-
Niigata,3,0.03,21,0.37,144,2.53,526,9.23,1421,24.93,36,0.63,248,4.35,3,0.05,133,2.33,115,2.02,14,0.25,2,0.2,11,1.1,1,0.08,2,0.15,1,0.08,-,-,-,-
Toyama,-,-,295,10.17,120,4.14,124,4.28,1540,53.1,20,0.69,99,3.41,1,0.03,44,1.52,56,1.93,4,0.14,-,-,2,0.29,1,0.2,-,-,-,-,-,-,-,-
Ishikawa,2,0.04,26,0.9,88,3.03,119,4.1,1649,56.86,29,1,40,1.38,-,-,47,1.62,13,0.45,2,0.07,-,-,5,0.71,-,-,1,0.2,1,0.2,-,-,-,-
Fukui,-,-,60,2.61,64,2.78,69,3,1447,62.91,11,0.48,154,6.7,21,0.91,33,1.43,31,1.35,1,0.04,-,-,3,1,3,0.5,1,0.17,-,-,-,-,-,-
Yamanashi,-,-,11,0.46,1,0.04,15,0.63,700,29.17,8,0.33,24,1,-,-,30,1.25,1,0.04,4,0.17,-,-,6,0.67,-,-,-,-,-,-,-,-,-,-
Nagano,6,0.07,25,0.46,25,0.46,86,1.59,1635,30.28,48,0.89,69,1.28,6,0.11,66,1.22,31,0.57,8,0.15,-,-,5,0.45,1,0.09,1,0.09,-,-,-,-,2,0.18
Gifu,10,0.12,34,0.65,73,1.4,73,1.4,1266,24.35,11,0.21,45,0.87,-,-,73,1.4,4,0.08,6,0.12,-,-,1,0.09,-,-,1,0.2,-,-,-,-,-,-
Shizuoka,12,0.09,50,0.56,112,1.26,173,1.94,4696,52.76,55,0.62,64,0.72,14,0.16,145,1.63,23,0.26,18,0.2,-,-,31,1.41,3,0.3,4,0.4,-,-,-,-,-,-
Aichi,15,0.08,269,1.48,111,0.61,453,2.49,5982,32.87,60,0.33,105,0.58,8,0.04,242,1.33,24,0.13,25,0.14,-,-,28,0.8,3,0.2,3,0.2,-,-,-,-,-,-
Mie,1,0.01,1,0.02,42,0.95,57,1.3,2438,55.41,26,0.59,85,1.93,3,0.07,88,2,12,0.27,5,0.11,1,0.08,7,0.58,1,0.11,-,-,-,-,-,-,-,-
Shiga,7,0.12,16,0.44,21,0.58,91,2.53,1217,33.81,19,0.53,41,1.14,2,0.06,75,2.08,10,0.28,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,27,0.22,34,0.45,83,1.09,116,1.53,2321,30.54,20,0.26,69,0.91,3,0.04,60,0.79,6,0.08,11,0.14,-,-,5,0.28,-,-,-,-,-,-,-,-,-,-
Osaka,34,0.11,331,1.68,194,0.98,332,1.69,7075,35.91,98,0.5,151,0.77,13,0.07,286,1.45,30,0.15,31,0.16,3,0.06,24,0.46,-,-,-,-,-,-,-,-,1,0.06
Hyogo,8,0.04,92,0.72,120,0.94,238,1.87,6873,54.12,48,0.38,129,1.02,18,0.14,200,1.57,16,0.13,16,0.13,-,-,38,1.09,1,0.07,6,0.43,-,-,-,-,2,0.14
Nara,-,-,39,1.15,27,0.79,76,2.24,1416,41.65,12,0.35,41,1.21,1,0.03,58,1.71,7,0.21,-,-,-,-,7,0.7,-,-,-,-,1,0.17,-,-,-,-
Wakayama,1,0.02,10,0.33,35,1.17,71,2.37,1116,37.2,23,0.77,62,2.07,1,0.03,58,1.93,11,0.37,5,0.17,-,-,7,1.75,1,0.09,1,0.09,1,0.09,-,-,-,-
Tottori,1,0.03,7,0.37,44,2.32,344,18.11,565,29.74,10,0.53,203,10.68,4,0.21,29,1.53,24,1.26,1,0.05,-,-,5,1,1,0.2,2,0.4,-,-,-,-,-,-
