"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2022",,,,,,"Data collected as of February 24, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Shimane,-,-,8,0.35,19,0.83,46,2,719,31.26,11,0.48,303,13.17,-,-,57,2.48,12,0.52,1,0.04,-,-,1,0.33,1,0.13,-,-,-,-,-,-,1,0.13
Okayama,20,0.24,70,1.3,59,1.09,40,0.74,2544,47.11,36,0.67,88,1.63,5,0.09,86,1.59,3,0.06,7,0.13,1,0.08,3,0.25,-,-,-,-,-,-,-,-,-,-
Hiroshima,11,0.1,281,3.96,129,1.82,90,1.27,2973,41.87,28,0.39,342,4.82,4,0.06,95,1.34,42,0.59,5,0.07,-,-,28,1.47,-,-,1,0.05,-,-,-,-,-,-
Yamaguchi,5,0.07,85,1.85,64,1.39,183,3.98,1543,33.54,15,0.33,58,1.26,3,0.07,90,1.96,17,0.37,6,0.13,-,-,7,0.78,-,-,-,-,1,0.11,-,-,-,-
Tokushima,-,-,5,0.22,48,2.09,25,1.09,797,34.65,13,0.57,73,3.17,-,-,51,2.22,2,0.09,2,0.09,-,-,2,0.5,-,-,-,-,-,-,-,-,-,-
Kagawa,1,0.02,2,0.07,39,1.39,49,1.75,1807,64.54,25,0.89,64,2.29,2,0.07,55,1.96,8,0.29,8,0.29,-,-,5,1,-,-,-,-,-,-,-,-,1,0.2
Ehime,5,0.08,63,1.7,42,1.14,161,4.35,2327,62.89,20,0.54,44,1.19,2,0.05,105,2.84,6,0.16,5,0.14,-,-,39,4.88,-,-,-,-,-,-,-,-,2,0.33
Kochi,9,0.2,3,0.11,34,1.21,71,2.54,992,35.43,18,0.64,5,0.18,3,0.11,56,2,1,0.04,4,0.14,-,-,3,1,2,0.25,-,-,-,-,-,-,3,0.38
Fukuoka,8,0.04,1381,11.51,251,2.09,1065,8.88,6821,56.84,101,0.84,135,1.13,7,0.06,367,3.06,9,0.08,24,0.2,3,0.12,23,0.88,-,-,4,0.27,1,0.07,-,-,-,-
Saga,-,-,201,8.74,60,2.61,83,3.61,1314,57.13,23,1,68,2.96,3,0.13,85,3.7,6,0.26,3,0.13,-,-,7,1.75,-,-,1,0.17,-,-,-,-,1,0.17
Nagasaki,4,0.06,728,16.55,93,2.11,485,11.02,1550,35.23,34,0.77,41,0.93,1,0.02,89,2.02,4,0.09,4,0.09,3,0.38,21,2.63,5,0.42,-,-,-,-,-,-,3,0.25
Kumamoto,3,0.04,725,14.8,56,1.14,50,1.02,2768,56.49,48,0.98,133,2.71,4,0.08,156,3.18,58,1.18,-,-,-,-,24,2.67,1,0.07,-,-,-,-,-,-,1,0.07
Oita,6,0.1,85,2.36,43,1.19,59,1.64,3528,98,35,0.97,137,3.81,6,0.17,113,3.14,9,0.25,6,0.17,-,-,10,2,-,-,1,0.09,1,0.09,-,-,-,-
Miyazaki,8,0.14,683,18.97,99,2.75,344,9.56,2409,66.92,53,1.47,81,2.25,3,0.08,122,3.39,11,0.31,9,0.25,-,-,24,4,-,-,-,-,-,-,-,-,-,-
Kagoshima,10,0.11,578,10.91,239,4.51,239,4.51,3222,60.79,41,0.77,570,10.75,5,0.09,131,2.47,54,1.02,17,0.32,-,-,7,1,1,0.09,2,0.18,-,-,-,-,2,0.18
Okinawa,4,0.07,163,4.94,49,1.48,143,4.33,302,9.15,25,0.76,225,6.82,1,0.03,46,1.39,23,0.7,5,0.15,-,-,16,1.78,2,0.29,-,-,1,0.14,-,-,-,-
