"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2017",,,,,,"Data collected as of April 12, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1270554,256.47,12254,3.88,14894,4.71,94092,29.77,251674,79.62,15895,5.03,6205,1.96,3523,1.11,16871,5.34,313,0.1,1046,0.33,28169,8.91,101,0.15,4779,6.91,129,0.27,209,0.44,2839,5.95,78,0.16,1991,4.17
Hokkaido,41661,185.16,787,5.58,818,5.8,7639,54.18,6085,43.16,1015,7.2,75,0.53,141,1,510,3.62,18,0.13,21,0.15,941,6.67,5,0.18,141,5.04,3,0.13,7,0.3,97,4.22,-,-,52,2.26
Aomori,14139,220.92,79,1.93,159,3.88,1146,27.95,2396,58.44,94,2.29,98,2.39,89,2.17,224,5.46,2,0.05,42,1.02,137,3.34,1,0.09,54,4.91,2,0.33,-,-,57,9.5,-,-,20,3.33
Iwate,12630,197.34,74,1.9,355,9.1,1620,41.54,2932,75.18,105,2.69,15,0.38,41,1.05,243,6.23,-,-,3,0.08,339,8.69,3,0.21,50,3.57,1,0.05,-,-,82,4.32,-,-,19,1
Miyagi,24786,260.91,120,2.03,240,4.07,2275,38.56,3028,51.32,393,6.66,17,0.29,29,0.49,379,6.42,4,0.07,7,0.12,157,2.66,-,-,35,2.92,2,0.17,-,-,80,6.67,-,-,24,2
Akita,12090,223.89,99,2.83,74,2.11,821,23.46,1374,39.26,86,2.46,242,6.91,16,0.46,89,2.54,2,0.06,11,0.31,38,1.09,-,-,16,2.29,-,-,-,-,61,7.63,-,-,17,2.13
Yamagata,9935,211.38,64,2.13,107,3.57,2177,72.57,1487,49.57,222,7.4,23,0.77,49,1.63,243,8.1,4,0.13,16,0.53,314,10.47,-,-,38,4.75,1,0.1,3,0.3,58,5.8,-,-,23,2.3
Fukushima,21021,273,188,4.09,173,3.76,1556,33.83,2783,60.5,261,5.67,15,0.33,177,3.85,342,7.43,4,0.09,6,0.13,135,2.93,1,0.08,99,8.25,3,0.43,3,0.43,46,6.57,-,-,158,22.57
Ibaraki,29440,245.33,126,1.68,217,2.89,2509,33.45,5098,67.97,342,4.56,71,0.95,57,0.76,240,3.2,7,0.09,8,0.11,267,3.56,3,0.18,191,11.24,-,-,-,-,50,3.85,-,-,60,4.62
Tochigi,16260,213.95,80,1.67,119,2.48,840,17.5,2082,43.38,239,4.98,11,0.23,27,0.56,263,5.48,1,0.02,2,0.04,118,2.46,-,-,130,10.83,1,0.14,2,0.29,51,7.29,2,0.29,42,6
Gunma,22011,234.16,94,1.62,211,3.64,2031,35.02,4896,84.41,230,3.97,193,3.33,97,1.67,317,5.47,-,-,32,0.55,492,8.48,1,0.07,107,7.64,1,0.13,1,0.13,104,13,-,-,141,17.63
Saitama,80053,318.94,297,1.87,513,3.23,5576,35.07,13327,83.82,1074,6.75,131,0.82,113,0.71,864,5.43,10,0.06,33,0.21,1092,6.87,15,0.38,248,6.2,1,0.1,10,1,46,4.6,6,0.6,54,5.4
Chiba,64288,300.41,211,1.57,310,2.31,5878,43.87,10409,77.68,685,5.11,110,0.82,132,0.99,673,5.02,13,0.1,25,0.19,440,3.28,10,0.29,359,10.56,5,0.56,11,1.22,65,7.22,-,-,38,4.22
Tokyo,100691,243.21,393,1.51,817,3.13,6713,25.72,23717,90.87,1167,4.47,234,0.9,377,1.44,1586,6.08,20,0.08,23,0.09,1018,3.9,3,0.08,165,4.34,10,0.42,7,0.29,95,3.96,17,0.71,149,6.21
Kanagawa,92419,267.11,295,1.37,459,2.13,5124,23.83,16555,77,1259,5.86,141,0.66,216,1,1195,5.56,5,0.02,23,0.11,1603,7.46,10,0.2,838,16.76,3,0.3,8,0.8,47,4.7,-,-,145,14.5
Niigata,22348,245.58,229,4.02,501,8.79,2235,39.21,5914,103.75,283,4.96,33,0.58,123,2.16,295,5.18,6,0.11,11,0.19,1798,31.54,1,0.1,97,9.7,4,0.31,2,0.15,91,7,9,0.69,25,1.92
Toyama,10108,210.58,297,10.24,163,5.62,677,23.34,2585,89.14,108,3.72,62,2.14,7,0.24,121,4.17,2,0.07,11,0.38,596,20.55,3,0.43,130,18.57,1,0.2,1,0.2,30,6,-,-,21,4.2
Ishikawa,14931,311.06,89,3.07,239,8.24,1072,36.97,3660,126.21,191,6.59,20,0.69,12,0.41,138,4.76,2,0.07,4,0.14,51,1.76,-,-,9,1.29,1,0.2,-,-,56,11.2,-,-,24,4.8
Fukui,10619,331.84,63,2.86,148,6.73,653,29.68,2480,112.73,121,5.5,19,0.86,11,0.5,102,4.64,1,0.05,2,0.09,146,6.64,-,-,7,2.33,3,0.5,3,0.5,37,6.17,-,-,10,1.67
Yamanashi,10228,249.46,23,0.96,151,6.29,796,33.17,2256,94,78,3.25,47,1.96,26,1.08,70,2.92,1,0.04,4,0.17,251,10.46,1,0.11,34,3.78,3,0.3,1,0.1,78,7.8,2,0.2,23,2.3
Nagano,25749,299.41,175,3.3,39,0.74,1298,24.49,5384,101.58,197,3.72,71,1.34,60,1.13,210,3.96,4,0.08,8,0.15,1507,28.43,4,0.36,54,4.91,1,0.09,1,0.09,79,7.18,-,-,40,3.64
Gifu,21631,248.63,158,2.98,201,3.79,558,10.53,2673,50.43,191,3.6,62,1.17,23,0.43,189,3.57,5,0.09,2,0.04,588,11.09,-,-,29,2.64,-,-,7,1.4,83,16.6,-,-,43,8.6
Shizuoka,36656,263.71,225,2.53,423,4.75,3213,36.1,6442,72.38,291,3.27,104,1.17,51,0.57,361,4.06,6,0.07,7,0.08,522,5.87,8,0.38,102,4.86,2,0.2,8,0.8,66,6.6,19,1.9,35,3.5
Aichi,63303,324.63,528,2.9,692,3.8,3684,20.24,10657,58.55,610,3.35,323,1.77,96,0.53,732,4.02,9,0.05,29,0.16,789,4.34,5,0.14,114,3.26,3,0.2,10,0.67,145,9.67,1,0.07,68,4.53
Mie,18510,257.08,347,7.71,386,8.58,858,19.07,2506,55.69,165,3.67,104,2.31,69,1.53,271,6.02,5,0.11,5,0.11,161,3.58,2,0.17,12,1,13,1.44,13,1.44,53,5.89,9,1,8,0.89
Shiga,11552,222.15,133,4.29,107,3.45,408,13.16,2414,77.87,149,4.81,71,2.29,10,0.32,130,4.19,3,0.1,32,1.03,293,9.45,-,-,17,2.13,1,0.14,7,1,32,4.57,-,-,7,1
Kyoto,26451,213.31,105,1.4,365,4.87,1142,15.23,4524,60.32,232,3.09,152,2.03,40,0.53,279,3.72,11,0.15,30,0.4,472,6.29,1,0.06,70,4.12,2,0.29,3,0.43,42,6,-,-,23,3.29
Osaka,64642,210.56,1359,6.83,1078,5.42,4764,23.94,13136,66.01,1018,5.12,588,2.95,88,0.44,1049,5.27,14,0.07,110,0.55,2394,12.03,5,0.1,179,3.44,11,0.69,6,0.38,134,8.38,-,-,82,5.13
Hyogo,42929,220.15,695,5.52,817,6.48,2284,18.13,10757,85.37,601,4.77,178,1.41,137,1.09,569,4.52,8,0.06,19,0.15,1390,11.03,1,0.03,147,4.32,4,0.31,7,0.54,82,6.31,-,-,41,3.15
Nara,9944,184.15,353,10.38,198,5.82,944,27.76,1502,44.18,105,3.09,70,2.06,21,0.62,193,5.68,1,0.03,10,0.29,424,12.47,-,-,63,6.3,3,0.5,7,1.17,56,9.33,1,0.17,18,3
Wakayama,8105,165.41,180,6,147,4.9,213,7.1,1902,63.4,116,3.87,16,0.53,24,0.8,160,5.33,5,0.17,10,0.33,870,29,3,0.75,7,1.75,3,0.27,6,0.55,30,2.73,3,0.27,28,2.55
Tottori,5555,191.55,36,1.89,112,5.89,1461,76.89,1216,64,206,10.84,13,0.68,22,1.16,98,5.16,4,0.21,8,0.42,398,20.95,2,0.4,47,9.4,1,0.2,7,1.4,25,5,-,-,39,7.8
Shimane,6890,181.32,60,2.61,121,5.26,899,39.09,1634,71.04,103,4.48,55,2.39,138,6,165,7.17,6,0.26,3,0.13,467,20.3,-,-,1,0.33,-,-,5,0.63,32,4,-,-,5,0.63
Okayama,21256,253.05,151,2.8,371,6.87,689,12.76,3616,66.96,152,2.81,246,4.56,44,0.81,255,4.72,4,0.07,24,0.44,274,5.07,7,0.58,61,5.08,2,0.4,4,0.8,24,4.8,1,0.2,1,0.2
Hiroshima,26244,230.21,365,5.14,537,7.56,1903,26.8,4620,65.07,341,4.8,276,3.89,131,1.85,357,5.03,8,0.11,42,0.59,367,5.17,1,0.05,171,9,3,0.15,1,0.05,72,3.6,1,0.05,66,3.3
Yamaguchi,18846,277.15,348,7.25,366,7.63,1381,28.77,2714,56.54,200,4.17,111,2.31,89,1.85,321,6.69,6,0.13,18,0.38,1471,30.65,-,-,63,7,4,0.44,1,0.11,76,8.44,1,0.11,31,3.44
Tokushima,8111,219.22,203,8.83,116,5.04,500,21.74,1766,76.78,61,2.65,55,2.39,31,1.35,178,7.74,4,0.17,5,0.22,279,12.13,1,0.25,6,1.5,-,-,-,-,8,1.33,-,-,3,0.5
Kagawa,8689,184.87,145,5.18,164,5.86,837,29.89,3258,116.36,71,2.54,87,3.11,42,1.5,157,5.61,3,0.11,32,1.14,428,15.29,-,-,15,3,3,0.6,3,0.6,38,7.6,-,-,80,16
Ehime,15796,258.95,156,4.22,113,3.05,1264,34.16,4716,127.46,178,4.81,86,2.32,134,3.62,318,8.59,2,0.05,20,0.54,971,26.24,-,-,140,17.5,1,0.17,1,0.17,33,5.5,-,-,9,1.5
Kochi,14281,297.52,185,6.17,71,2.37,853,28.43,2306,76.87,156,5.2,16,0.53,55,1.83,119,3.97,13,0.43,2,0.07,96,3.2,-,-,6,2,1,0.13,3,0.38,43,5.38,5,0.63,13,1.63
Fukuoka,68150,344.19,827,6.89,773,6.44,5335,44.46,16074,133.95,875,7.29,569,4.74,119,0.99,978,8.15,36,0.3,75,0.63,1243,10.36,-,-,187,7.19,5,0.33,17,1.13,192,12.8,-,-,21,1.4
Saga,12253,314.18,176,7.65,203,8.83,659,28.65,2091,90.91,169,7.35,102,4.43,17,0.74,188,8.17,1,0.04,9,0.39,124,5.39,-,-,30,7.5,5,0.83,3,0.5,17,2.83,1,0.17,60,10
