"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2022",,,,,,"Data collected as of May 11, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,509,0.1,12672,4.03,7021,2.24,17537,5.58,247189,78.7,4109,1.31,8191,2.61,732,0.23,15829,5.04,1533,0.49,1414,0.45,51,0.07,1831,2.65,98,0.21,112,0.23,98,0.21,13,0.03,56,0.12
Hokkaido,15,0.07,1014,7.35,405,2.93,1220,8.84,3296,23.88,237,1.72,67,0.49,13,0.09,362,2.62,19,0.14,42,0.3,5,0.18,37,1.32,4,0.18,-,-,8,0.36,1,0.05,6,0.27
Aomori,1,0.02,2,0.05,52,1.27,91,2.22,2255,55,48,1.17,113,2.76,8,0.2,209,5.1,2,0.05,18,0.44,-,-,14,1.27,1,0.17,1,0.17,12,2,-,-,1,0.17
Iwate,2,0.03,385,9.87,101,2.59,410,10.51,2675,68.59,90,2.31,25,0.64,16,0.41,256,6.56,35,0.9,20,0.51,-,-,24,1.71,2,0.11,2,0.11,3,0.16,-,-,2,0.11
Miyagi,14,0.15,90,1.58,85,1.49,275,4.82,4976,87.3,100,1.75,70,1.23,22,0.39,368,6.46,63,1.11,19,0.33,1,0.08,28,2.33,3,0.25,-,-,3,0.25,-,-,1,0.08
Akita,2,0.04,68,2,55,1.62,221,6.5,1454,42.76,105,3.09,6,0.18,1,0.03,89,2.62,1,0.03,3,0.09,1,0.14,4,0.57,-,-,-,-,1,0.13,-,-,1,0.13
Yamagata,3,0.07,3,0.1,133,4.59,225,7.76,3829,132.03,43,1.48,25,0.86,5,0.17,204,7.03,29,1,9,0.31,-,-,40,5,-,-,-,-,-,-,-,-,1,0.1
Fukushima,6,0.07,68,1.36,228,4.56,269,5.38,3920,78.4,92,1.84,115,2.3,25,0.5,418,8.36,26,0.52,17,0.34,-,-,43,3.31,1,0.14,3,0.43,1,0.14,-,-,1,0.14
Ibaraki,16,0.13,56,0.75,102,1.36,334,4.45,4870,64.93,79,1.05,88,1.17,7,0.09,195,2.6,13,0.17,38,0.51,-,-,92,5.41,1,0.08,-,-,17,1.42,-,-,-,-
