"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2020",,,,,,"Data collected as of March 4, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,535169,108.58,8389,2.67,10850,3.45,81521,25.91,157352,50.02,11136,3.54,3988,1.27,11227,3.57,7757,2.47,642,0.2,1389,0.44,37,0.05,2666,3.86,73,0.15,85,0.18,1400,2.93,11,0.02,126,0.26
Hokkaido,25672,117.76,795,5.89,590,4.37,4678,34.65,2723,20.17,452,3.35,35,0.26,1046,7.75,215,1.59,22,0.16,32,0.24,2,0.07,215,7.68,3,0.14,5,0.23,107,4.86,-,-,17,0.77
Aomori,4478,68.89,108,2.57,75,1.79,666,15.86,2249,53.55,85,2.02,172,4.1,190,4.52,111,2.64,3,0.07,8,0.19,-,-,30,2.73,-,-,-,-,16,2.67,-,-,1,0.17
Iwate,7778,117.85,109,2.66,68,1.66,1392,33.95,1723,42.02,104,2.54,115,2.8,151,3.68,102,2.49,5,0.12,18,0.44,-,-,42,3,1,0.05,-,-,17,0.89,-,-,4,0.21
Miyagi,7368,78.38,241,4.16,200,3.45,2003,34.53,2866,49.41,243,4.19,156,2.69,105,1.81,150,2.59,2,0.03,19,0.33,1,0.08,25,2.08,1,0.08,-,-,69,5.75,-,-,1,0.08
Akita,6747,127.3,51,1.5,39,1.15,297,8.74,1154,33.94,48,1.41,91,2.68,17,0.5,39,1.15,-,-,7,0.21,1,0.17,8,1.33,1,0.13,-,-,7,0.88,-,-,1,0.13
Yamagata,3885,88.3,93,3.21,226,7.79,1453,50.1,1319,45.48,164,5.66,10,0.34,120,4.14,121,4.17,8,0.28,7,0.24,-,-,27,3.86,1,0.1,-,-,18,1.8,-,-,-,-
Fukushima,10045,121.02,207,4.14,160,3.2,1355,27.1,1964,39.28,180,3.6,42,0.84,417,8.34,214,4.28,3,0.06,22,0.44,-,-,107,8.23,1,0.14,-,-,20,2.86,-,-,-,-
Ibaraki,11520,96,104,1.39,314,4.19,1669,22.25,3553,47.37,324,4.32,30,0.4,147,1.96,118,1.57,6,0.08,23,0.31,-,-,122,7.18,-,-,2,0.17,64,5.33,-,-,2,0.17
Tochigi,5824,76.63,118,2.46,56,1.17,771,16.06,1467,30.56,152,3.17,29,0.6,68,1.42,125,2.6,1,0.02,14,0.29,-,-,26,2.17,-,-,-,-,18,2.57,-,-,1,0.14
Gunma,10598,126.17,86,1.65,215,4.13,927,17.83,2270,43.65,205,3.94,49,0.94,128,2.46,147,2.83,10,0.19,23,0.44,-,-,80,5.71,1,0.11,1,0.11,37,4.11,-,-,1,0.11
Saitama,27814,110.37,414,2.6,623,3.92,4676,29.41,9904,62.29,824,5.18,241,1.52,307,1.93,419,2.64,19,0.12,89,0.56,5,0.13,146,3.74,1,0.09,3,0.27,38,3.45,-,-,1,0.09
Chiba,24030,112.82,233,1.75,290,2.18,4978,37.43,6222,46.78,497,3.74,140,1.05,237,1.78,259,1.95,19,0.14,78,0.59,3,0.09,141,4.15,2,0.25,-,-,39,4.88,-,-,-,-
Tokyo,31794,78.89,395,1.56,539,2.13,6750,26.68,16136,63.78,1031,4.08,247,0.98,190,0.75,682,2.7,110,0.43,110,0.43,2,0.06,83,2.31,3,0.13,10,0.42,83,3.46,9,0.38,2,0.08
Kanagawa,28171,80.03,325,1.45,404,1.8,5872,26.21,11320,50.54,854,3.81,200,0.89,202,0.9,495,2.21,14,0.06,112,0.5,-,-,327,6.54,2,0.18,1,0.09,29,2.64,-,-,2,0.18
