"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2021",,,,,,"Data collected as of May 26, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,693,0.14,41672,13.21,12539,3.97,42446,13.45,183847,58.27,7364,2.33,2023,0.64,1058,0.34,24097,7.64,1945,0.62,2377,0.75,44,0.06,2416,3.48,129,0.27,177,0.37,325,0.68,10,0.02,42,0.09
Hokkaido,50,0.23,348,2.5,655,4.71,3204,23.05,4936,35.51,420,3.02,10,0.07,26,0.19,624,4.49,7,0.05,57,0.41,1,0.04,56,2,3,0.13,-,-,10,0.43,-,-,2,0.09
Aomori,4,0.06,531,12.64,144,3.43,312,7.43,2641,62.88,85,2.02,7,0.17,8,0.19,250,5.95,1,0.02,13,0.31,-,-,15,1.36,-,-,2,0.33,11,1.83,-,-,-,-
Iwate,3,0.05,1063,26.58,109,2.73,1154,28.85,2574,64.35,139,3.48,4,0.1,13,0.33,372,9.3,5,0.13,25,0.63,-,-,58,4.14,2,0.11,3,0.16,13,0.68,-,-,2,0.11
Miyagi,10,0.11,366,6.31,239,4.12,482,8.31,2537,43.74,207,3.57,22,0.38,21,0.36,528,9.1,3,0.05,59,1.02,-,-,23,1.92,2,0.17,-,-,19,1.58,-,-,1,0.08
Akita,-,-,492,14.47,75,2.21,390,11.47,1243,36.56,99,2.91,7,0.21,11,0.32,155,4.56,3,0.09,6,0.18,-,-,8,1.14,-,-,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,361,12.45,185,6.38,743,25.62,1588,54.76,45,1.55,10,0.34,11,0.38,297,10.24,11,0.38,20,0.69,-,-,19,2.38,2,0.2,-,-,2,0.2,-,-,1,0.1
Fukushima,15,0.18,241,4.82,256,5.12,892,17.84,2907,58.14,117,2.34,16,0.32,16,0.32,551,11.02,4,0.08,30,0.6,1,0.08,75,5.77,4,0.57,-,-,1,0.14,-,-,-,-
Ibaraki,10,0.08,64,0.85,190,2.53,909,12.12,2713,36.17,127,1.69,35,0.47,23,0.31,375,5,54,0.72,44,0.59,-,-,99,5.82,-,-,2,0.17,44,3.67,-,-,-,-
Tochigi,7,0.09,396,8.25,108,2.25,374,7.79,1914,39.88,86,1.79,25,0.52,22,0.46,435,9.06,15,0.31,40,0.83,1,0.08,73,6.08,2,0.29,9,1.29,16,2.29,-,-,-,-
Gunma,7,0.08,7,0.13,173,3.2,435,8.06,3104,57.48,72,1.33,23,0.43,11,0.2,463,8.57,7,0.13,58,1.07,-,-,103,6.87,3,0.33,-,-,3,0.33,-,-,2,0.22
Saitama,25,0.1,86,0.54,558,3.51,1515,9.53,8839,55.59,415,2.61,63,0.4,68,0.43,1465,9.21,40,0.25,169,1.06,11,0.28,129,3.31,6,0.55,10,0.91,5,0.45,-,-,3,0.27
Chiba,31,0.15,58,0.44,275,2.1,1308,9.98,4798,36.63,378,2.89,39,0.3,51,0.39,924,7.05,20,0.15,130,0.99,2,0.06,138,4.18,4,0.44,7,0.78,7,0.78,-,-,2,0.22
Tokyo,30,0.07,839,3.26,512,1.99,1671,6.5,15606,60.72,501,1.95,120,0.47,126,0.49,2221,8.64,64,0.25,229,0.89,-,-,90,2.43,6,0.24,12,0.48,8,0.32,9,0.36,2,0.08
Kanagawa,22,0.06,597,2.65,312,1.39,1788,7.95,9669,42.97,481,2.14,65,0.29,91,0.4,1644,7.31,39,0.17,182,0.81,6,0.12,310,6.2,3,0.27,6,0.55,11,1,-,-,1,0.09
Niigata,16,0.18,6,0.11,591,10.55,2097,37.45,2278,40.68,192,3.43,19,0.34,28,0.5,449,8.02,11,0.2,62,1.11,9,0.9,22,2.2,4,0.31,6,0.46,14,1.08,-,-,-,-
Toyama,5,0.1,969,33.41,193,6.66,689,23.76,1409,48.59,46,1.59,14,0.48,15,0.52,203,7,16,0.55,12,0.41,-,-,1,0.14,1,0.2,1,0.2,9,1.8,-,-,1,0.2
Ishikawa,-,-,647,22.31,300,10.34,476,16.41,1757,60.59,130,4.48,2,0.07,5,0.17,240,8.28,1,0.03,15,0.52,-,-,10,1.43,-,-,-,-,7,1.4,-,-,1,0.2
Fukui,-,-,275,11.96,194,8.43,382,16.61,2533,110.13,55,2.39,1,0.04,4,0.17,177,7.7,10,0.43,13,0.57,-,-,6,2,8,1.33,1,0.17,1,0.17,-,-,-,-
Yamanashi,-,-,19,0.79,13,0.54,143,5.96,858,35.75,32,1.33,1,0.04,11,0.46,111,4.63,5,0.21,13,0.54,-,-,25,2.78,-,-,3,0.3,3,0.3,-,-,-,-
Nagano,7,0.08,2,0.04,92,1.74,531,10.02,2970,56.04,154,2.91,17,0.32,21,0.4,359,6.77,38,0.72,26,0.49,1,0.09,13,1.18,4,0.4,4,0.4,2,0.2,-,-,1,0.1
Gifu,26,0.3,215,4.13,151,2.9,361,6.94,1302,25.04,48,0.92,7,0.13,20,0.38,255,4.9,9,0.17,18,0.35,1,0.09,10,0.91,-,-,-,-,3,0.6,-,-,1,0.2
Shizuoka,7,0.05,1426,16.2,348,3.95,760,8.64,4547,51.67,177,2.01,26,0.3,28,0.32,576,6.55,8,0.09,73,0.83,-,-,28,1.27,6,0.6,6,0.6,2,0.2,-,-,-,-
Aichi,30,0.15,1565,8.6,439,2.41,1527,8.39,7974,43.81,245,1.35,51,0.28,33,0.18,1008,5.54,57,0.31,116,0.64,-,-,61,1.74,2,0.13,14,0.93,1,0.07,-,-,1,0.07
Mie,20,0.29,202,4.59,143,3.25,255,5.8,2997,68.11,95,2.16,10,0.23,9,0.2,337,7.66,33,0.75,23,0.52,-,-,7,0.58,-,-,2,0.22,16,1.78,-,-,1,0.11
