"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2016",,,,,,"Data collected as of March 16, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1244446,251.25,17128,5.42,11708,3.71,95355,30.19,225643,71.43,13842,4.38,1082,0.34,19250,6.09,12001,3.8,398,0.13,442,0.14,26496,8.39,76,0.11,4627,6.73,81,0.17,167,0.35,2767,5.84,102,0.22,1728,3.65
Hokkaido,59460,263.1,716,5.04,527,3.71,7640,53.8,4453,31.36,580,4.08,94,0.66,1658,11.68,353,2.49,13,0.09,19,0.13,2093,14.74,-,-,79,2.82,1,0.04,4,0.17,76,3.3,3,0.13,113,4.91
Aomori,10636,163.63,80,1.9,141,3.36,693,16.5,1427,33.98,91,2.17,14,0.33,156,3.71,145,3.45,-,-,4,0.1,282,6.71,-,-,64,5.82,5,0.83,4,0.67,46,7.67,-,-,16,2.67
Iwate,13362,205.57,137,3.43,64,1.6,2024,50.6,2946,73.65,90,2.25,7,0.18,115,2.88,140,3.5,6,0.15,2,0.05,126,3.15,2,0.14,66,4.71,1,0.05,3,0.16,67,3.53,1,0.05,20,1.05
Miyagi,18472,194.44,223,3.78,143,2.42,3252,55.12,4593,77.85,327,5.54,5,0.08,119,2.02,262,4.44,3,0.05,2,0.03,252,4.27,-,-,29,2.42,3,0.25,-,-,90,7.5,-,-,3,0.25
Akita,7567,140.13,52,1.49,84,2.4,532,15.2,1763,50.37,77,2.2,10,0.29,857,24.49,59,1.69,5,0.14,3,0.09,44,1.26,1,0.14,13,1.86,-,-,-,-,37,4.63,-,-,67,8.38
Yamagata,8822,187.7,35,1.21,136,4.69,2276,78.48,2882,99.38,153,5.28,9,0.31,736,25.38,181,6.24,1,0.03,-,-,530,18.28,-,-,11,1.38,-,-,2,0.2,33,3.3,4,0.4,3,0.3
Fukushima,15799,205.18,230,5,156,3.39,1041,22.63,2377,51.67,211,4.59,10,0.22,302,6.57,227,4.93,8,0.17,3,0.07,103,2.24,-,-,84,7,2,0.29,2,0.29,21,3,-,-,4,0.57
Ibaraki,27211,226.76,163,2.17,208,2.77,1593,21.24,5830,77.73,319,4.25,30,0.4,308,4.11,161,2.15,1,0.01,8,0.11,750,10,-,-,194,11.41,-,-,2,0.15,75,5.77,-,-,3,0.23
