"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2015",,,,,,"Data collected as of June 17, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1145610,232.47,28920,9.19,30651,9.74,203639,64.73,522468,166.07,38893,12.36,58123,18.48,38380,12.2,37541,11.93,987,0.31,8866,2.82,25456,8.09,219,0.32,7785,11.35,197,0.41,348,0.73,2632,5.54,157,0.33,3761,7.92
Hokkaido,41384,182.31,1857,12.99,2586,18.08,12492,87.36,12939,90.48,1786,12.49,1186,8.29,1664,11.64,1089,7.62,43,0.3,63,0.44,1577,11.03,5,0.19,226,8.37,-,-,5,0.23,80,3.64,1,0.05,345,15.68
Aomori,14787,227.49,325,7.74,296,7.05,1585,37.74,4212,100.29,396,9.43,398,9.48,610,14.52,432,10.29,2,0.05,21,0.5,60,1.43,-,-,127,11.55,6,1,8,1.33,65,10.83,-,-,111,18.5
Iwate,15418,237.2,279,6.98,248,6.2,2889,72.23,6427,160.68,534,13.35,107,2.68,376,9.4,405,10.13,6,0.15,78,1.95,80,2,-,-,112,8,2,0.11,2,0.11,110,5.79,2,0.11,130,6.84
Miyagi,19589,208.39,343,5.91,567,9.78,3769,64.98,12037,207.53,907,15.64,565,9.74,1187,20.47,821,14.16,-,-,37,0.64,185,3.19,3,0.25,72,6,1,0.08,3,0.25,169,14.08,-,-,76,6.33
Akita,13225,249.53,116,3.41,254,7.47,1279,37.62,3565,104.85,327,9.62,63,1.85,95,2.79,173,5.09,1,0.03,26,0.76,256,7.53,10,1.43,51,7.29,1,0.13,-,-,87,10.88,-,-,41,5.13
Yamagata,10007,212.91,126,4.34,581,20.03,3413,117.69,7311,252.1,479,16.52,906,31.24,311,10.72,447,15.41,6,0.21,17,0.59,447,15.41,-,-,27,3.86,2,0.2,6,0.6,24,2.4,9,0.9,48,4.8
Fukushima,19031,250.41,707,15.71,424,9.42,2734,60.76,7312,162.49,520,11.56,782,17.38,943,20.96,636,14.13,10,0.22,45,1,583,12.96,-,-,187,15.58,2,0.29,4,0.57,95,13.57,1,0.14,123,17.57
Ibaraki,22489,187.41,400,5.33,584,7.79,4892,65.23,12074,160.99,884,11.79,379,5.05,866,11.55,625,8.33,10,0.13,78,1.04,512,6.83,2,0.12,318,18.71,2,0.15,1,0.08,27,2.08,1,0.08,37,2.85
Tochigi,13906,182.97,288,6,221,4.6,2207,45.98,4159,86.65,417,8.69,670,13.96,632,13.17,623,12.98,33,0.69,17,0.35,215,4.48,5,0.42,118,9.83,2,0.29,7,1,44,6.29,1,0.14,44,6.29
Gunma,19506,201.09,423,7.17,396,6.71,4614,78.2,9532,161.56,462,7.83,1151,19.51,754,12.78,723,12.25,18,0.31,116,1.97,454,7.69,1,0.08,459,35.31,4,0.5,5,0.63,58,7.25,-,-,183,22.88
