"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2021",,,,,,"Data collected as of March 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,559,0.11,11039,3.5,6770,2.15,24568,7.78,93999,29.78,4163,1.32,1174,0.37,518,0.16,12426,3.94,956,0.3,1246,0.39,26,0.04,1345,1.94,69,0.14,96,0.2,195,0.41,3,0.01,26,0.05
Hokkaido,36,0.16,10,0.07,386,2.76,1986,14.19,2121,15.15,242,1.73,7,0.05,11,0.08,327,2.34,5,0.04,36,0.26,1,0.03,35,1.21,1,0.04,-,-,6,0.26,-,-,2,0.09
Aomori,4,0.06,45,1.07,85,2.02,208,4.95,1359,32.36,44,1.05,5,0.12,1,0.02,151,3.6,-,-,4,0.1,-,-,9,0.82,-,-,1,0.17,3,0.5,-,-,-,-
Iwate,3,0.05,475,11.88,64,1.6,721,18.03,1381,34.53,91,2.28,3,0.08,6,0.15,202,5.05,4,0.1,15,0.38,-,-,34,2.43,1,0.05,2,0.11,10,0.53,-,-,2,0.11
Miyagi,7,0.07,84,1.45,148,2.55,304,5.24,1647,28.4,146,2.52,14,0.24,9,0.16,272,4.69,1,0.02,35,0.6,-,-,8,0.67,1,0.08,-,-,14,1.17,-,-,1,0.08
Akita,-,-,3,0.09,40,1.18,236,6.94,464,13.65,62,1.82,6,0.18,9,0.26,83,2.44,2,0.06,3,0.09,-,-,6,0.86,-,-,-,-,-,-,-,-,1,0.13
Yamagata,65,1.44,1,0.03,110,3.79,445,15.34,1121,38.66,20,0.69,6,0.21,3,0.1,166,5.72,9,0.31,12,0.41,-,-,18,2.25,1,0.1,-,-,-,-,-,-,-,-
Fukushima,14,0.17,109,2.18,144,2.88,586,11.72,1248,24.96,68,1.36,6,0.12,7,0.14,282,5.64,3,0.06,14,0.28,1,0.08,44,3.38,2,0.29,-,-,1,0.14,-,-,-,-
Ibaraki,8,0.07,3,0.04,96,1.28,466,6.21,1294,17.25,61,0.81,18,0.24,10,0.13,190,2.53,29,0.39,22,0.29,-,-,40,2.35,-,-,2,0.17,17,1.42,-,-,-,-
Tochigi,6,0.08,64,1.33,45,0.94,225,4.69,957,19.94,43,0.9,17,0.35,8,0.17,232,4.83,13,0.27,23,0.48,1,0.08,38,3.17,1,0.14,4,0.57,16,2.29,-,-,-,-
Gunma,5,0.06,-,-,89,1.65,256,4.74,1465,27.13,35,0.65,7,0.13,8,0.15,242,4.48,5,0.09,35,0.65,-,-,68,4.53,2,0.22,-,-,2,0.22,-,-,2,0.22
Saitama,16,0.06,14,0.09,356,2.24,900,5.66,4302,27.06,238,1.5,23,0.14,34,0.21,764,4.81,22,0.14,99,0.62,4,0.1,58,1.49,3,0.27,8,0.73,5,0.45,-,-,2,0.18
Chiba,28,0.13,14,0.11,185,1.4,741,5.61,2486,18.83,202,1.53,18,0.14,23,0.17,431,3.27,6,0.05,70,0.53,1,0.03,90,2.73,3,0.33,5,0.56,5,0.56,-,-,2,0.22
Tokyo,27,0.07,171,0.67,278,1.09,939,3.67,7855,30.68,273,1.07,54,0.21,80,0.31,1095,4.28,31,0.12,104,0.41,-,-,45,1.22,2,0.08,7,0.28,6,0.24,2,0.08,-,-
Kanagawa,18,0.05,45,0.2,182,0.81,1032,4.57,5075,22.46,260,1.15,24,0.11,49,0.22,849,3.76,26,0.12,94,0.42,4,0.08,167,3.34,2,0.2,1,0.1,1,0.1,-,-,1,0.1
Niigata,13,0.15,-,-,236,4.21,1187,21.2,1238,22.11,118,2.11,3,0.05,16,0.29,244,4.36,3,0.05,32,0.57,8,0.8,6,0.6,4,0.31,5,0.38,11,0.85,-,-,-,-
Toyama,5,0.1,59,2.03,115,3.97,417,14.38,666,22.97,26,0.9,6,0.21,8,0.28,111,3.83,12,0.41,8,0.28,-,-,1,0.14,1,0.2,1,0.2,5,1,-,-,-,-
Ishikawa,-,-,-,-,168,5.79,328,11.31,921,31.76,90,3.1,1,0.03,1,0.03,141,4.86,-,-,11,0.38,-,-,4,0.57,-,-,-,-,7,1.4,-,-,-,-
Fukui,-,-,1,0.04,102,4.43,228,9.91,1143,49.7,27,1.17,-,-,2,0.09,91,3.96,5,0.22,10,0.43,-,-,3,1,3,0.5,-,-,1,0.17,-,-,-,-
Yamanashi,-,-,-,-,7,0.29,101,4.21,444,18.5,24,1,-,-,4,0.17,57,2.38,1,0.04,11,0.46,-,-,19,2.11,-,-,2,0.2,3,0.3,-,-,-,-
Nagano,6,0.07,1,0.02,44,0.81,283,5.24,1349,24.98,57,1.06,8,0.15,10,0.19,187,3.46,20,0.37,18,0.33,1,0.09,10,0.91,3,0.3,4,0.4,-,-,-,-,1,0.1
Gifu,17,0.2,1,0.02,80,1.51,166,3.13,462,8.72,28,0.53,5,0.09,10,0.19,144,2.72,1,0.02,12,0.23,1,0.09,9,0.82,-,-,-,-,3,0.6,-,-,1,0.2
Shizuoka,7,0.05,162,1.84,217,2.47,426,4.84,2593,29.47,87,0.99,9,0.1,10,0.11,305,3.47,6,0.07,40,0.45,-,-,12,0.55,4,0.4,2,0.2,1,0.1,-,-,-,-
Aichi,23,0.12,193,1.06,265,1.46,904,4.97,3625,19.92,129,0.71,22,0.12,16,0.09,507,2.79,3,0.02,51,0.28,-,-,27,0.77,-,-,10,0.67,1,0.07,-,-,1,0.07
Mie,13,0.19,5,0.11,67,1.52,148,3.36,1668,37.91,61,1.39,3,0.07,5,0.11,177,4.02,3,0.07,11,0.25,-,-,4,0.33,-,-,1,0.11,5,0.56,-,-,-,-
