"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2016",,,,,,"Data collected as of August 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582803,319.95,26766,8.48,43332,13.72,249230,78.92,565855,179.18,38609,12.23,17387,5.51,42269,13.38,45205,14.31,1744,0.55,66730,21.13,88120,27.9,247,0.36,13943,20.18,276,0.58,713,1.5,8216,17.33,214,0.45,4992,10.53
Hokkaido,83458,370.92,1295,9.12,2027,14.27,19772,139.24,13650,96.13,2041,14.37,284,2,2823,19.88,1246,8.77,51,0.36,428,3.01,6127,43.15,-,-,300,10.71,6,0.27,22,1,611,27.77,4,0.18,367,16.68
Aomori,17486,269.02,145,3.45,484,11.52,2040,48.57,4798,114.24,352,8.38,48,1.14,462,11,535,12.74,4,0.1,72,1.71,754,17.95,3,0.27,152,13.82,9,1.5,11,1.83,133,22.17,-,-,104,17.33
Iwate,21212,331.44,183,4.58,362,9.05,4594,114.85,7489,187.23,420,10.5,33,0.83,226,5.65,489,12.23,8,0.2,103,2.58,564,14.1,4,0.29,220,15.71,4,0.21,4,0.21,215,11.32,1,0.05,161,8.47
Miyagi,28054,295.31,308,5.22,610,10.34,6842,115.97,11031,186.97,957,16.22,234,3.97,289,4.9,960,16.27,12,0.2,643,10.9,706,11.97,-,-,78,6.5,7,0.58,-,-,218,18.17,-,-,13,1.08
Akita,14323,265.24,70,2,243,6.94,1573,44.94,4005,114.43,289,8.26,64,1.83,1457,41.63,275,7.86,121,3.46,40,1.14,157,4.49,1,0.14,70,10,-,-,-,-,114,14.25,-,-,139,17.38
Yamagata,13929,296.36,59,2.03,576,19.86,4922,169.72,6185,213.28,356,12.28,68,2.34,1418,48.9,589,20.31,13,0.45,340,11.72,1922,66.28,-,-,37,4.63,2,0.2,6,0.6,64,6.4,4,0.4,17,1.7
Fukushima,23124,300.31,372,8.09,838,18.22,2664,57.91,5656,122.96,646,14.04,64,1.39,844,18.35,860,18.7,17,0.37,414,9,283,6.15,-,-,295,24.58,6,0.86,6,0.86,76,10.86,7,1,60,8.57
Ibaraki,33096,275.8,222,2.96,763,10.17,4494,59.92,12814,170.85,918,12.24,496,6.61,666,8.88,701,9.35,13,0.17,1081,14.41,2130,28.4,2,0.12,538,31.65,2,0.15,8,0.62,165,12.69,-,-,35,2.69
