"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2021",,,,,,"Data collected as of November 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,875,0.18,220782,70.07,29403,9.33,82630,26.22,398622,126.51,14992,4.76,57858,18.36,1989,0.63,54416,17.27,32246,10.23,6810,2.16,127,0.18,6110,8.8,318,0.67,410,0.86,625,1.31,19,0.04,71,0.15
Hokkaido,56,0.26,9622,70.75,1791,13.17,5784,42.53,8073,59.36,796,5.85,211,1.55,53,0.39,1355,9.96,85,0.63,172,1.26,2,0.07,123,4.39,4,0.18,1,0.05,33,1.5,-,-,3,0.14
Aomori,7,0.11,1327,31.6,300,7.14,445,10.6,4403,104.83,171,4.07,183,4.36,34,0.81,592,14.1,146,3.48,49,1.17,1,0.09,30,2.73,6,1,4,0.67,26,4.33,-,-,-,-
Iwate,4,0.06,1880,47,212,5.3,2180,54.5,5269,131.73,229,5.73,1477,36.93,24,0.6,855,21.38,226,5.65,72,1.8,-,-,99,7.07,5,0.26,7,0.37,22,1.16,-,-,4,0.21
Miyagi,12,0.13,5289,91.19,504,8.69,984,16.97,6353,109.53,364,6.28,665,11.47,46,0.79,1255,21.64,213,3.67,146,2.52,1,0.08,78,6.5,2,0.17,-,-,36,3,-,-,2,0.17
Akita,-,-,1608,47.29,169,4.97,797,23.44,2265,66.62,201,5.91,39,1.15,21,0.62,348,10.24,72,2.12,17,0.5,3,0.43,28,4,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,67,1.49,3042,104.9,503,17.34,1317,45.41,2872,99.03,122,4.21,68,2.34,15,0.52,651,22.45,396,13.66,53,1.83,-,-,58,7.25,2,0.2,-,-,5,0.5,-,-,1,0.1
Fukushima,15,0.18,4727,94.54,697,13.94,1534,30.68,5271,105.42,251,5.02,96,1.92,32,0.64,1298,25.96,239,4.78,109,2.18,1,0.08,160,12.31,7,1,1,0.14,2,0.29,-,-,3,0.43
Ibaraki,19,0.16,2665,35.53,506,6.75,2138,28.51,6474,86.32,282,3.76,218,2.91,36,0.48,860,11.47,812,10.83,128,1.71,-,-,342,20.12,1,0.08,3,0.25,88,7.33,-,-,1,0.08
Tochigi,10,0.13,2307,48.06,198,4.13,857,17.85,3657,76.19,141,2.94,106,2.21,39,0.81,975,20.31,181,3.77,116,2.42,4,0.33,170,14.17,7,1,22,3.14,16,2.29,-,-,-,-
Gunma,7,0.08,2248,42.42,413,7.79,810,15.28,6176,116.53,169,3.19,102,1.92,29,0.55,976,18.42,548,10.34,131,2.47,1,0.07,228,15.2,4,0.44,4,0.44,7,0.78,-,-,2,0.22
Saitama,30,0.12,8747,55.01,1366,8.59,2989,18.8,23646,148.72,872,5.48,502,3.16,126,0.79,3159,19.87,778,4.89,507,3.19,27,0.69,354,9.08,9,0.82,24,2.18,10,0.91,-,-,3,0.27
Chiba,48,0.23,6393,49.18,577,4.44,2733,21.02,10715,82.42,751,5.78,373,2.87,84,0.65,2050,15.77,588,4.52,355,2.73,5,0.15,302,9.15,7,0.88,14,1.75,13,1.63,-,-,3,0.38
Tokyo,34,0.08,16130,62.76,1399,5.44,3507,13.65,35637,138.67,1112,4.33,1485,5.78,241,0.94,4855,18.89,2146,8.35,612,2.38,2,0.05,255,6.89,18,0.75,23,0.96,18,0.75,13,0.54,3,0.13
Kanagawa,34,0.1,11124,49.88,904,4.05,3356,15.05,21811,97.81,1012,4.54,948,4.25,144,0.65,3679,16.5,755,3.39,539,2.42,10,0.2,831,16.62,9,0.82,16,1.45,21,1.91,-,-,2,0.18
Niigata,18,0.2,7374,131.68,1198,21.39,3726,66.54,5408,96.57,399,7.13,147,2.63,50,0.89,1007,17.98,1044,18.64,149,2.66,15,1.5,53,5.3,11,0.85,7,0.54,23,1.77,-,-,1,0.08
Toyama,6,0.13,3066,109.5,403,14.39,981,35.04,3518,125.64,130,4.64,286,10.21,32,1.14,447,15.96,273,9.75,37,1.32,-,-,6,0.86,3,0.6,2,0.4,12,2.4,-,-,1,0.2
Ishikawa,-,-,3393,117,508,17.52,680,23.45,3617,124.72,225,7.76,439,15.14,10,0.34,547,18.86,520,17.93,39,1.34,-,-,20,2.86,1,0.2,1,0.2,19,3.8,-,-,1,0.2
Fukui,-,-,2783,121,335,14.57,686,29.83,4326,188.09,121,5.26,72,3.13,7,0.3,423,18.39,268,11.65,28,1.22,-,-,11,3.67,20,3.33,3,0.5,3,0.5,-,-,-,-
Yamanashi,-,-,779,32.46,47,1.96,252,10.5,2083,86.79,66,2.75,22,0.92,20,0.83,241,10.04,39,1.63,46,1.92,1,0.11,49,5.44,2,0.2,5,0.5,4,0.4,-,-,1,0.1
Nagano,9,0.1,2950,55.66,229,4.32,1050,19.81,6898,130.15,299,5.64,105,1.98,32,0.6,823,15.53,341,6.43,118,2.23,1,0.09,30,2.73,6,0.6,5,0.5,9,0.9,-,-,1,0.1
Gifu,31,0.36,3191,61.37,384,7.38,872,16.77,3123,60.06,88,1.69,77,1.48,23,0.44,583,11.21,641,12.33,57,1.1,1,0.09,58,5.27,1,0.2,-,-,4,0.8,-,-,1,0.2
Shizuoka,13,0.09,7395,84.03,782,8.89,1432,16.27,9554,108.57,347,3.94,148,1.68,58,0.66,1411,16.03,559,6.35,241,2.74,1,0.05,87,3.95,15,1.5,23,2.3,6,0.6,-,-,-,-
Aichi,36,0.18,8869,48.73,856,4.7,3915,21.51,17260,94.84,506,2.78,290,1.59,53,0.29,2139,11.75,1858,10.21,277,1.52,6,0.17,180,5.14,12,0.8,30,2,3,0.2,2,0.13,2,0.13
Mie,27,0.39,5025,114.2,353,8.02,547,12.43,5612,127.55,178,4.05,282,6.41,25,0.57,717,16.3,815,18.52,57,1.3,-,-,30,2.73,3,0.33,5,0.56,26,2.89,-,-,1,0.11
Shiga,28,0.47,1452,41.49,188,5.37,884,25.26,3064,87.54,164,4.69,400,11.43,16,0.46,479,13.69,890,25.43,75,2.14,-,-,14,1.75,12,1.71,6,0.86,4,0.57,-,-,1,0.14
Kyoto,77,0.62,3539,46.57,566,7.45,1777,23.38,7745,101.91,295,3.88,1369,18.01,25,0.33,843,11.09,899,11.83,117,1.54,-,-,65,3.82,2,0.29,4,0.57,3,0.43,2,0.29,-,-
Osaka,83,0.28,15771,80.46,2006,10.23,4440,22.65,26931,137.4,852,4.35,5766,29.42,105,0.54,3009,15.35,2110,10.77,449,2.29,13,0.25,258,4.96,10,0.63,13,0.81,5,0.31,-,-,4,0.25
Hyogo,29,0.15,10622,82.98,1187,9.27,2179,17.02,21267,166.15,460,3.59,3518,27.48,69,0.54,1917,14.98,1338,10.45,283,2.21,2,0.06,290,8.29,11,0.79,38,2.71,10,0.71,1,0.07,6,0.43
