"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2016",,,,,,"Data collected as of February 17, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,565006,114.1,13042,4.13,7780,2.46,56415,17.87,144160,45.66,9409,2.98,783,0.25,13511,4.28,7508,2.38,251,0.08,297,0.09,16080,5.09,46,0.07,3056,4.45,44,0.09,102,0.22,1810,3.82,60,0.13,764,1.61
Hokkaido,31537,139.54,571,4.02,363,2.56,4223,29.74,2931,20.64,403,2.84,70,0.49,1280,9.01,215,1.51,7,0.05,14,0.1,1194,8.41,-,-,46,1.64,1,0.04,3,0.13,47,2.04,3,0.13,77,3.35
Aomori,6272,96.49,72,1.71,88,2.1,389,9.26,868,20.67,62,1.48,9,0.21,127,3.02,88,2.1,-,-,3,0.07,155,3.69,-,-,40,3.64,4,0.67,3,0.5,28,4.67,-,-,4,0.67
Iwate,6296,96.86,107,2.68,41,1.03,1163,29.08,1738,43.45,53,1.33,7,0.18,75,1.88,82,2.05,6,0.15,2,0.05,80,2,1,0.07,50,3.57,1,0.05,1,0.05,47,2.47,-,-,5,0.26
Miyagi,7264,76.46,186,3.15,89,1.51,1805,30.59,3010,51.02,239,4.05,3,0.05,82,1.39,151,2.56,2,0.03,1,0.02,167,2.83,-,-,18,1.5,2,0.17,-,-,65,5.42,-,-,1,0.08
Akita,4052,75.04,43,1.23,44,1.26,303,8.66,1173,33.51,48,1.37,4,0.11,544,15.54,32,0.91,5,0.14,2,0.06,24,0.69,1,0.14,7,1,-,-,-,-,23,2.88,-,-,25,3.13
Yamagata,3172,67.49,31,1.07,92,3.17,1351,46.59,1933,66.66,98,3.38,7,0.24,482,16.62,107,3.69,-,-,-,-,330,11.38,-,-,9,1.13,-,-,1,0.1,18,1.8,3,0.3,2,0.2
Fukushima,6739,87.52,174,3.78,117,2.54,592,12.87,1778,38.65,130,2.83,5,0.11,222,4.83,143,3.11,5,0.11,3,0.07,79,1.72,-,-,57,4.75,1,0.14,1,0.14,16,2.29,-,-,1,0.14
Ibaraki,14714,122.62,130,1.73,146,1.95,997,13.29,3894,51.92,245,3.27,18,0.24,231,3.08,102,1.36,1,0.01,5,0.07,483,6.44,-,-,120,7.06,-,-,1,0.08,54,4.15,-,-,1,0.08
Tochigi,7365,96.91,96,2,41,0.85,630,13.13,1654,34.46,93,1.94,8,0.17,204,4.25,132,2.75,1,0.02,3,0.06,154,3.21,-,-,83,6.92,-,-,1,0.14,36,5.14,1,0.14,3,0.43
Gunma,9945,104.68,151,2.6,116,2,1375,23.71,2512,43.31,138,2.38,5,0.09,164,2.83,155,2.67,10,0.17,6,0.1,104,1.79,-,-,50,3.57,-,-,1,0.13,50,6.25,-,-,13,1.63
Saitama,36726,146.32,365,2.31,331,2.09,2875,18.2,8875,56.17,697,4.41,40,0.25,749,4.74,390,2.47,6,0.04,13,0.08,959,6.07,4,0.1,154,3.85,2,0.2,1,0.1,36,3.6,7,0.7,4,0.4
Chiba,30592,142.95,249,1.86,239,1.78,2935,21.9,6353,47.41,511,3.81,29,0.22,591,4.41,325,2.43,6,0.04,8,0.06,898,6.7,1,0.03,132,4.13,3,0.38,4,0.5,38,4.75,2,0.25,2,0.25
Tokyo,49539,119.66,593,2.27,397,1.52,4425,16.95,13023,49.9,918,3.52,68,0.26,576,2.21,638,2.44,13,0.05,15,0.06,922,3.53,-,-,130,3.42,2,0.08,4,0.16,133,5.32,6,0.24,8,0.32
Kanagawa,49468,145.49,348,1.65,301,1.43,2926,13.87,10492,49.73,817,3.87,31,0.15,321,1.52,516,2.45,5,0.02,11,0.05,736,3.49,7,0.15,362,7.7,2,0.2,4,0.4,27,2.7,-,-,11,1.1
Niigata,15364,163.45,208,3.53,326,5.53,1326,22.47,2190,37.12,165,2.8,20,0.34,79,1.34,125,2.12,14,0.24,2,0.03,373,6.32,2,0.2,58,5.8,-,-,-,-,35,2.69,8,0.62,6,0.46
Toyama,4051,84.4,47,1.62,95,3.28,734,25.31,1605,55.34,114,3.93,44,1.52,117,4.03,68,2.34,3,0.1,10,0.34,108,3.72,-,-,11,1.57,-,-,-,-,35,7,-,-,3,0.6
Ishikawa,3760,78.33,21,0.72,252,8.69,614,21.17,996,34.34,59,2.03,5,0.17,59,2.03,55,1.9,-,-,-,-,557,19.21,-,-,20,2.86,-,-,2,0.4,32,6.4,-,-,1,0.2
Fukui,3363,105.09,74,3.36,101,4.59,601,27.32,797,36.23,79,3.59,3,0.14,162,7.36,65,2.95,3,0.14,1,0.05,33,1.5,-,-,2,0.67,1,0.17,4,0.67,11,1.83,-,-,-,-
Yamanashi,4809,120.23,68,2.83,27,1.13,508,21.17,1103,45.96,32,1.33,2,0.08,75,3.13,31,1.29,-,-,1,0.04,23,0.96,-,-,28,3.11,1,0.1,3,0.3,26,2.6,-,-,4,0.4
Nagano,10285,119.59,320,6.04,86,1.62,730,13.77,2620,49.43,67,1.26,8,0.15,221,4.17,88,1.66,3,0.06,2,0.04,304,5.74,-,-,29,2.64,-,-,1,0.09,48,4.36,-,-,10,0.91
Gifu,10874,124.99,149,2.81,118,2.23,516,9.74,1562,29.47,79,1.49,26,0.49,120,2.26,78,1.47,7,0.13,3,0.06,88,1.66,-,-,15,1.36,-,-,6,1.2,40,8,-,-,2,0.4
Shizuoka,15136,108.89,347,3.9,196,2.2,3316,37.26,4838,54.36,231,2.6,11,0.12,205,2.3,168,1.89,7,0.08,3,0.03,494,5.55,-,-,44,2,2,0.2,4,0.4,33,3.3,11,1.1,3,0.3
Aichi,29345,150.49,747,4.13,282,1.56,2757,15.23,7329,40.49,391,2.16,51,0.28,764,4.22,396,2.19,14,0.08,11,0.06,377,2.08,3,0.09,69,2.03,1,0.07,1,0.07,87,6.21,-,-,17,1.21
Mie,6534,90.75,272,6.04,101,2.24,442,9.82,2502,55.6,120,2.67,2,0.04,212,4.71,114,2.53,-,-,2,0.04,71,1.58,-,-,11,0.92,2,0.22,3,0.33,39,4.33,1,0.11,1,0.11
Shiga,4751,89.64,165,5.16,35,1.09,259,8.09,1577,49.28,145,4.53,23,0.72,47,1.47,59,1.84,-,-,2,0.06,72,2.25,-,-,10,1.25,-,-,1,0.14,12,1.71,-,-,13,1.86
Kyoto,10790,88.44,135,1.85,130,1.78,733,10.04,3054,41.84,149,2.04,11,0.15,233,3.19,106,1.45,4,0.05,10,0.14,380,5.21,1,0.06,26,1.53,-,-,-,-,35,5,-,-,21,3
Osaka,32877,107.09,1015,5.08,556,2.78,2851,14.26,7402,37.01,620,3.1,33,0.17,664,3.32,478,2.39,11,0.06,34,0.17,840,4.2,2,0.04,127,2.44,1,0.06,2,0.12,118,6.94,-,-,40,2.35
Hyogo,20179,101.4,751,5.82,420,3.26,1716,13.3,5846,45.32,510,3.95,23,0.18,402,3.12,237,1.84,6,0.05,11,0.09,600,4.65,1,0.03,89,2.54,1,0.09,1,0.09,24,2.18,-,-,43,3.91
Nara,4435,82.13,203,5.97,97,2.85,369,10.85,1335,39.26,69,2.03,3,0.09,194,5.71,102,3,3,0.09,2,0.06,182,5.35,-,-,17,1.89,3,0.5,1,0.17,52,8.67,-,-,29,4.83
Wakayama,3161,63.22,225,7.26,90,2.9,192,6.19,582,18.77,59,1.9,-,-,337,10.87,60,1.94,-,-,2,0.06,78,2.52,2,0.5,10,2.5,-,-,1,0.09,16,1.45,-,-,18,1.64
Tottori,1377,47.48,49,2.58,127,6.68,850,44.74,813,42.79,15,0.79,4,0.21,170,8.95,51,2.68,1,0.05,-,-,10,0.53,-,-,12,4,1,0.2,1,0.2,35,7,-,-,57,11.4
