"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42nd week, 2020",,,,,,"Data collected as of October 21, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562958,114.17,14287,4.53,27157,8.62,175409,55.65,342101,108.53,25246,8.01,14719,4.67,17829,5.66,52292,16.59,20644,6.55,6598,2.09,150,0.22,7471,10.77,329,0.69,379,0.79,3252,6.8,54,0.11,229,0.48
Hokkaido,26996,122.71,913,6.62,1469,10.64,8887,64.4,5387,39.04,991,7.18,221,1.6,1440,10.43,1514,10.97,221,1.6,168,1.22,9,0.32,431,15.39,9,0.41,9,0.41,195,8.86,1,0.05,30,1.36
Aomori,5299,81.52,187,4.45,279,6.64,1578,37.57,4435,105.6,265,6.31,306,7.29,373,8.88,614,14.62,35,0.83,44,1.05,1,0.09,86,7.82,1,0.17,1,0.17,53,8.83,-,-,2,0.33
Iwate,9108,140.12,233,5.68,333,8.12,3684,89.85,4551,111,348,8.49,355,8.66,214,5.22,816,19.9,50,1.22,88,2.15,-,-,163,11.64,3,0.16,3,0.16,77,4.05,-,-,6,0.32
Miyagi,7749,82.44,413,7.12,480,8.28,3591,61.91,5258,90.66,490,8.45,382,6.59,171,2.95,1181,20.36,57,0.98,105,1.81,3,0.25,66,5.5,2,0.17,-,-,207,17.25,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,166,4.88,902,26.53,2399,70.56,158,4.65,279,8.21,95,2.79,312,9.18,31,0.91,37,1.09,4,0.67,36,6,1,0.13,-,-,26,3.25,1,0.13,2,0.25
Yamagata,4164,92.53,132,4.55,502,17.31,3257,112.31,2986,102.97,324,11.17,85,2.93,233,8.03,666,22.97,423,14.59,30,1.03,-,-,57,8.14,6,0.6,-,-,30,3,1,0.1,1,0.1
Fukushima,10240,123.37,343,6.86,519,10.38,3486,69.72,4052,81.04,442,8.84,175,3.5,618,12.36,1252,25.04,156,3.12,100,2,-,-,258,19.85,5,0.83,3,0.5,38,6.33,-,-,2,0.33
Ibaraki,11752,97.93,182,2.43,666,8.88,3775,50.33,7349,97.99,643,8.57,178,2.37,264,3.52,794,10.59,108,1.44,117,1.56,2,0.12,435,25.59,-,-,8,0.67,125,10.42,-,-,5,0.42
Tochigi,5942,78.18,164,3.42,144,3,1605,33.44,2744,57.17,343,7.15,139,2.9,165,3.44,940,19.58,33,0.69,97,2.02,-,-,87,7.25,3,0.43,7,1,67,9.57,3,0.43,2,0.29
Gunma,11040,128.37,113,2.13,451,8.51,2148,40.53,5189,97.91,435,8.21,156,2.94,224,4.23,937,17.68,77,1.45,126,2.38,-,-,209,14.93,9,1,4,0.44,87,9.67,2,0.22,1,0.11
Saitama,29315,116.33,549,3.45,1277,8.03,8653,54.42,20919,131.57,1745,10.97,742,4.67,527,3.31,2930,18.43,317,1.99,448,2.82,36,0.92,462,11.85,9,0.82,20,1.82,83,7.55,-,-,1,0.09
Chiba,24829,118.23,312,2.36,558,4.23,9373,71.01,12056,91.33,1055,7.99,403,3.05,377,2.86,1921,14.55,180,1.36,355,2.69,6,0.18,380,11.52,11,1.22,11,1.22,81,9,-,-,1,0.11
Tokyo,33390,81.84,544,2.13,1118,4.37,12079,47.18,33103,129.31,2116,8.27,941,3.68,422,1.65,4343,16.96,572,2.23,551,2.15,9,0.24,282,7.62,24,1,28,1.17,157,6.54,24,1,7,0.29
Kanagawa,29721,85.9,526,2.35,850,3.79,10887,48.6,21910,97.81,1799,8.03,698,3.12,388,1.73,3299,14.73,253,1.13,486,2.17,4,0.08,952,19.04,8,0.73,18,1.64,45,4.09,1,0.09,3,0.27
Niigata,9884,109.82,411,7.21,1219,21.39,7078,124.18,4265,74.82,723,12.68,254,4.46,166,2.91,1051,18.44,48,0.84,126,2.21,19,1.9,100,10,5,0.38,5,0.38,98,7.54,3,0.23,1,0.08
Toyama,3564,74.25,74,2.55,369,12.72,3048,105.1,4370,150.69,246,8.48,115,3.97,232,8,460,15.86,100,3.45,34,1.17,-,-,18,3,2,0.4,7,1.4,64,12.8,1,0.2,4,0.8
Ishikawa,6189,128.94,107,3.69,267,9.21,3438,118.55,4205,145,420,14.48,134,4.62,238,8.21,474,16.34,22,0.76,36,1.24,-,-,13,1.86,-,-,6,1.2,64,12.8,-,-,1,0.2
Fukui,4975,134.46,98,4.26,359,15.61,1410,61.3,3371,146.57,115,5,55,2.39,378,16.43,338,14.7,51,2.22,34,1.48,-,-,14,4.67,7,1.17,6,1,17,2.83,3,0.5,-,-
Yamanashi,4329,105.59,42,1.75,50,2.08,743,30.96,1999,83.29,147,6.13,41,1.71,82,3.42,240,10,27,1.13,40,1.67,1,0.11,154,17.11,7,0.7,4,0.4,45,4.5,1,0.1,-,-
Nagano,11117,129.27,344,6.49,141,2.66,2376,44.83,7437,140.32,419,7.91,125,2.36,576,10.87,785,14.81,291,5.49,80,1.51,1,0.1,70,7,6,0.55,9,0.82,36,3.27,-,-,16,1.45
Gifu,11484,133.53,180,3.46,323,6.21,1050,20.19,3069,59.02,140,2.69,107,2.06,178,3.42,560,10.77,20,0.38,51,0.98,1,0.09,44,4,-,-,-,-,38,7.6,-,-,4,0.8
Shizuoka,15956,114.79,262,2.94,646,7.26,4390,49.33,8978,100.88,525,5.9,245,2.75,346,3.89,1289,14.48,264,2.97,205,2.3,1,0.05,240,10.91,10,1,19,1.9,74,7.4,1,0.1,-,-
Aichi,31891,163.54,596,3.27,1058,5.81,7707,42.35,16054,88.21,836,4.59,492,2.7,816,4.48,2109,11.59,198,1.09,277,1.52,5,0.14,134,3.83,17,1.13,29,1.93,164,10.93,1,0.07,7,0.47
Mie,8493,119.62,290,6.59,508,11.55,1724,39.18,4638,105.41,315,7.16,97,2.2,461,10.48,788,17.91,55,1.25,55,1.25,-,-,26,2.36,11,1.22,11,1.22,64,7.11,-,-,1,0.11
Shiga,7144,125.33,80,2.35,164,4.82,1148,33.76,2934,86.29,161,4.74,127,3.74,154,4.53,417,12.26,222,6.53,50,1.47,1,0.13,7,0.88,13,1.86,6,0.86,39,5.57,-,-,2,0.29
Kyoto,15019,120.15,174,2.29,417,5.49,3242,42.66,5572,73.32,384,5.05,259,3.41,291,3.83,911,11.99,268,3.53,86,1.13,-,-,87,5.12,2,0.33,8,1.33,85,14.17,-,-,-,-
Osaka,42897,143.47,1057,5.39,1579,8.06,8137,41.52,19193,97.92,1311,6.69,575,2.93,732,3.73,3087,15.75,1060,5.41,455,2.32,9,0.18,284,5.57,10,0.63,15,0.94,92,5.75,1,0.06,3,0.19
Hyogo,24345,122.95,603,4.71,927,7.24,3543,27.68,15237,119.04,819,6.4,364,2.84,568,4.44,1790,13.98,552,4.31,240,1.88,7,0.2,408,11.66,37,2.64,26,1.86,122,8.71,1,0.07,6,0.43
Nara,5928,107.78,174,5.12,235,6.91,1223,35.97,3251,95.62,201,5.91,156,4.59,277,8.15,539,15.85,228,6.71,30,0.88,2,0.2,71,7.1,6,1,5,0.83,29,4.83,1,0.17,9,1.5
Wakayama,4324,88.24,315,10.86,223,7.69,871,30.03,2249,77.55,164,5.66,39,1.34,219,7.55,438,15.1,49,1.69,31,1.07,5,1.25,16,4,14,1.27,9,0.82,107,9.73,2,0.18,1,0.09
Tottori,3159,108.93,50,2.63,275,14.47,2577,135.63,2602,136.95,195,10.26,78,4.11,316,16.63,300,15.79,200,10.53,20,1.05,-,-,51,10.2,3,0.6,3,0.6,29,5.8,-,-,1,0.2
Shimane,3549,93.39,76,3.3,133,5.78,939,40.83,2758,119.91,141,6.13,67,2.91,174,7.57,555,24.13,111,4.83,24,1.04,-,-,4,1.33,3,0.38,7,0.88,22,2.75,-,-,-,-
Okayama,12128,144.38,167,3.09,542,10.04,1374,25.44,7215,133.61,331,6.13,366,6.78,325,6.02,654,12.11,651,12.06,112,2.07,3,0.25,80,6.67,7,1.4,2,0.4,18,3.6,-,-,1,0.2
Hiroshima,10533,93.21,294,4.14,1032,14.54,2850,40.14,8867,124.89,454,6.39,323,4.55,342,4.82,1038,14.62,309,4.35,170,2.39,6,0.33,243,13.5,7,0.35,5,0.25,69,3.45,-,-,11,0.55
Yamaguchi,5478,81.76,560,12.17,303,6.59,2160,46.96,5277,114.72,280,6.09,266,5.78,358,7.78,1014,22.04,1204,26.17,79,1.72,-,-,72,8,2,0.22,5,0.56,62,6.89,-,-,14,1.56
Tokushima,3092,85.89,127,5.52,177,7.7,411,17.87,2877,125.09,165,7.17,59,2.57,112,4.87,416,18.09,23,1,38,1.65,-,-,27,6.75,3,0.5,2,0.33,40,6.67,-,-,1,0.17
Kagawa,5019,109.11,130,4.81,307,11.37,1035,38.33,5574,206.44,212,7.85,101,3.74,228,8.44,617,22.85,149,5.52,60,2.22,4,1,30,7.5,2,0.5,4,1,47,11.75,1,0.25,3,0.75
Ehime,8121,133.13,112,3.03,211,5.7,2715,73.38,6212,167.89,252,6.81,90,2.43,369,9.97,937,25.32,105,2.84,258,6.97,5,0.63,325,40.63,2,0.33,1,0.17,29,4.83,-,-,6,1
Kochi,7097,154.28,175,6.25,266,9.5,1396,49.86,2134,76.21,191,6.82,646,23.07,237,8.46,429,15.32,138,4.93,89,3.18,-,-,13,4.33,2,0.25,1,0.13,88,11,-,-,7,0.88
Fukuoka,24825,126.02,642,5.39,1641,13.79,15960,134.12,18931,159.08,1782,14.97,1112,9.34,1083,9.1,3136,26.35,3751,31.52,424,3.56,2,0.08,219,8.76,15,1,21,1.4,96,6.4,-,-,2,0.13
Saga,4816,123.49,109,4.74,461,20.04,1830,79.57,2004,87.13,228,9.91,274,11.91,302,13.13,619,26.91,945,41.09,30,1.3,-,-,13,4.33,6,1,6,1,33,5.5,-,-,1,0.17
Nagasaki,9860,140.86,106,2.41,580,13.18,3860,87.73,4457,101.3,466,10.59,278,6.32,458,10.41,765,17.39,1538,34.95,90,2.05,2,0.25,51,6.38,8,0.67,4,0.33,98,8.17,-,-,3,0.25
Kumamoto,6617,82.71,159,3.18,627,12.54,2345,46.9,5953,119.06,582,11.64,765,15.3,800,16,1423,28.46,2035,40.7,127,2.54,-,-,283,35.38,4,0.27,7,0.47,39,2.6,1,0.07,4,0.27
Oita,6906,119.07,121,3.36,288,8,1666,46.28,7821,217.25,444,12.33,187,5.19,542,15.06,916,25.44,918,25.5,98,2.72,1,0.2,62,12.4,-,-,2,0.18,103,9.36,-,-,-,-
Miyazaki,8216,141.66,64,1.83,744,21.26,3759,107.4,8040,229.71,422,12.06,281,8.03,439,12.54,1144,32.69,564,16.11,116,3.31,-,-,122,20.33,4,0.57,1,0.14,7,1,-,-,3,0.43
Kagoshima,11148,122.51,1487,28.06,1664,31.4,3454,65.17,10163,191.75,572,10.79,1144,21.58,476,8.98,1091,20.58,1664,31.4,178,3.36,1,0.14,110,15.71,5,0.42,1,0.08,21,1.75,-,-,7,0.58
Okinawa,8178,143.47,432,13.09,609,18.45,2045,61.97,2056,62.3,449,13.61,437,13.24,43,1.3,443,13.42,371,11.24,103,3.12,-,-,176,19.56,18,2.57,30,4.29,42,6,3,0.43,45,6.43
