"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2019",,,,,,"Data collected as of July 3, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1422068,287.93,31875,10.1,33919,10.75,193609,61.37,487030,154.37,28787,9.12,85846,27.21,55793,17.68,32683,10.36,17726,5.62,8127,2.58,194,0.28,10877,15.65,248,0.52,285,0.59,1967,4.11,51,0.11,4472,9.34
Hokkaido,58933,266.67,2028,14.7,1638,11.87,13860,100.43,12027,87.15,1183,8.57,532,3.86,2000,14.49,837,6.07,100,0.72,189,1.37,6,0.21,321,11.46,9,0.41,4,0.18,165,7.5,3,0.14,286,13
Aomori,14928,229.66,221,5.26,257,6.12,1960,46.67,5505,131.07,303,7.21,844,20.1,999,23.79,430,10.24,86,2.05,249,5.93,3,0.27,77,7,2,0.33,2,0.33,111,18.5,-,-,61,10.17
Iwate,17714,272.52,216,5.4,315,7.88,3679,91.98,5106,127.65,357,8.93,321,8.03,656,16.4,428,10.7,27,0.68,221,5.53,-,-,221,15.79,8,0.42,2,0.11,68,3.58,1,0.05,244,12.84
Miyagi,30389,323.29,785,13.53,414,7.14,5225,90.09,9153,157.81,879,15.16,229,3.95,2486,42.86,721,12.43,54,0.93,121,2.09,4,0.33,71,5.92,2,0.17,1,0.08,92,7.67,-,-,31,2.58
Akita,14930,281.7,83,2.44,150,4.41,1381,40.62,2745,80.74,143,4.21,29,0.85,310,9.12,195,5.74,30,0.88,21,0.62,-,-,40,6.67,2,0.25,-,-,82,10.25,-,-,27,3.38
Yamagata,12752,283.38,248,8.55,356,12.28,3140,108.28,5594,192.9,288,9.93,351,12.1,1105,38.1,421,14.52,38,1.31,32,1.1,-,-,73,10.43,3,0.3,7,0.7,46,4.6,-,-,71,7.1
Fukushima,28932,348.58,663,13.26,749,14.98,3692,73.84,5334,106.68,507,10.14,1209,24.18,1135,22.7,779,15.58,125,2.5,148,2.96,1,0.08,304,23.38,3,0.43,-,-,22,3.14,-,-,145,20.71
Ibaraki,36666,305.55,498,6.64,726,9.68,4447,59.29,9390,125.2,866,11.55,1149,15.32,1528,20.37,524,6.99,355,4.73,149,1.99,-,-,487,30.44,5,0.42,2,0.17,102,8.5,-,-,50,4.17
Tochigi,21706,289.41,333,6.94,278,5.79,2334,48.63,3735,77.81,391,8.15,544,11.33,734,15.29,579,12.06,74,1.54,102,2.13,-,-,138,11.5,1,0.14,-,-,50,7.14,-,-,48,6.86
Gunma,25674,298.53,316,6.08,536,10.31,2911,55.98,6861,131.94,431,8.29,281,5.4,807,15.52,624,12,83,1.6,106,2.04,2,0.14,211,15.07,-,-,1,0.13,25,3.13,-,-,136,17
Saitama,93520,368.19,1212,7.58,1658,10.36,11788,73.68,31167,194.79,2031,12.69,2087,13.04,4280,26.75,1850,11.56,297,1.86,500,3.13,34,0.85,538,13.45,5,0.45,15,1.36,25,2.27,1,0.09,117,10.64
Chiba,67760,319.62,744,5.59,1098,8.26,10275,77.26,18467,138.85,1466,11.02,2794,21.01,3021,22.71,1276,9.59,440,3.31,339,2.55,10,0.29,392,11.53,12,1.5,14,1.75,37,4.63,-,-,80,10
Tokyo,109809,269.8,1740,6.82,1920,7.53,15401,60.4,45889,179.96,3010,11.8,3489,13.68,4689,18.39,3029,11.88,908,3.56,473,1.85,3,0.08,298,8.05,22,0.92,18,0.75,60,2.5,19,0.79,180,7.5
Kanagawa,103352,291.13,1057,4.66,1437,6.33,12317,54.26,32299,142.29,2781,12.25,3052,13.44,3289,14.49,2409,10.61,639,2.81,752,3.31,9,0.18,1360,26.67,6,0.55,7,0.64,27,2.45,-,-,115,10.45
Niigata,31744,352.71,1007,17.67,1174,20.6,6417,112.58,9023,158.3,648,11.37,774,13.58,2529,44.37,694,12.18,177,3.11,170,2.98,14,1.4,110,11,5,0.38,4,0.31,74,5.69,3,0.23,47,3.62
Toyama,10817,225.35,179,6.17,547,18.86,1742,60.07,5421,186.93,294,10.14,309,10.66,896,30.9,294,10.14,99,3.41,32,1.1,12,1.71,69,9.86,4,0.8,2,0.4,4,0.8,-,-,18,3.6
Ishikawa,15364,320.08,317,10.93,609,21,3123,107.69,5071,174.86,177,6.1,741,25.55,1097,37.83,272,9.38,142,4.9,27,0.93,-,-,72,10.29,3,0.6,6,1.2,53,10.6,-,-,70,14
Fukui,10853,301.47,445,20.23,491,22.32,1807,82.14,4167,189.41,298,13.55,1079,49.05,240,10.91,238,10.82,259,11.77,58,2.64,-,-,79,26.33,6,1,4,0.67,13,2.17,1,0.17,70,11.67
Yamanashi,11271,274.9,78,3.25,79,3.29,859,35.79,2877,119.88,194,8.08,186,7.75,532,22.17,152,6.33,19,0.79,69,2.88,4,0.44,95,10.56,5,0.5,8,0.8,54,5.4,-,-,57,5.7
Nagano,28448,330.79,409,7.72,377,7.11,2352,44.38,9199,173.57,379,7.15,302,5.7,1289,24.32,421,7.94,131,2.47,76,1.43,1,0.1,57,5.7,6,0.55,6,0.55,54,4.91,-,-,224,20.36
Gifu,25531,296.87,295,5.67,443,8.52,1410,27.12,4504,86.62,234,4.5,363,6.98,469,9.02,373,7.17,92,1.77,45,0.87,3,0.27,76,6.91,-,-,1,0.2,12,2.4,1,0.2,113,22.6
Shizuoka,40739,293.09,523,5.88,630,7.08,4115,46.24,14417,161.99,458,5.15,790,8.88,1565,17.58,709,7.97,250,2.81,253,2.84,1,0.05,306,13.91,5,0.5,16,1.6,23,2.3,1,0.1,20,2
Aichi,73129,375.02,1417,7.79,1474,8.1,7916,43.49,23191,127.42,1042,5.73,2267,12.46,2256,12.4,1436,7.89,506,2.78,334,1.84,6,0.17,298,8.51,7,0.5,16,1.14,83,5.93,1,0.07,375,26.79
Mie,17442,242.25,693,15.4,443,9.84,2321,51.58,7014,155.87,281,6.24,1810,40.22,360,8,471,10.47,375,8.33,64,1.42,1,0.08,14,1.17,8,0.89,19,2.11,42,4.67,2,0.22,84,9.33
Shiga,13975,268.75,181,5.84,387,12.48,1190,38.39,4196,135.35,211,6.81,830,26.77,345,11.13,193,6.23,227,7.32,50,1.61,-,-,29,3.63,6,0.86,2,0.29,4,0.57,1,0.14,42,6
Kyoto,32403,259.22,365,4.8,660,8.68,2900,38.16,11209,147.49,503,6.62,2754,36.24,1334,17.55,551,7.25,450,5.92,110,1.45,-,-,92,5.41,3,0.43,6,0.86,31,4.43,-,-,128,18.29
Osaka,72943,242.34,3626,18.31,2601,13.14,12272,61.98,32265,162.95,1557,7.86,10920,55.15,3079,15.55,1926,9.73,1908,9.64,425,2.15,13,0.25,378,7.27,13,0.81,6,0.38,37,2.31,-,-,377,23.56
Hyogo,48486,244.88,1646,12.86,1641,12.82,5476,42.78,23978,187.33,1106,8.64,5414,42.3,2165,16.91,1043,8.15,774,6.05,173,1.35,11,0.32,542,15.94,27,1.93,15,1.07,50,3.57,1,0.07,234,16.71
Nara,11491,208.93,409,12.03,434,12.76,1715,50.44,5433,159.79,252,7.41,1240,36.47,226,6.65,321,9.44,196,5.76,43,1.26,-,-,169,16.9,4,0.67,5,0.83,35,5.83,-,-,76,12.67
