"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2019",,,,,,"Data collected as of February 20, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1229796,248.95,8555,2.71,6851,2.17,46078,14.61,132116,41.89,7599,2.41,2881,0.91,15636,4.96,6353,2.01,330,0.1,1898,0.6,48,0.07,3294,4.74,72,0.15,69,0.14,723,1.51,14,0.03,293,0.61
Hokkaido,48442,219.19,726,5.22,268,1.93,3580,25.76,2031,14.61,289,2.08,32,0.23,278,2,169,1.22,4,0.03,39,0.28,2,0.07,93,3.32,1,0.04,1,0.04,82,3.57,-,-,9,0.39
Aomori,9788,150.58,93,2.21,74,1.76,492,11.71,1459,34.74,94,2.24,36,0.86,180,4.29,103,2.45,1,0.02,63,1.5,2,0.18,22,2,-,-,1,0.17,28,4.67,-,-,8,1.33
Iwate,13757,211.65,84,2.1,108,2.7,1045,26.13,890,22.25,107,2.68,124,3.1,324,8.1,93,2.33,7,0.18,108,2.7,-,-,77,5.5,1,0.05,-,-,36,1.89,1,0.05,17,0.89
Miyagi,24648,259.45,193,3.27,97,1.64,1180,20,1923,32.59,252,4.27,54,0.92,1406,23.83,136,2.31,4,0.07,23,0.39,1,0.08,22,1.83,-,-,-,-,35,2.92,-,-,1,0.08
Akita,9937,187.49,30,0.88,50,1.47,333,9.79,708,20.82,48,1.41,16,0.47,190,5.59,50,1.47,1,0.03,-,-,-,-,16,2.29,1,0.13,-,-,52,6.5,-,-,-,-
Yamagata,9326,202.74,51,1.76,67,2.31,716,24.69,1335,46.03,100,3.45,33,1.14,397,13.69,91,3.14,11,0.38,10,0.34,-,-,42,5.25,1,0.1,1,0.1,16,1.6,-,-,1,0.1
Fukushima,22271,268.33,187,3.74,153,3.06,946,18.92,1268,25.36,192,3.84,59,1.18,362,7.24,161,3.22,5,0.1,50,1,-,-,102,7.85,1,0.14,1,0.14,6,0.86,-,-,3,0.43
Ibaraki,33518,279.32,163,2.17,140,1.87,1008,13.44,3026,40.35,193,2.57,45,0.6,258,3.44,88,1.17,7,0.09,22,0.29,-,-,109,6.41,-,-,-,-,39,3,-,-,3,0.23
Tochigi,19128,251.68,109,2.27,42,0.88,514,10.71,1326,27.63,103,2.15,19,0.4,176,3.67,106,2.21,1,0.02,15,0.31,-,-,44,3.67,1,0.14,-,-,14,2,-,-,-,-
Gunma,22223,255.44,118,2.23,115,2.17,612,11.55,1749,33,97,1.83,50,0.94,173,3.26,109,2.06,6,0.11,24,0.45,1,0.07,75,5,-,-,-,-,10,1.11,-,-,1,0.11
Saitama,83889,332.89,309,1.94,230,1.45,2887,18.16,9176,57.71,423,2.66,148,0.93,1391,8.75,309,1.94,7,0.04,94,0.59,9,0.23,128,3.2,2,0.18,5,0.45,12,1.09,-,-,7,0.64
Chiba,61112,289.63,156,1.19,186,1.42,2316,17.68,6032,46.05,339,2.59,80,0.61,819,6.25,250,1.91,11,0.08,46,0.35,3,0.09,124,3.65,3,0.33,2,0.22,14,1.56,-,-,6,0.67
Tokyo,98333,243.4,319,1.27,298,1.18,3377,13.4,12224,48.51,717,2.85,192,0.76,2279,9.04,537,2.13,23,0.09,96,0.38,1,0.03,84,2.27,6,0.24,6,0.24,21,0.84,4,0.16,32,1.28
Kanagawa,94376,265.1,283,1.26,229,1.02,2509,11.15,9332,41.48,619,2.75,182,0.81,1383,6.15,428,1.9,3,0.01,139,0.62,1,0.02,395,7.9,1,0.09,1,0.09,12,1.09,-,-,6,0.55
Niigata,25999,288.88,199,3.49,328,5.75,1519,26.65,1357,23.81,177,3.11,53,0.93,876,15.37,148,2.6,2,0.04,40,0.7,5,0.5,36,3.6,1,0.08,-,-,37,2.85,3,0.23,-,-
Toyama,9038,188.29,72,2.48,117,4.03,311,10.72,1378,47.52,76,2.62,63,2.17,119,4.1,64,2.21,16,0.55,4,0.14,1,0.14,17,2.43,1,0.2,-,-,2,0.4,-,-,-,-
Ishikawa,12647,263.48,89,3.07,155,5.34,1111,38.31,1146,39.52,38,1.31,27,0.93,266,9.17,62,2.14,-,-,6,0.21,-,-,21,3,1,0.2,1,0.2,18,3.6,-,-,1,0.2
Fukui,8987,256.77,111,5.05,115,5.23,373,16.95,1246,56.64,56,2.55,14,0.64,37,1.68,34,1.55,2,0.09,22,1,-,-,39,13,-,-,3,0.5,-,-,-,-,-,-
Yamanashi,9992,243.71,31,1.29,8,0.33,191,7.96,867,36.13,42,1.75,22,0.92,156,6.5,34,1.42,1,0.04,32,1.33,-,-,23,2.56,2,0.2,3,0.3,25,2.5,-,-,2,0.2
Nagano,23829,273.9,162,3,78,1.44,514,9.52,2124,39.33,96,1.78,26,0.48,154,2.85,66,1.22,13,0.24,29,0.54,-,-,21,1.91,2,0.18,-,-,28,2.55,-,-,5,0.45
Gifu,22669,263.59,90,1.73,98,1.88,315,6.06,1025,19.71,42,0.81,20,0.38,89,1.71,73,1.4,4,0.08,1,0.02,2,0.18,25,2.27,-,-,-,-,8,1.6,-,-,3,0.6
Shizuoka,36993,266.14,95,1.07,117,1.31,931,10.46,3893,43.74,102,1.15,31,0.35,314,3.53,128,1.44,3,0.03,76,0.85,-,-,89,4.05,-,-,4,0.4,9,0.9,1,0.1,1,0.1
Aichi,65813,337.5,383,2.1,233,1.28,1818,9.99,5499,30.21,319,1.75,44,0.24,398,2.19,282,1.55,15,0.08,61,0.34,-,-,80,2.29,2,0.13,4,0.27,23,1.53,-,-,19,1.27
Mie,15497,215.24,189,4.2,98,2.18,563,12.51,1797,39.93,111,2.47,20,0.44,68,1.51,106,2.36,4,0.09,10,0.22,-,-,5,0.42,3,0.33,7,0.78,12,1.33,1,0.11,6,0.67
Shiga,12513,240.63,56,1.81,22,0.71,264,8.52,1113,35.9,44,1.42,8,0.26,25,0.81,30,0.97,7,0.23,18,0.58,-,-,9,1.13,2,0.29,1,0.14,-,-,-,-,-,-
Kyoto,27936,223.49,92,1.21,116,1.53,690,9.08,3042,40.03,116,1.53,53,0.7,287,3.78,98,1.29,7,0.09,30,0.39,-,-,26,1.53,-,-,-,-,11,1.57,-,-,3,0.43
Osaka,63838,211.38,864,4.34,504,2.53,2583,12.98,8668,43.56,486,2.44,189,0.95,584,2.93,365,1.83,31,0.16,107,0.54,-,-,116,2.23,5,0.29,-,-,17,1,-,-,60,3.53
Hyogo,42989,217.12,584,4.53,317,2.46,1168,9.05,6230,48.29,264,2.05,141,1.09,469,3.64,177,1.37,11,0.09,39,0.3,6,0.18,142,4.18,8,0.57,2,0.14,15,1.07,-,-,21,1.5
Nara,10045,182.64,78,2.29,90,2.65,386,11.35,1515,44.56,67,1.97,35,1.03,29,0.85,66,1.94,6,0.18,9,0.26,-,-,39,3.9,2,0.33,1,0.17,11,1.83,-,-,1,0.17
Wakayama,8329,169.98,134,4.47,64,2.13,154,5.13,956,31.87,45,1.5,21,0.7,116,3.87,54,1.8,2,0.07,6,0.2,6,1.5,22,5.5,1,0.09,3,0.27,16,1.45,1,0.09,1,0.09
Tottori,5619,193.76,53,2.79,38,2,666,35.05,1184,62.32,34,1.79,59,3.11,9,0.47,33,1.74,3,0.16,8,0.42,1,0.2,55,11,1,0.2,-,-,1,0.2,-,-,1,0.2
Shimane,5795,152.5,95,4.13,69,3,320,13.91,1378,59.91,74,3.22,84,3.65,8,0.35,52,2.26,5,0.22,17,0.74,-,-,2,0.67,-,-,1,0.13,1,0.13,-,-,1,0.13
Okayama,16928,201.52,102,1.89,89,1.65,636,11.78,3477,64.39,74,1.37,30,0.56,61,1.13,79,1.46,1,0.02,23,0.43,-,-,61,5.08,1,0.2,1,0.2,1,0.2,-,-,3,0.6
Hiroshima,22069,193.59,231,3.25,189,2.66,949,13.37,3695,52.04,140,1.97,38,0.54,106,1.49,118,1.66,9,0.13,67,0.94,1,0.05,68,3.58,1,0.05,2,0.1,13,0.62,-,-,11,0.52
Yamaguchi,14319,213.72,310,6.6,89,1.89,782,16.64,1792,38.13,54,1.15,46,0.98,113,2.4,114,2.43,12,0.26,33,0.7,-,-,52,5.78,2,0.22,-,-,9,1,-,-,11,1.22
Tokushima,7012,189.51,173,7.52,23,1,127,5.52,1553,67.52,23,1,45,1.96,23,1,44,1.91,-,-,4,0.17,-,-,13,3.25,-,-,-,-,2,0.29,-,-,1,0.14
Kagawa,9096,193.53,82,2.93,106,3.79,391,13.96,1636,58.43,45,1.61,5,0.18,76,2.71,72,2.57,3,0.11,30,1.07,3,0.6,9,1.8,1,0.2,1,0.2,7,1.4,1,0.2,3,0.6
Ehime,11708,191.93,94,2.54,85,2.3,773,20.89,2954,79.84,88,2.38,16,0.43,75,2.03,121,3.27,5,0.14,20,0.54,-,-,185,23.13,-,-,1,0.17,7,1.17,-,-,2,0.33
Kochi,12842,267.54,52,1.73,30,1,325,10.83,1037,34.57,50,1.67,12,0.4,73,2.43,47,1.57,4,0.13,4,0.13,-,-,7,2.33,-,-,-,-,16,2,1,0.13,6,0.75
Fukuoka,58903,297.49,573,4.78,463,3.86,2826,23.55,5637,46.98,430,3.58,239,1.99,696,5.8,408,3.4,27,0.23,184,1.53,1,0.04,218,8.38,3,0.2,6,0.4,18,1.2,-,-,19,1.27
Saga,8745,224.23,59,2.57,46,2,236,10.26,592,25.74,78,3.39,108,4.7,121,5.26,81,3.52,8,0.35,5,0.22,-,-,4,1,1,0.17,-,-,6,1,-,-,5,0.83
Nagasaki,17879,255.41,84,1.91,188,4.27,508,11.55,1010,22.95,108,2.45,85,1.93,83,1.89,112,2.55,-,-,20,0.45,2,0.25,70,8.75,3,0.25,4,0.33,8,0.67,-,-,2,0.17
Kumamoto,19464,243.3,221,4.42,177,3.54,670,13.4,2728,54.56,126,2.52,72,1.44,53,1.06,200,4,12,0.24,37,0.74,-,-,125,13.89,1,0.07,2,0.13,8,0.53,-,-,5,0.33
Oita,16617,286.5,105,2.92,149,4.14,465,12.92,2515,69.86,96,2.67,30,0.83,40,1.11,108,3,1,0.03,136,3.78,-,-,40,8,1,0.09,-,-,8,0.73,-,-,1,0.09
Miyazaki,15318,264.1,69,1.92,171,4.75,635,17.64,2649,73.58,140,3.89,36,1,185,5.14,137,3.81,12,0.33,22,0.61,-,-,197,32.83,-,-,-,-,-,-,-,-,1,0.14
Kagoshima,23380,254.13,168,3.11,385,7.13,983,18.2,3297,61.06,254,4.7,52,0.96,66,1.22,128,2.37,8,0.15,49,0.91,-,-,94,13.43,1,0.08,-,-,2,0.17,-,-,1,0.08
Okinawa,16240,280,34,1,37,1.09,380,11.18,647,19.03,131,3.85,87,2.56,245,7.21,82,2.41,5,0.15,20,0.59,-,-,51,5.67,8,1.14,4,0.57,7,1,1,0.14,3,0.43
