"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2020",,,,,,"Data collected as of March 18, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,557131,112.89,10024,3.18,12862,4.08,98118,31.15,177784,56.44,13407,4.26,4526,1.44,12860,4.08,9431,2.99,775,0.25,1697,0.54,47,0.07,3154,4.56,91,0.19,105,0.22,1787,3.75,15,0.03,146,0.31
Hokkaido,26751,122.15,851,6.26,683,5.02,5275,38.79,2953,21.71,551,4.05,41,0.3,1163,8.55,251,1.85,25,0.18,41,0.3,2,0.07,255,9.11,3,0.14,5,0.23,126,5.73,-,-,19,0.86
Aomori,4861,74.78,124,2.95,89,2.12,854,20.33,2552,60.76,103,2.45,188,4.48,231,5.5,134,3.19,3,0.07,11,0.26,-,-,35,3.18,-,-,-,-,23,3.83,-,-,1,0.17
Iwate,8735,132.35,144,3.51,83,2.02,1733,42.27,1977,48.22,137,3.34,152,3.71,167,4.07,130,3.17,6,0.15,26,0.63,-,-,52,3.71,2,0.11,-,-,19,1,-,-,4,0.21
Miyagi,7637,81.24,329,5.67,242,4.17,2426,41.83,3240,55.86,299,5.16,185,3.19,124,2.14,182,3.14,2,0.03,27,0.47,1,0.08,25,2.08,1,0.08,-,-,83,6.92,1,0.08,1,0.08
Akita,7027,132.58,53,1.56,50,1.47,357,10.5,1295,38.09,54,1.59,110,3.24,29,0.85,52,1.53,-,-,8,0.24,1,0.17,10,1.67,1,0.13,-,-,12,1.5,-,-,1,0.13
Yamagata,4116,93.55,108,3.72,265,9.14,1781,61.41,1547,53.34,207,7.14,13,0.45,151,5.21,153,5.28,9,0.31,9,0.31,-,-,30,4.29,2,0.2,-,-,22,2.2,-,-,-,-
Fukushima,10188,122.75,258,5.16,207,4.14,1703,34.06,2316,46.32,227,4.54,54,1.08,469,9.38,242,4.84,6,0.12,26,0.52,-,-,125,9.62,2,0.29,-,-,23,3.29,-,-,2,0.29
Ibaraki,11724,97.7,129,1.72,353,4.71,2022,26.96,4000,53.33,372,4.96,34,0.45,166,2.21,145,1.93,8,0.11,29,0.39,-,-,153,9,-,-,2,0.17,74,6.17,-,-,2,0.17
