"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2019",,,,,,"Data collected as of September 18, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1441320,292.24,87072,27.63,50602,16.06,243164,77.17,603024,191.38,37781,11.99,340288,107.99,81303,25.8,47411,15.05,82817,26.28,11503,3.65,269,0.39,16448,23.7,344,0.72,522,1.09,3061,6.39,67,0.14,4621,9.65
Hokkaido,59021,268.28,3805,27.57,2301,16.67,16486,119.46,14852,107.62,1509,10.93,13145,95.25,3067,22.22,1269,9.2,2672,19.36,271,1.96,6,0.21,480,17.14,12,0.55,8,0.36,293,13.32,4,0.18,318,14.45
Aomori,14978,230.43,587,13.98,336,8,2257,53.74,6616,157.52,394,9.38,3441,81.93,1326,31.57,620,14.76,664,15.81,327,7.79,4,0.36,101,9.18,2,0.33,2,0.33,169,28.17,-,-,69,11.5
Iwate,17798,273.82,613,15.33,414,10.35,4469,111.73,6159,153.98,431,10.78,3677,91.93,842,21.05,611,15.28,683,17.08,264,6.6,-,-,266,19,9,0.47,8,0.42,92,4.84,2,0.11,246,12.95
Miyagi,30516,324.64,1827,31.5,599,10.33,6641,114.5,11134,191.97,1056,18.21,8999,155.16,2797,48.22,1056,18.21,1306,22.52,194,3.34,4,0.33,119,9.92,2,0.17,2,0.17,142,11.83,-,-,32,2.67
Akita,14948,282.04,348,10.24,198,5.82,1618,47.59,3499,102.91,181,5.32,1904,56,357,10.5,290,8.53,495,14.56,28,0.82,-,-,56,9.33,5,0.63,-,-,103,12.88,-,-,33,4.13
Yamagata,12799,284.42,1104,38.07,485,16.72,3901,134.52,6419,221.34,376,12.97,5212,179.72,1177,40.59,575,19.83,1208,41.66,53,1.83,-,-,89,12.71,3,0.3,8,0.8,61,6.1,-,-,74,7.4
Fukushima,29121,350.86,2389,47.78,1059,21.18,4434,88.68,6345,126.9,666,13.32,7333,146.66,1607,32.14,1119,22.38,1100,22,185,3.7,4,0.31,420,32.31,4,0.57,1,0.14,32,4.57,-,-,146,20.86
Ibaraki,36769,306.41,1638,21.84,1049,13.99,5411,72.15,11622,154.96,1079,14.39,7163,95.51,2061,27.48,821,10.95,2290,30.53,228,3.04,-,-,712,44.5,6,0.5,6,0.5,153,12.75,-,-,50,4.17
Tochigi,21731,289.75,1038,21.63,401,8.35,2739,57.06,4405,91.77,497,10.35,5182,107.96,1044,21.75,847,17.65,1431,29.81,153,3.19,-,-,179,14.92,1,0.14,2,0.29,68,9.71,-,-,49,7
Gunma,25774,299.7,1085,20.87,669,12.87,3513,67.56,8717,167.63,538,10.35,5764,110.85,1211,23.29,901,17.33,1615,31.06,154,2.96,7,0.5,340,24.29,1,0.13,4,0.5,50,6.25,-,-,139,17.38
Saitama,94122,373.5,3879,24.24,2694,16.84,15112,94.45,38520,240.75,2757,17.23,22035,137.72,5838,36.49,2724,17.03,5549,34.68,697,4.36,54,1.38,853,21.87,6,0.55,25,2.27,48,4.36,1,0.09,122,11.09
Chiba,68301,323.7,2601,19.56,1536,11.55,13043,98.07,22657,170.35,1901,14.29,15550,116.92,4024,30.26,1894,14.24,2719,20.44,487,3.66,14,0.41,619,18.21,15,1.88,16,2,60,7.5,-,-,85,10.63
Tokyo,110847,273.7,6506,25.61,2917,11.48,19566,77.03,56668,223.1,3892,15.32,27143,106.86,5448,21.45,4239,16.69,8818,34.72,718,2.83,10,0.27,452,12.22,27,1.13,28,1.17,131,5.46,25,1.04,184,7.67
Kanagawa,104135,295.84,4029,17.83,2322,10.27,15667,69.32,39521,174.87,3662,16.2,23306,103.12,4087,18.08,3387,14.99,5272,23.33,1095,4.85,15,0.3,2124,42.48,6,0.55,17,1.55,58,5.27,-,-,118,10.73
