"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2019",,,,,,"Data collected as of April 10, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1367000,276.16,19005,6.01,14119,4.47,101867,32.22,259282,82,14769,4.67,6263,1.98,28039,8.87,14569,4.61,896,0.28,3941,1.25,90,0.13,5875,8.44,142,0.3,139,0.29,1185,2.47,31,0.06,1484,3.09
Hokkaido,56629,256.24,1214,8.73,551,3.96,8043,57.86,4558,32.79,552,3.97,81,0.58,753,5.42,386,2.78,13,0.09,93,0.67,2,0.07,167,5.96,4,0.17,2,0.09,112,4.87,2,0.09,42,1.83
Aomori,13839,212.91,145,3.45,126,3,1182,28.14,3097,73.74,168,4,92,2.19,442,10.52,214,5.1,4,0.1,144,3.43,3,0.27,35,3.18,2,0.33,2,0.33,63,10.5,-,-,33,5.5
Iwate,16526,254.25,132,3.3,163,4.08,2225,55.63,2172,54.3,223,5.58,183,4.58,464,11.6,179,4.48,7,0.18,162,4.05,-,-,127,9.07,2,0.11,1,0.05,49,2.58,1,0.05,55,2.89
Miyagi,29156,310.17,328,5.66,184,3.17,2685,46.29,4219,72.74,475,8.19,76,1.31,1879,32.4,325,5.6,7,0.12,51,0.88,3,0.25,41,3.42,-,-,-,-,60,5,-,-,7,0.58
Akita,13325,251.42,49,1.44,78,2.29,824,24.24,1349,39.68,67,1.97,17,0.5,242,7.12,97,2.85,2,0.06,7,0.21,-,-,23,3.29,2,0.25,-,-,74,9.25,-,-,-,-
Yamagata,11951,259.8,85,2.93,168,5.79,1622,55.93,2862,98.69,173,5.97,94,3.24,713,24.59,208,7.17,11,0.38,19,0.66,-,-,51,6.38,2,0.2,2,0.2,29,2.9,-,-,28,2.8
Fukushima,26824,323.18,312,6.24,347,6.94,1952,39.04,2349,46.98,291,5.82,159,3.18,613,12.26,393,7.86,12,0.24,83,1.66,1,0.08,176,13.54,2,0.29,-,-,15,2.14,-,-,44,6.29
Ibaraki,35764,298.03,304,4.05,259,3.45,2233,29.77,5353,71.37,373,4.97,78,1.04,592,7.89,218,2.91,15,0.2,45,0.6,-,-,226,14.13,1,0.08,-,-,58,4.83,-,-,12,1
Tochigi,21108,281.44,192,4,87,1.81,1230,25.63,2213,46.1,195,4.06,76,1.58,308,6.42,242,5.04,3,0.06,51,1.06,-,-,61,5.08,1,0.14,-,-,23,3.29,-,-,11,1.57
