"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2020",,,,,,"Data collected as of December 9, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,563220,114.17,16609,5.27,31747,10.07,191697,60.8,387369,122.86,29621,9.39,17271,5.48,18109,5.74,61407,19.48,24328,7.72,7633,2.42,173,0.25,8575,12.36,373,0.78,435,0.91,3441,7.2,56,0.12,237,0.5
Hokkaido,27007,122.2,931,6.75,1851,13.41,9968,72.23,6149,44.56,1219,8.83,236,1.71,1448,10.49,1742,12.62,286,2.07,190,1.38,9,0.32,463,16.54,9,0.41,9,0.41,219,9.95,1,0.05,30,1.36
Aomori,5301,81.55,190,4.52,332,7.9,1665,39.64,4815,114.64,307,7.31,310,7.38,375,8.93,721,17.17,43,1.02,52,1.24,1,0.09,103,9.36,2,0.33,2,0.33,58,9.67,-,-,2,0.33
Iwate,9109,140.14,353,8.83,379,9.48,4056,101.4,5204,130.1,401,10.03,361,9.03,224,5.6,957,23.93,59,1.48,99,2.48,-,-,186,13.29,5,0.26,3,0.16,84,4.42,-,-,6,0.32
Miyagi,7749,82.44,427,7.36,548,9.45,3747,64.6,5819,100.33,541,9.33,389,6.71,177,3.05,1385,23.88,65,1.12,129,2.22,3,0.25,82,6.83,2,0.17,1,0.08,227,18.92,1,0.08,2,0.17
Akita,7134,134.6,58,1.71,193,5.68,1025,30.15,2638,77.59,251,7.38,282,8.29,97,2.85,368,10.82,35,1.03,42,1.24,4,0.67,41,6.83,1,0.13,-,-,28,3.5,1,0.13,2,0.25
Yamagata,4164,92.53,133,4.59,557,19.21,3489,120.31,4447,153.34,356,12.28,100,3.45,238,8.21,783,27,810,27.93,39,1.34,1,0.14,75,10.71,6,0.6,-,-,31,3.1,1,0.1,1,0.1
Fukushima,10244,123.42,350,7,618,12.36,3905,78.1,4375,87.5,557,11.14,256,5.12,621,12.42,1462,29.24,287,5.74,116,2.32,-,-,278,21.38,6,1,3,0.5,38,6.33,-,-,3,0.5
Ibaraki,11753,97.94,185,2.47,718,9.57,4234,56.45,8010,106.8,715,9.53,218,2.91,269,3.59,915,12.2,155,2.07,131,1.75,2,0.12,480,28.24,-,-,8,0.67,132,11,-,-,5,0.42
