"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2019",,,,,,"Data collected as of May 9, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1403410,284.61,24983,7.94,18453,5.86,129127,41.02,337270,107.14,18468,5.87,11125,3.53,35705,11.34,19858,6.31,1646,0.52,4928,1.57,125,0.18,7293,10.52,177,0.37,185,0.39,1427,2.98,41,0.09,2980,6.22
Hokkaido,58214,264.61,1570,11.38,748,5.42,10148,73.54,6529,47.31,704,5.1,122,0.88,1113,8.07,516,3.74,22,0.16,117,0.85,2,0.07,198,7.07,5,0.23,3,0.14,126,5.73,3,0.14,106,4.82
Aomori,14647,225.34,166,3.95,153,3.64,1487,35.4,4056,96.57,208,4.95,193,4.6,585,13.93,270,6.43,7,0.17,178,4.24,3,0.27,51,4.64,2,0.33,2,0.33,70,11.67,-,-,55,9.17
Iwate,17381,267.4,171,4.28,215,5.38,2706,67.65,3050,76.25,278,6.95,192,4.8,535,13.38,256,6.4,8,0.2,174,4.35,-,-,158,11.29,3,0.16,1,0.05,56,2.95,1,0.05,173,9.11
Miyagi,30029,319.46,479,8.26,239,4.12,3447,59.43,5649,97.4,553,9.53,86,1.48,2107,36.33,435,7.5,7,0.12,58,1,4,0.33,42,3.5,1,0.08,1,0.08,72,6,-,-,17,1.42
Akita,14629,281.33,65,1.91,101,2.97,1019,29.97,1712,50.35,87,2.56,17,0.5,271,7.97,125,3.68,3,0.09,11,0.32,-,-,29,4.83,2,0.25,-,-,79,9.88,-,-,4,0.5
Yamagata,12526,278.36,131,4.52,190,6.55,2051,70.72,3830,132.07,192,6.62,110,3.79,859,29.62,265,9.14,11,0.38,22,0.76,-,-,56,8,3,0.3,4,0.4,33,3.3,-,-,42,4.2
Fukushima,28224,340.05,434,8.68,412,8.24,2522,50.44,3179,63.58,363,7.26,275,5.5,747,14.94,518,10.36,14,0.28,103,2.06,1,0.08,230,17.69,2,0.29,-,-,17,2.43,-,-,82,11.71
Ibaraki,36378,303.15,381,5.08,379,5.05,2993,39.91,6631,88.41,513,6.84,105,1.4,886,11.81,309,4.12,26,0.35,69,0.92,-,-,311,19.44,4,0.33,1,0.08,70,5.83,-,-,17,1.42
Tochigi,21533,287.11,250,5.21,113,2.35,1576,32.83,2732,56.92,268,5.58,156,3.25,433,9.02,338,7.04,6,0.13,66,1.38,-,-,82,6.83,1,0.14,-,-,28,4,-,-,30,4.29
Gunma,25529,300.34,268,5.15,295,5.67,1868,35.92,4615,88.75,286,5.5,104,2,415,7.98,362,6.96,16,0.31,64,1.23,1,0.07,153,10.93,-,-,1,0.13,16,2,-,-,104,13
Saitama,92724,366.5,873,5.46,754,4.71,7558,47.24,21211,132.57,1203,7.52,320,2,2857,17.86,1066,6.66,30,0.19,301,1.88,17,0.43,344,8.6,3,0.27,13,1.18,17,1.55,1,0.09,76,6.91
Chiba,67018,317.62,565,4.28,489,3.7,6653,50.4,12858,97.41,903,6.84,135,1.02,2046,15.5,767,5.81,46,0.35,157,1.19,8,0.24,253,7.44,7,0.78,11,1.22,29,3.22,-,-,46,5.11
Tokyo,108452,268.45,1192,4.71,789,3.12,9583,37.88,31728,125.41,1780,7.04,377,1.49,3867,15.28,1782,7.04,60,0.24,261,1.03,1,0.03,187,5.19,15,0.63,12,0.5,37,1.54,17,0.71,128,5.33
Kanagawa,102436,290.19,824,3.68,610,2.72,7605,33.95,22549,100.67,1576,7.04,350,1.56,2428,10.84,1410,6.29,36,0.16,404,1.8,5,0.1,904,18.08,6,0.55,1,0.09,16,1.45,-,-,82,7.45
Niigata,31509,350.1,638,11.19,632,11.09,4197,73.63,5710,100.18,466,8.18,122,2.14,1759,30.86,399,7,5,0.09,98,1.72,13,1.3,72,7.2,4,0.31,1,0.08,65,5,3,0.23,26,2
Toyama,10689,222.69,139,4.79,347,11.97,1228,42.34,3507,120.93,178,6.14,111,3.83,442,15.24,176,6.07,53,1.83,24,0.83,9,1.29,41,5.86,3,0.6,1,0.2,3,0.6,-,-,13,2.6
Ishikawa,15138,315.38,235,8.1,394,13.59,2344,80.83,3073,105.97,112,3.86,33,1.14,792,27.31,172,5.93,-,-,18,0.62,-,-,40,5.71,3,0.6,3,0.6,34,6.8,-,-,33,6.6
Fukui,10720,306.29,324,14.73,353,16.05,1204,54.73,2616,118.91,199,9.05,17,0.77,134,6.09,134,6.09,8,0.36,43,1.95,-,-,69,23,6,1,4,0.67,4,0.67,-,-,34,5.67
Yamanashi,11223,273.73,63,2.63,36,1.5,603,25.13,1938,80.75,133,5.54,56,2.33,307,12.79,92,3.83,5,0.21,58,2.42,3,0.33,46,5.11,4,0.4,6,0.6,46,4.6,-,-,34,3.4
Nagano,28074,326.44,301,5.68,201,3.79,1363,25.72,5529,104.32,239,4.51,72,1.36,514,9.7,250,4.72,40,0.75,53,1,1,0.1,41,4.1,5,0.45,6,0.55,44,4,-,-,80,7.27
Gifu,24926,289.84,243,4.67,251,4.83,926,17.81,2810,54.04,131,2.52,42,0.81,233,4.48,241,4.63,9,0.17,16,0.31,3,0.27,53,4.82,-,-,-,-,11,2.2,-,-,63,12.6
Shizuoka,40406,290.69,413,4.64,305,3.43,2672,30.02,10695,120.17,272,3.06,116,1.3,858,9.64,406,4.56,24,0.27,144,1.62,-,-,185,8.41,3,0.3,13,1.3,17,1.7,1,0.1,16,1.6
Aichi,72148,369.99,1160,6.37,742,4.08,5093,27.98,16544,90.9,683,3.75,129,0.71,1167,6.41,883,4.85,51,0.28,177,0.97,4,0.11,203,5.8,6,0.4,9,0.6,51,3.4,1,0.07,298,19.87
Mie,17212,239.06,609,13.53,264,5.87,1531,34.02,4967,110.38,202,4.49,58,1.29,189,4.2,275,6.11,9,0.2,30,0.67,-,-,6,0.5,5,0.56,17,1.89,31,3.44,2,0.22,65,7.22
Shiga,13789,265.17,140,4.52,134,4.32,791,25.52,2821,91,137,4.42,45,1.45,95,3.06,120,3.87,24,0.77,31,1,-,-,19,2.38,3,0.43,1,0.14,2,0.29,1,0.14,17,2.43
Kyoto,31760,254.08,288,3.79,340,4.47,1829,24.07,7796,102.58,304,4,164,2.16,770,10.13,341,4.49,23,0.3,63,0.83,-,-,56,3.29,3,0.43,-,-,25,3.57,-,-,100,14.29
Osaka,71843,237.89,3152,15.92,1514,7.65,7760,39.19,22825,115.28,1103,5.57,1536,7.76,1670,8.43,1186,5.99,177,0.89,260,1.31,5,0.1,244,4.69,11,0.69,4,0.25,36,2.25,-,-,304,19
Hyogo,47780,241.31,1457,11.38,944,7.38,3410,26.64,17361,135.63,757,5.91,466,3.64,1217,9.51,622,4.86,44,0.34,89,0.7,9,0.26,338,9.94,17,1.21,9,0.64,30,2.14,1,0.07,182,13
Nara,11382,206.95,348,10.24,242,7.12,1122,33,4001,117.68,143,4.21,135,3.97,87,2.56,182,5.35,13,0.38,21,0.62,-,-,109,10.9,3,0.5,3,0.5,27,4.5,-,-,64,10.67
Wakayama,8968,183.02,631,21.03,139,4.63,459,15.3,2772,92.4,78,2.6,34,1.13,363,12.1,164,5.47,8,0.27,22,0.73,12,3,33,8.25,1,0.09,5,0.45,40,3.64,1,0.09,75,6.82
Tottori,7176,247.45,141,7.42,140,7.37,1554,81.79,2574,135.47,110,5.79,394,20.74,48,2.53,119,6.26,15,0.79,12,0.63,1,0.2,87,17.4,1,0.2,2,0.4,7,1.4,-,-,7,1.4
Shimane,7362,193.74,161,7,155,6.74,869,37.78,2606,113.3,113,4.91,228,9.91,53,2.3,181,7.87,13,0.57,25,1.09,-,-,4,1.33,1,0.13,3,0.38,5,0.63,2,0.25,14,1.75
Okayama,19454,231.6,253,4.69,288,5.33,1647,30.5,7060,130.74,236,4.37,110,2.04,180,3.33,226,4.19,29,0.54,64,1.19,-,-,93,7.75,2,0.4,1,0.2,6,1.2,-,-,32,6.4
Hiroshima,26319,232.91,602,8.6,558,7.97,2554,36.49,8699,124.27,294,4.2,154,2.2,316,4.51,377,5.39,19,0.27,230,3.29,1,0.06,184,10.22,4,0.2,6,0.3,28,1.4,-,-,75,3.75
Yamaguchi,17278,261.79,1057,22.98,218,4.74,1731,37.63,4723,102.67,138,3,139,3.02,349,7.59,345,7.5,32,0.7,70,1.52,1,0.11,102,11.33,3,0.33,-,-,31,3.44,-,-,45,5
