"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42nd week, 2019",,,,,,"Data collected as of October 23, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1464544,296.77,120120,38.1,56603,17.95,267647,84.89,649183,205.89,41380,13.12,369128,117.07,89691,28.45,53197,16.87,92089,29.21,12957,4.11,286,0.41,18955,27.31,377,0.79,627,1.31,3914,8.17,76,0.16,4646,9.7
Hokkaido,59661,271.19,4854,35.17,2445,17.72,17776,128.81,15657,113.46,1662,12.04,15494,112.28,3351,24.28,1435,10.4,3092,22.41,305,2.21,6,0.21,523,18.68,12,0.55,11,0.5,398,18.09,4,0.18,323,14.68
Aomori,15016,231.02,745,17.74,356,8.48,2394,57,6980,166.19,452,10.76,3848,91.62,1388,33.05,696,16.57,733,17.45,346,8.24,5,0.45,137,12.45,2,0.33,2,0.33,193,32.17,-,-,69,11.5
Iwate,18004,276.98,1050,26.25,446,11.15,4952,123.8,6559,163.98,480,12,4038,100.95,921,23.03,689,17.23,835,20.88,279,6.98,-,-,273,19.5,9,0.47,8,0.42,106,5.58,2,0.11,246,12.95
Miyagi,30718,326.79,2267,39.09,736,12.69,7332,126.41,11886,204.93,1148,19.79,9777,168.57,2902,50.03,1186,20.45,1433,24.71,225,3.88,4,0.33,161,13.42,4,0.33,3,0.25,176,14.67,-,-,34,2.83
Akita,15035,283.68,634,18.65,211,6.21,1704,50.12,3766,110.76,198,5.82,2003,58.91,365,10.74,327,9.62,526,15.47,31,0.91,-,-,67,11.17,5,0.63,-,-,118,14.75,1,0.13,33,4.13
Yamagata,12867,285.93,1617,55.76,534,18.41,4383,151.14,6755,232.93,445,15.34,5511,190.03,1203,41.48,637,21.97,1303,44.93,61,2.1,-,-,126,18,3,0.3,8,0.8,69,6.9,-,-,75,7.5
Fukushima,29421,354.47,2971,59.42,1133,22.66,4979,99.58,6672,133.44,721,14.42,7643,152.86,1758,35.16,1243,24.86,1295,25.9,198,3.96,4,0.31,488,37.54,4,0.57,3,0.43,43,6.14,-,-,146,20.86
Ibaraki,37046,308.72,2011,26.81,1156,15.41,5900,78.67,12468,166.24,1135,15.13,7816,104.21,2193,29.24,917,12.23,2462,32.83,255,3.4,-,-,827,51.69,6,0.5,6,0.5,182,15.17,-,-,50,4.17
Tochigi,21795,290.6,1597,33.27,433,9.02,2961,61.69,4730,98.54,539,11.23,5459,113.73,1130,23.54,943,19.65,1519,31.65,165,3.44,2,0.17,194,16.17,2,0.29,5,0.71,77,11,-,-,49,7
Gunma,25820,300.23,1615,31.06,741,14.25,3872,74.46,9860,189.62,569,10.94,6314,121.42,1342,25.81,1026,19.73,1780,34.23,168,3.23,7,0.5,384,27.43,1,0.13,6,0.75,75,9.38,-,-,139,17.38
Saitama,94641,375.56,5213,32.58,3021,18.88,16595,103.72,41316,258.23,3028,18.93,23935,149.59,6156,38.48,3071,19.19,5986,37.41,785,4.91,59,1.51,952,24.41,6,0.55,28,2.55,77,7,1,0.09,122,11.09
Chiba,68905,326.56,3138,23.59,1677,12.61,14476,108.84,24264,182.44,2045,15.38,16936,127.34,4280,32.18,2125,15.98,3132,23.55,564,4.24,15,0.44,752,22.12,15,1.88,16,2,94,11.75,-,-,85,10.63
Tokyo,112775,277.77,8037,31.52,3262,12.79,21630,84.82,60692,238.01,4266,16.73,30299,118.82,5675,22.25,4816,18.89,9884,38.76,824,3.23,10,0.27,513,13.86,33,1.38,33,1.38,173,7.21,29,1.21,184,7.67
