"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2015",,,,,,"Data collected as of March 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1013936,206.21,18998,6.06,8064,2.57,63453,20.25,201817,64.4,16187,5.16,8276,2.64,9762,3.11,11106,3.54,228,0.07,510,0.16,7690,2.45,72,0.11,2578,3.77,64,0.14,109,0.23,935,1.98,43,0.09,768,1.62
Hokkaido,33046,145.58,1208,8.45,841,5.88,3637,25.43,3485,24.37,682,4.77,422,2.95,450,3.15,377,2.64,7,0.05,17,0.12,450,3.15,3,0.11,98,3.63,-,-,-,-,20,0.91,1,0.05,6,0.27
Aomori,13317,204.88,178,4.24,66,1.57,353,8.4,1722,41,166,3.95,13,0.31,194,4.62,125,2.98,-,-,4,0.1,23,0.55,-,-,54,4.91,2,0.33,1,0.17,22,3.67,-,-,33,5.5
Iwate,12875,198.08,184,4.6,69,1.73,1004,25.1,2784,69.6,216,5.4,9,0.23,166,4.15,137,3.43,-,-,6,0.15,39,0.98,-,-,46,3.29,1,0.05,1,0.05,52,2.74,-,-,62,3.26
Miyagi,17071,183.56,277,4.78,106,1.83,1298,22.38,5699,98.26,406,7,74,1.28,514,8.86,226,3.9,-,-,7,0.12,58,1,-,-,21,1.75,1,0.08,3,0.25,65,5.42,-,-,18,1.5
Akita,11188,207.19,94,2.69,62,1.77,317,9.06,1890,54,158,4.51,9,0.26,9,0.26,56,1.6,1,0.03,-,-,112,3.2,6,0.86,14,2,-,-,-,-,37,4.63,-,-,4,0.5
Yamagata,7610,161.91,84,2.9,172,5.93,1180,40.69,2449,84.45,215,7.41,321,11.07,79,2.72,131,4.52,2,0.07,1,0.03,144,4.97,-,-,13,1.86,-,-,4,0.4,12,1.2,3,0.3,2,0.2
Fukushima,15978,210.24,501,11.13,120,2.67,844,18.76,3233,71.84,222,4.93,98,2.18,158,3.51,178,3.96,4,0.09,1,0.02,216,4.8,-,-,74,6.17,-,-,3,0.43,40,5.71,1,0.14,36,5.14
Ibaraki,20678,172.32,331,4.41,160,2.13,1481,19.75,5433,72.44,382,5.09,132,1.76,133,1.77,171,2.28,1,0.01,6,0.08,109,1.45,-,-,123,7.24,-,-,-,-,12,0.92,-,-,13,1
Tochigi,12687,166.93,216,4.5,62,1.29,576,12,2131,44.4,182,3.79,80,1.67,157,3.27,194,4.04,8,0.17,1,0.02,55,1.15,3,0.25,46,3.83,-,-,1,0.14,16,2.29,-,-,24,3.43
Gunma,17164,180.67,361,6.22,117,2.02,1336,23.03,3693,63.67,191,3.29,156,2.69,105,1.81,197,3.4,6,0.1,14,0.24,109,1.88,-,-,122,9.38,1,0.13,3,0.38,21,2.63,-,-,38,4.75
Saitama,36797,153.96,708,4.69,355,2.35,3558,23.56,11194,74.13,819,5.42,161,1.07,844,5.59,639,4.23,4,0.03,16,0.11,454,3.01,6,0.15,126,3.15,1,0.1,5,0.5,27,2.7,2,0.2,23,2.3
Chiba,41646,197.37,317,2.4,273,2.07,2809,21.28,8726,66.11,595,4.51,100,0.76,674,5.11,416,3.15,7,0.05,6,0.05,389,2.95,-,-,158,4.79,5,0.56,7,0.78,5,0.56,6,0.67,12,1.33
Tokyo,51222,125.85,913,3.57,439,1.71,5242,20.48,18063,70.56,1025,4,226,0.88,1628,6.36,938,3.66,32,0.13,27,0.11,490,1.91,2,0.05,102,2.68,7,0.28,14,0.56,47,1.88,2,0.08,28,1.12
Kanagawa,48818,149.75,639,3.16,261,1.29,3661,18.12,13580,67.23,1244,6.16,182,0.9,1600,7.92,810,4.01,9,0.04,13,0.06,257,1.27,11,0.24,285,6.33,4,0.4,3,0.3,16,1.6,-,-,24,2.4
Niigata,22573,235.14,351,5.75,426,6.98,1941,31.82,3252,53.31,524,8.59,101,1.66,297,4.87,245,4.02,5,0.08,27,0.44,93,1.52,3,0.3,41,4.1,-,-,-,-,25,1.92,10,0.77,6,0.46
Toyama,9448,196.83,103,3.55,171,5.9,660,22.76,2266,78.14,209,7.21,75,2.59,22,0.76,79,2.72,1,0.03,29,1,57,1.97,-,-,6,0.86,-,-,-,-,59,11.8,-,-,4,0.8
Ishikawa,11438,238.29,87,3,95,3.28,1325,45.69,2001,69,263,9.07,7,0.24,222,7.66,99,3.41,1,0.03,-,-,85,2.93,-,-,13,1.86,-,-,-,-,46,9.2,-,-,6,1.2
Fukui,9716,303.63,155,7.05,82,3.73,548,24.91,2386,108.45,125,5.68,113,5.14,9,0.41,94,4.27,-,-,3,0.14,158,7.18,-,-,7,2.33,4,0.67,-,-,2,0.33,-,-,2,0.33
Yamanashi,7693,192.33,81,3.38,24,1,343,14.29,1446,60.25,56,2.33,3,0.13,7,0.29,43,1.79,-,-,-,-,8,0.33,-,-,21,2.33,-,-,-,-,7,0.7,-,-,11,1.1
Nagano,19287,224.27,311,5.87,58,1.09,1007,19,3704,69.89,221,4.17,63,1.19,96,1.81,129,2.43,4,0.08,5,0.09,6,0.11,-,-,35,3.5,-,-,2,0.18,48,4.36,-,-,15,1.36
Gifu,19931,231.76,214,4.12,129,2.48,368,7.08,2529,48.63,141,2.71,54,1.04,26,0.5,143,2.75,-,-,6,0.12,26,0.5,-,-,23,2.09,-,-,-,-,8,1.6,-,-,3,0.6
Shizuoka,30546,221.35,451,5.13,159,1.81,2397,27.24,5349,60.78,409,4.65,83,0.94,231,2.63,198,2.25,1,0.01,25,0.28,95,1.08,-,-,57,2.71,2,0.2,1,0.1,26,2.6,14,1.4,18,1.8
Aichi,59145,303.31,668,3.69,443,2.45,2938,16.23,10923,60.35,592,3.27,318,1.76,129,0.71,496,2.74,4,0.02,20,0.11,308,1.7,5,0.15,69,2.03,3,0.21,-,-,24,1.71,-,-,16,1.14
Mie,15128,210.11,235,5.22,160,3.56,760,16.89,3142,69.82,123,2.73,107,2.38,48,1.07,157,3.49,2,0.04,6,0.13,35,0.78,1,0.08,10,0.83,4,0.44,3,0.33,19,2.11,-,-,4,0.44
Shiga,12595,237.64,199,6.22,54,1.69,577,18.03,1738,54.31,112,3.5,76,2.38,83,2.59,92,2.88,2,0.06,9,0.28,46,1.44,-,-,6,0.75,1,0.14,1,0.14,3,0.43,-,-,1,0.14
Kyoto,19263,157.89,203,2.78,188,2.58,818,11.21,3586,49.12,216,2.96,227,3.11,138,1.89,177,2.42,-,-,17,0.23,89,1.22,1,0.06,27,1.59,1,0.14,2,0.29,1,0.14,-,-,19,2.71
Osaka,46984,153.04,2036,10.23,427,2.15,3547,17.82,10846,54.5,1067,5.36,656,3.3,341,1.71,688,3.46,27,0.14,34,0.17,315,1.58,7,0.13,84,1.62,1,0.06,-,-,34,2,-,-,53,3.12
Hyogo,37497,189.38,1090,8.52,454,3.55,2017,15.76,8627,67.4,631,4.93,513,4.01,177,1.38,400,3.13,10,0.08,36,0.28,267,2.09,2,0.06,104,2.97,2,0.17,9,0.75,11,0.92,-,-,6,0.5
Nara,6784,125.63,282,8.29,62,1.82,323,9.5,1404,41.29,139,4.09,112,3.29,35,1.03,101,2.97,1,0.03,1,0.03,56,1.65,-,-,33,3.67,2,0.33,1,0.17,6,1,-,-,17,2.83
Wakayama,8146,162.92,442,14.26,57,1.84,263,8.48,1120,36.13,116,3.74,87,2.81,16,0.52,84,2.71,1,0.03,2,0.06,20,0.65,-,-,7,1.75,1,0.09,1,0.09,14,1.27,-,-,9,0.82
Tottori,6249,215.48,53,2.79,41,2.16,883,46.47,1570,82.63,97,5.11,1,0.05,10,0.53,68,3.58,7,0.37,3,0.16,35,1.84,-,-,2,0.67,1,0.2,-,-,-,-,-,-,60,12
Shimane,7304,192.21,132,5.74,71,3.09,783,34.04,1545,67.17,136,5.91,119,5.17,16,0.7,93,4.04,-,-,-,-,83,3.61,-,-,1,0.33,-,-,7,0.88,14,1.75,-,-,4,0.5
Okayama,22026,262.21,209,3.87,79,1.46,726,13.44,3685,68.24,285,5.28,142,2.63,38,0.7,163,3.02,5,0.09,5,0.09,73,1.35,4,0.33,17,1.42,2,0.4,-,-,2,0.4,-,-,6,1.2
Hiroshima,26936,236.28,335,4.72,249,3.51,1517,21.37,5645,79.51,362,5.1,178,2.51,8,0.11,257,3.62,4,0.06,11,0.15,311,4.38,1,0.05,85,4.47,-,-,7,0.33,25,1.19,1,0.05,4,0.19
Yamaguchi,20496,297.04,454,9.46,59,1.23,1161,24.19,3243,67.56,414,8.63,99,2.06,9,0.19,239,4.98,1,0.02,6,0.13,35,0.73,-,-,13,1.44,-,-,-,-,16,1.78,-,-,5,0.56
Tokushima,7744,203.79,345,15,68,2.96,282,12.26,1520,66.09,124,5.39,44,1.91,4,0.17,130,5.65,3,0.13,1,0.04,10,0.43,-,-,4,1,1,0.14,1,0.14,10,1.43,-,-,6,0.86
Kagawa,9247,192.65,279,9.62,70,2.41,447,15.41,1603,55.28,90,3.1,115,3.97,18,0.62,103,3.55,1,0.03,5,0.17,18,0.62,-,-,6,1.2,-,-,1,0.2,26,5.2,-,-,5,1
Ehime,12777,209.46,428,11.57,48,1.3,851,23,3476,93.95,140,3.78,103,2.78,15,0.41,167,4.51,1,0.03,14,0.38,126,3.41,-,-,124,15.5,1,0.17,-,-,-,-,-,-,5,0.83
Kochi,12694,264.46,288,9.6,18,0.6,444,14.8,1670,55.67,114,3.8,181,6.03,10,0.33,86,2.87,3,0.1,3,0.1,140,4.67,-,-,2,0.67,1,0.13,-,-,27,3.38,3,0.38,10,1.25
Fukuoka,61444,310.32,1121,9.34,406,3.38,3993,33.28,8059,67.16,792,6.6,781,6.51,625,5.21,680,5.67,16,0.13,37,0.31,580,4.83,9,0.35,108,4.15,8,0.62,5,0.38,13,1,-,-,12,0.92
Saga,11745,301.15,296,12.87,57,2.48,409,17.78,1453,63.17,196,8.52,237,10.3,77,3.35,131,5.7,1,0.04,5,0.22,272,11.83,-,-,4,1,1,0.17,-,-,13,2.17,-,-,32,5.33
Nagasaki,19753,282.19,339,7.7,74,1.68,762,17.32,3413,77.57,188,4.27,324,7.36,50,1.14,143,3.25,1,0.02,3,0.07,139,3.16,3,0.38,52,6.5,-,-,-,-,24,2,-,-,56,4.67
Kumamoto,24506,306.33,476,9.52,165,3.3,661,13.22,4442,88.84,294,5.88,311,6.22,23,0.46,276,5.52,1,0.02,38,0.76,155,3.1,-,-,46,5.11,-,-,6,0.4,11,0.73,-,-,10,0.67
Oita,20454,352.66,291,8.08,74,2.06,870,24.17,3496,97.11,350,9.72,199,5.53,120,3.33,228,6.33,7,0.19,14,0.39,112,3.11,-,-,69,13.8,-,-,-,-,12,1.09,-,-,3,0.27
Miyazaki,23365,396.02,562,15.61,164,4.56,452,12.56,3152,87.56,288,8,70,1.94,7,0.19,261,7.25,1,0.03,11,0.31,43,1.19,-,-,88,14.67,-,-,1,0.14,-,-,-,-,4,0.57
Kagoshima,28862,310.34,356,6.47,230,4.18,1568,28.51,4494,81.71,441,8.02,414,7.53,115,2.09,182,3.31,12,0.22,6,0.11,91,1.65,1,0.14,35,5,-,-,1,0.08,-,-,-,-,5,0.42
Okinawa,22063,380.4,115,3.38,99,2.91,516,15.18,950,27.94,429,12.62,380,11.18,29,0.85,79,2.32,24,0.71,9,0.26,898,26.41,4,0.4,97,9.7,6,0.86,15,2.14,17,2.43,-,-,28,4
