"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2015",,,,,,"Data collected as of May 13, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1136105,230.63,27400,8.72,19442,6.19,148424,47.22,413228,131.48,31483,10.02,28758,9.15,26111,8.31,27174,8.65,657,0.21,2479,0.79,18589,5.91,164,0.24,5676,8.29,153,0.32,258,0.54,2047,4.31,122,0.26,3072,6.47
Hokkaido,40890,180.13,1736,12.14,1651,11.55,9206,64.38,9160,64.06,1400,9.79,892,6.24,1179,8.24,813,5.69,23,0.16,39,0.27,1123,7.85,5,0.19,182,6.74,-,-,3,0.14,49,2.23,1,0.05,207,9.41
Aomori,14684,225.91,290,6.9,182,4.33,1208,28.76,3220,76.67,310,7.38,164,3.9,445,10.6,338,8.05,1,0.02,12,0.29,44,1.05,-,-,98,8.91,3,0.5,6,1,47,7.83,-,-,85,14.17
Iwate,15123,232.66,260,6.5,176,4.4,2097,52.43,5092,127.3,462,11.55,16,0.4,299,7.48,295,7.38,4,0.1,20,0.5,62,1.55,-,-,93,6.64,1,0.05,2,0.11,83,4.37,2,0.11,124,6.53
Miyagi,19355,208.12,323,5.57,291,5.02,2705,46.64,9516,164.07,724,12.48,253,4.36,965,16.64,598,10.31,-,-,15,0.26,144,2.48,3,0.25,57,4.75,1,0.08,3,0.25,132,11,-,-,71,5.92
Akita,13012,245.51,115,3.38,164,4.82,906,26.65,2850,83.82,269,7.91,32,0.94,58,1.71,133,3.91,1,0.03,5,0.15,229,6.74,8,1.14,39,5.57,1,0.13,-,-,77,9.63,-,-,20,2.5
Yamagata,9730,207.02,120,4.14,436,15.03,2709,93.41,5270,181.72,418,14.41,614,21.17,206,7.1,329,11.34,3,0.1,8,0.28,349,12.03,-,-,17,2.43,2,0.2,6,0.6,19,1.9,8,0.8,30,3
Fukushima,18809,247.49,675,15,290,6.44,1960,43.56,5732,127.38,424,9.42,437,9.71,516,11.47,446,9.91,8,0.18,10,0.22,462,10.27,-,-,146,12.17,-,-,4,0.57,81,11.57,1,0.14,108,15.43
Ibaraki,22361,186.34,393,5.24,381,5.08,3674,48.99,9919,132.25,661,8.81,257,3.43,516,6.88,432,5.76,3,0.04,29,0.39,306,4.08,-,-,238,14,-,-,-,-,23,1.77,1,0.08,37,2.85
Tochigi,13835,182.04,281,5.85,148,3.08,1487,30.98,3477,72.44,361,7.52,268,5.58,417,8.69,449,9.35,18,0.38,3,0.06,129,2.69,4,0.33,87,7.25,2,0.29,2,0.29,34,4.86,1,0.14,42,6
Gunma,19408,202.17,421,7.14,293,4.97,3419,57.95,7536,127.73,377,6.39,481,8.15,430,7.29,522,8.85,16,0.27,51,0.86,336,5.69,1,0.08,343,26.38,4,0.5,5,0.63,46,5.75,-,-,173,21.63
Saitama,41135,169.28,924,6.04,906,5.92,8124,53.1,23051,150.66,1796,11.74,566,3.7,2513,16.42,1583,10.35,22,0.14,83,0.54,1379,9.01,14,0.35,311,7.78,2,0.22,14,1.56,65,7.22,7,0.78,98,10.89
Chiba,47830,227.76,496,3.76,938,7.11,6844,51.85,15576,118,1159,8.78,229,1.73,1818,13.77,985,7.46,19,0.14,35,0.27,942,7.14,3,0.09,354,10.73,6,0.67,13,1.44,11,1.22,9,1,46,5.11
Tokyo,57571,140.42,1285,4.98,1117,4.33,13101,50.78,37476,145.26,2571,9.97,612,2.37,4284,16.6,2476,9.6,78,0.3,108,0.42,1157,4.48,4,0.11,268,7.05,16,0.64,20,0.8,81,3.24,14,0.56,74,2.96
Kanagawa,53669,163.13,883,4.31,728,3.55,8896,43.4,26902,131.23,2670,13.02,553,2.7,3324,16.21,2007,9.79,31,0.15,62,0.3,610,2.98,26,0.58,578,12.84,9,0.9,9,0.9,46,4.6,-,-,108,10.8
Niigata,26349,277.36,527,8.78,1016,16.93,4628,77.13,7222,120.37,848,14.13,307,5.12,653,10.88,564,9.4,20,0.33,36,0.6,222,3.7,6,0.6,99,9.9,1,0.08,-,-,58,4.46,31,2.38,29,2.23
Toyama,11220,233.75,134,4.62,365,12.59,1683,58.03,4503,155.28,438,15.1,352,12.14,63,2.17,189,6.52,1,0.03,56,1.93,123,4.24,1,0.14,15,2.14,1,0.2,-,-,123,24.6,-,-,27,5.4
Ishikawa,13276,276.58,158,5.45,257,8.86,2858,98.55,4830,166.55,396,13.66,21,0.72,505,17.41,223,7.69,1,0.03,7,0.24,417,14.38,-,-,26,3.71,-,-,-,-,89,17.8,-,-,65,13
Fukui,11006,343.94,228,10.36,242,11,1369,62.23,4851,220.5,199,9.05,430,19.55,37,1.68,201,9.14,3,0.14,6,0.27,334,15.18,-,-,15,5,5,0.83,4,0.67,7,1.17,-,-,56,9.33
Yamanashi,8684,217.1,99,4.13,60,2.5,910,37.92,2754,114.75,145,6.04,9,0.38,47,1.96,121,5.04,1,0.04,6,0.25,17,0.71,-,-,43,4.78,2,0.2,4,0.4,16,1.6,-,-,64,6.4
Nagano,22002,255.84,340,6.42,127,2.4,2135,40.28,7179,135.45,430,8.11,77,1.45,348,6.57,329,6.21,16,0.3,9,0.17,43,0.81,1,0.1,66,6.6,-,-,4,0.36,104,9.45,-,-,63,5.73
Gifu,21759,253.01,262,5.04,295,5.67,929,17.87,4667,89.75,298,5.73,107,2.06,164,3.15,324,6.23,5,0.1,176,3.38,49,0.94,-,-,42,3.82,1,0.2,-,-,17,3.4,-,-,44,8.8
Shizuoka,33277,241.14,565,6.42,428,4.86,5368,61,10482,119.11,719,8.17,236,2.68,702,7.98,592,6.73,6,0.07,99,1.13,207,2.35,3,0.14,109,5.19,2,0.2,4,0.4,68,6.8,25,2.5,54,5.4
Aichi,63977,328.09,848,4.69,1046,5.78,6386,35.28,20719,114.47,1174,6.49,711,3.93,478,2.64,1242,6.86,26,0.14,262,1.45,751,4.15,10,0.29,137,4.03,7,0.5,1,0.07,59,4.21,-,-,107,7.64
Mie,17079,237.21,281,6.24,402,8.93,1767,39.27,5572,123.82,261,5.8,339,7.53,211,4.69,383,8.51,13,0.29,30,0.67,53,1.18,2,0.17,17,1.42,8,0.89,4,0.44,41,4.56,-,-,9,1
Shiga,13572,256.08,233,7.28,136,4.25,1147,35.84,3709,115.91,258,8.06,333,10.41,393,12.28,215,6.72,2,0.06,62,1.94,155,4.84,-,-,17,2.13,2,0.29,2,0.29,12,1.71,-,-,33,4.71
Kyoto,21580,176.89,251,3.44,389,5.33,1898,26,7503,102.78,425,5.82,714,9.78,399,5.47,426,5.84,2,0.03,39,0.53,217,2.97,1,0.06,64,3.76,3,0.43,2,0.29,5,0.71,-,-,83,11.86
Osaka,52421,170.75,2783,13.98,1082,5.44,8602,43.23,25021,125.73,2184,10.97,3872,19.46,1094,5.5,1751,8.8,52,0.26,150,0.75,784,3.94,14,0.27,187,3.67,4,0.24,10,0.59,93,5.47,1,0.06,213,12.53
Hyogo,42644,215.37,1397,10.91,949,7.41,4541,35.48,18898,147.64,1248,9.75,2273,17.76,592,4.63,965,7.54,37,0.29,84,0.66,620,4.84,5,0.14,315,9,10,0.83,13,1.08,29,2.42,-,-,43,3.58
Nara,7927,146.8,376,11.06,148,4.35,960,28.24,3247,95.5,254,7.47,523,15.38,83,2.44,223,6.56,4,0.12,5,0.15,92,2.71,2,0.22,56,6.22,4,0.67,1,0.17,9,1.5,-,-,88,14.67
Wakayama,9208,184.16,570,18.39,118,3.81,634,20.45,2279,73.52,239,7.71,438,14.13,68,2.19,207,6.68,3,0.1,23,0.74,35,1.13,1,0.25,25,6.25,6,0.55,1,0.09,40,3.64,1,0.09,67,6.09
Tottori,7231,249.34,62,3.26,106,5.58,2025,106.58,2706,142.42,121,6.37,312,16.42,45,2.37,152,8,19,1,20,1.05,76,4,-,-,4,1.33,1,0.2,-,-,4,0.8,-,-,80,16
Shimane,8352,219.79,213,9.26,197,8.57,1712,74.43,2867,124.65,190,8.26,847,36.83,31,1.35,238,10.35,-,-,13,0.57,173,7.52,1,0.33,2,0.67,2,0.25,14,1.75,30,3.75,1,0.13,47,5.88
