"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2022",,,,,,"Data collected as of February 2, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,229,0.05,4960,1.58,2437,0.78,5962,1.9,83184,26.54,1285,0.41,4020,1.28,162,0.05,3561,1.14,801,0.26,308,0.1,12,0.02,496,0.72,22,0.05,26,0.05,17,0.04,2,0,18,0.04
Hokkaido,4,0.02,376,2.69,165,1.18,372,2.66,835,5.96,91,0.65,40,0.29,6,0.04,106,0.76,10,0.07,9,0.06,2,0.07,9,0.32,1,0.04,-,-,1,0.04,1,0.04,5,0.22
Aomori,-,-,2,0.05,23,0.56,32,0.78,677,16.51,13,0.32,76,1.85,1,0.02,44,1.07,-,-,5,0.12,-,-,11,1,-,-,-,-,-,-,-,-,-,-
Iwate,2,0.03,208,5.33,28,0.72,129,3.31,829,21.26,29,0.74,13,0.33,2,0.05,53,1.36,28,0.72,2,0.05,-,-,7,0.5,1,0.05,-,-,1,0.05,-,-,-,-
Miyagi,7,0.07,6,0.1,42,0.72,84,1.45,2151,37.09,37,0.64,41,0.71,7,0.12,89,1.53,28,0.48,7,0.12,-,-,8,0.67,2,0.17,-,-,1,0.08,-,-,-,-
Akita,1,0.02,-,-,21,0.62,66,1.94,358,10.53,11,0.32,5,0.15,-,-,23,0.68,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamagata,3,0.07,-,-,44,1.52,78,2.69,1587,54.72,21,0.72,20,0.69,1,0.03,45,1.55,19,0.66,2,0.07,-,-,8,1,-,-,-,-,-,-,-,-,1,0.1
Fukushima,5,0.06,38,0.76,62,1.24,103,2.06,1107,22.14,21,0.42,63,1.26,12,0.24,91,1.82,16,0.32,2,0.04,-,-,19,1.46,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,2,0.02,20,0.27,30,0.4,107,1.43,1543,20.57,22,0.29,33,0.44,2,0.03,55,0.73,6,0.08,10,0.13,-,-,20,1.18,-,-,-,-,5,0.42,-,-,-,-
Tochigi,4,0.05,13,0.27,15,0.31,66,1.38,591,12.31,11,0.23,92,1.92,5,0.1,84,1.75,5,0.1,4,0.08,-,-,12,1,2,0.29,-,-,-,-,-,-,-,-
Gunma,1,0.01,39,0.72,42,0.78,64,1.19,1489,27.57,17,0.31,35,0.65,6,0.11,79,1.46,17,0.31,9,0.17,1,0.07,18,1.29,-,-,-,-,-,-,-,-,-,-
Saitama,5,0.02,32,0.2,108,0.68,142,0.9,5250,33.23,64,0.41,104,0.66,6,0.04,188,1.19,30,0.19,21,0.13,1,0.03,35,0.9,1,0.09,1,0.09,-,-,-,-,-,-
Chiba,15,0.07,5,0.04,79,0.62,263,2.07,3219,25.35,56,0.44,61,0.48,4,0.03,147,1.16,14,0.11,27,0.21,-,-,18,0.56,2,0.22,1,0.11,1,0.11,-,-,-,-
Tokyo,15,0.04,29,0.11,86,0.34,240,0.94,7848,30.9,75,0.3,221,0.87,14,0.06,270,1.06,46,0.18,31,0.12,-,-,25,0.66,1,0.04,-,-,1,0.04,1,0.04,-,-
Kanagawa,16,0.05,23,0.1,57,0.26,260,1.18,4755,21.52,72,0.33,206,0.93,14,0.06,215,0.97,54,0.24,29,0.13,1,0.02,61,1.24,-,-,2,0.18,-,-,-,-,-,-
Niigata,3,0.03,20,0.35,86,1.51,294,5.16,938,16.46,27,0.47,151,2.65,1,0.02,93,1.63,86,1.51,7,0.12,-,-,9,0.9,-,-,2,0.15,1,0.08,-,-,-,-
Toyama,-,-,138,4.76,63,2.17,85,2.93,889,30.66,15,0.52,71,2.45,-,-,30,1.03,42,1.45,3,0.1,-,-,1,0.14,1,0.2,-,-,-,-,-,-,-,-
Ishikawa,1,0.02,14,0.48,49,1.69,76,2.62,1096,37.79,13,0.45,31,1.07,-,-,29,1,12,0.41,1,0.03,-,-,1,0.14,-,-,1,0.2,1,0.2,-,-,-,-
Fukui,-,-,31,1.35,46,2,43,1.87,842,36.61,5,0.22,84,3.65,12,0.52,17,0.74,14,0.61,1,0.04,-,-,2,0.67,1,0.17,1,0.17,-,-,-,-,-,-
Yamanashi,-,-,8,0.33,1,0.04,9,0.38,447,18.63,5,0.21,19,0.79,-,-,16,0.67,-,-,2,0.08,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-
Nagano,6,0.07,20,0.37,10,0.19,65,1.2,996,18.44,35,0.65,56,1.04,1,0.02,40,0.74,23,0.43,4,0.07,-,-,5,0.45,1,0.09,1,0.09,-,-,-,-,1,0.09
Gifu,7,0.08,9,0.17,47,0.89,51,0.96,742,14,6,0.11,34,0.64,-,-,53,1,4,0.08,2,0.04,-,-,-,-,-,-,1,0.2,-,-,-,-,-,-
Shizuoka,11,0.08,25,0.28,69,0.78,121,1.36,2985,33.54,36,0.4,39,0.44,7,0.08,92,1.03,17,0.19,13,0.15,-,-,19,0.86,1,0.1,2,0.2,-,-,-,-,-,-
Aichi,10,0.05,124,0.68,73,0.4,271,1.49,3798,20.87,41,0.23,80,0.44,6,0.03,150,0.82,20,0.11,13,0.07,-,-,11,0.31,-,-,3,0.2,-,-,-,-,-,-
Mie,1,0.01,-,-,28,0.64,38,0.86,1437,32.66,15,0.34,66,1.5,-,-,52,1.18,11,0.25,2,0.05,1,0.08,5,0.42,1,0.11,-,-,-,-,-,-,-,-
Shiga,5,0.08,6,0.17,13,0.36,48,1.33,809,22.47,18,0.5,28,0.78,1,0.03,56,1.56,9,0.25,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,20,0.16,26,0.34,52,0.68,84,1.11,1690,22.24,18,0.24,62,0.82,2,0.03,36,0.47,5,0.07,7,0.09,-,-,3,0.17,-,-,-,-,-,-,-,-,-,-
Osaka,21,0.07,240,1.22,123,0.62,226,1.15,5199,26.39,77,0.39,138,0.7,6,0.03,175,0.89,23,0.12,15,0.08,2,0.04,19,0.37,-,-,-,-,-,-,-,-,1,0.06
Hyogo,8,0.04,58,0.46,73,0.57,167,1.31,4667,36.75,40,0.31,97,0.76,15,0.12,132,1.04,12,0.09,8,0.06,-,-,21,0.6,1,0.07,3,0.21,-,-,-,-,2,0.14
