"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2016",,,,,,"Data collected as of January 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Gifu,673,7.74,81,1.53,44,0.83,123,2.32,610,11.51,44,0.83,11,0.21,50,0.94,28,0.53,1,0.02,1,0.02,33,0.62,-,-,6,0.55,-,-,4,0.8,21,4.2,-,-,2,0.4
Shizuoka,683,4.91,128,1.44,83,0.93,831,9.34,1832,20.58,102,1.15,9,0.1,73,0.82,59,0.66,-,-,1,0.01,234,2.63,-,-,16,0.73,1,0.1,2,0.2,12,1.2,2,0.2,1,0.1
Aichi,1229,6.3,401,2.22,112,0.62,751,4.15,2626,14.51,168,0.93,22,0.12,315,1.74,147,0.81,3,0.02,5,0.03,167,0.92,-,-,27,0.79,-,-,-,-,39,2.79,-,-,5,0.36
Mie,276,3.83,127,2.82,37,0.82,107,2.38,904,20.09,59,1.31,2,0.04,84,1.87,42,0.93,-,-,-,-,24,0.53,-,-,2,0.17,2,0.22,1,0.11,15,1.67,-,-,-,-
Shiga,336,6.34,96,3,11,0.34,48,1.5,480,15,65,2.03,5,0.16,8,0.25,25,0.78,-,-,1,0.03,24,0.75,-,-,5,0.63,-,-,1,0.14,8,1.14,-,-,-,-
Kyoto,512,4.2,81,1.11,36,0.49,207,2.84,913,12.51,66,0.9,5,0.07,105,1.44,43,0.59,-,-,3,0.04,175,2.4,-,-,14,0.82,-,-,-,-,21,3,-,-,4,0.57
Osaka,1444,4.7,532,2.66,266,1.33,694,3.47,2375,11.88,290,1.45,10,0.05,242,1.21,177,0.89,2,0.01,9,0.05,335,1.68,1,0.02,45,0.87,-,-,-,-,60,3.53,-,-,8,0.47
Hyogo,936,4.7,418,3.24,121,0.94,460,3.57,1959,15.19,235,1.82,16,0.12,159,1.23,91,0.71,5,0.04,2,0.02,225,1.74,-,-,30,0.86,-,-,1,0.09,11,1,-,-,5,0.45
Nara,169,3.13,134,3.94,30,0.88,100,2.94,379,11.15,25,0.74,-,-,74,2.18,28,0.82,3,0.09,1,0.03,59,1.74,-,-,5,0.56,1,0.17,-,-,26,4.33,-,-,3,0.5
Wakayama,186,3.72,112,3.61,28,0.9,52,1.68,213,6.87,22,0.71,-,-,104,3.35,23,0.74,-,-,1,0.03,16,0.52,-,-,6,1.5,-,-,-,-,9,0.82,-,-,2,0.18
Tottori,125,4.31,29,1.53,39,2.05,191,10.05,191,10.05,9,0.47,-,-,75,3.95,13,0.68,-,-,-,-,5,0.26,-,-,5,1.67,-,-,1,0.2,9,1.8,-,-,8,1.6
Shimane,84,2.21,73,3.17,45,1.96,106,4.61,274,11.91,18,0.78,2,0.09,9,0.39,25,1.09,-,-,3,0.13,41,1.78,-,-,1,0.33,1,0.13,-,-,6,0.75,1,0.13,2,0.25
Okayama,337,4.01,90,1.67,30,0.56,136,2.52,844,15.63,49,0.91,-,-,49,0.91,25,0.46,1,0.02,2,0.04,185,3.43,-,-,25,2.08,-,-,-,-,6,1.2,-,-,2,0.4
Hiroshima,380,3.33,126,1.77,70,0.99,267,3.76,1074,15.13,79,1.11,3,0.04,178,2.51,50,0.7,3,0.04,1,0.01,155,2.18,2,0.11,42,2.21,1,0.05,-,-,30,1.43,-,-,9,0.43
Yamaguchi,303,4.39,234,4.88,37,0.77,243,5.06,750,15.63,41,0.85,20,0.42,107,2.23,60,1.25,1,0.02,5,0.1,89,1.85,-,-,32,3.56,-,-,-,-,6,0.67,-,-,4,0.44
Tokushima,94,2.47,134,5.83,20,0.87,49,2.13,484,21.04,25,1.09,2,0.09,20,0.87,25,1.09,-,-,2,0.09,17,0.74,-,-,5,1.25,-,-,-,-,2,0.29,-,-,5,0.71
Kagawa,115,2.45,86,3.07,30,1.07,67,2.39,440,15.71,23,0.82,-,-,36,1.29,21,0.75,1,0.04,-,-,25,0.89,-,-,4,0.8,-,-,-,-,9,1.8,-,-,10,2
Ehime,181,2.97,165,4.46,28,0.76,206,5.57,911,24.62,36,0.97,6,0.16,54,1.46,53,1.43,2,0.05,-,-,26,0.7,1,0.13,36,4.5,-,-,-,-,4,0.67,-,-,-,-
Kochi,51,1.06,49,1.63,4,0.13,111,3.7,572,19.07,26,0.87,-,-,11,0.37,14,0.47,1,0.03,-,-,43,1.43,-,-,1,0.33,-,-,1,0.13,11,1.38,3,0.38,10,1.25
Fukuoka,1230,6.21,311,2.59,177,1.48,704,5.87,1985,16.54,255,2.13,8,0.07,199,1.66,177,1.48,3,0.03,4,0.03,461,3.84,3,0.12,123,4.73,1,0.07,5,0.36,37,2.64,-,-,-,-
Saga,123,3.15,71,3.09,25,1.09,119,5.17,209,9.09,27,1.17,3,0.13,68,2.96,43,1.87,-,-,-,-,187,8.13,-,-,3,0.75,-,-,-,-,8,1.33,-,-,6,1
Nagasaki,295,4.21,118,2.68,28,0.64,154,3.5,436,9.91,61,1.39,2,0.05,76,1.73,30,0.68,-,-,3,0.07,136,3.09,-,-,45,5.63,-,-,1,0.08,24,2,-,-,1,0.08
Kumamoto,194,2.43,183,3.66,37,0.74,146,2.92,1080,21.6,33,0.66,11,0.22,242,4.84,65,1.3,1,0.02,6,0.12,162,3.24,-,-,74,8.22,-,-,3,0.2,15,1,1,0.07,8,0.53
Oita,326,5.62,57,1.58,21,0.58,211,5.86,832,23.11,62,1.72,4,0.11,181,5.03,41,1.14,5,0.14,-,-,23,0.64,-,-,14,2.8,-,-,-,-,9,0.82,-,-,-,-
Miyazaki,214,3.63,121,3.36,48,1.33,200,5.56,695,19.31,57,1.58,8,0.22,90,2.5,62,1.72,1,0.03,2,0.06,240,6.67,2,0.33,47,7.83,-,-,-,-,5,0.71,-,-,1,0.14
Kagoshima,359,3.86,98,1.78,90,1.64,342,6.22,1010,18.36,87,1.58,6,0.11,101,1.84,47,0.85,1,0.02,16,0.29,115,2.09,-,-,15,2.14,-,-,-,-,5,0.42,-,-,1,0.08
Okinawa,1184,20.41,11,0.32,10,0.29,56,1.65,355,10.44,38,1.12,2,0.06,6,0.18,22,0.65,14,0.41,1,0.03,205,6.03,1,0.1,14,1.4,1,0.14,1,0.14,14,2,-,-,2,0.29
