"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2015",,,,,,"Data collected as of March 18, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1054149,215.09,21607,6.91,10057,3.22,82640,26.44,252329,80.75,19385,6.2,10949,3.5,12103,3.87,13930,4.46,303,0.1,666,0.21,9736,3.12,87,0.13,3138,4.61,79,0.17,141,0.3,1140,2.41,71,0.15,1161,2.45
Hokkaido,36303,159.93,1344,9.4,986,6.9,5073,35.48,4664,32.62,864,6.04,539,3.77,545,3.81,469,3.28,7,0.05,22,0.15,583,4.08,4,0.15,102,3.78,-,-,1,0.05,25,1.14,1,0.05,39,1.77
Aomori,13978,215.05,216,5.14,83,1.98,547,13.02,2062,49.1,205,4.88,21,0.5,237,5.64,152,3.62,-,-,5,0.12,27,0.64,-,-,67,6.09,2,0.33,3,0.5,23,3.83,-,-,45,7.5
Iwate,13757,211.65,207,5.18,90,2.25,1280,32,3460,86.5,281,7.03,9,0.23,187,4.68,170,4.25,-,-,7,0.18,43,1.08,-,-,57,4.07,1,0.05,1,0.05,58,3.05,2,0.11,88,4.63
Miyagi,17912,192.6,294,5.07,140,2.41,1659,28.6,6798,117.21,470,8.1,96,1.66,600,10.34,290,5,-,-,10,0.17,73,1.26,-,-,24,2,1,0.08,3,0.25,78,6.5,-,-,29,2.42
Akita,11784,218.22,99,2.83,81,2.31,431,12.31,2134,60.97,182,5.2,17,0.49,16,0.46,66,1.89,1,0.03,-,-,145,4.14,6,0.86,21,3,-,-,-,-,46,5.75,-,-,4,0.5
Yamagata,8138,173.15,96,3.31,234,8.07,1584,54.62,3142,108.34,264,9.1,413,14.24,102,3.52,165,5.69,2,0.07,2,0.07,184,6.34,-,-,14,2,-,-,5,0.5,12,1.2,4,0.4,6,0.6
Fukushima,16663,219.25,545,12.11,146,3.24,1051,23.36,3862,85.82,259,5.76,141,3.13,193,4.29,211,4.69,6,0.13,2,0.04,264,5.87,-,-,87,7.25,-,-,3,0.43,46,6.57,1,0.14,51,7.29
Ibaraki,21286,177.38,362,4.83,190,2.53,1976,26.35,6454,86.05,431,5.75,144,1.92,186,2.48,221,2.95,2,0.03,8,0.11,143,1.91,-,-,142,8.35,-,-,-,-,12,0.92,-,-,14,1.08
Tochigi,13122,172.66,236,4.92,80,1.67,727,15.15,2556,53.25,208,4.33,109,2.27,194,4.04,245,5.1,10,0.21,1,0.02,67,1.4,3,0.25,57,4.75,1,0.14,1,0.14,21,3,1,0.14,28,4
