"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2015",,,,,,"Data collected as of March 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1074126,218.27,22696,7.23,11171,3.56,92380,29.44,276455,88.1,20970,6.68,12270,3.91,13466,4.29,15385,4.9,336,0.11,773,0.25,10737,3.42,99,0.14,3373,4.93,93,0.2,156,0.33,1252,2.64,79,0.17,1406,2.97
Hokkaido,37608,165.67,1420,9.93,1073,7.5,5721,40.01,5272,36.87,921,6.44,588,4.11,597,4.17,503,3.52,8,0.06,25,0.17,644,4.5,4,0.15,110,4.07,-,-,1,0.05,28,1.27,1,0.05,58,2.64
Aomori,14178,218.12,227,5.4,94,2.24,663,15.79,2180,51.9,216,5.14,27,0.64,255,6.07,167,3.98,-,-,5,0.12,31,0.74,-,-,69,6.27,2,0.33,3,0.5,25,4.17,-,-,52,8.67
Iwate,14043,216.05,215,5.38,102,2.55,1415,35.38,3755,93.88,311,7.78,9,0.23,197,4.93,187,4.68,-,-,7,0.18,46,1.15,-,-,63,4.5,1,0.05,1,0.05,60,3.16,2,0.11,100,5.26
Miyagi,18274,196.49,297,5.12,166,2.86,1804,31.1,7249,124.98,503,8.67,116,2,643,11.09,330,5.69,-,-,12,0.21,80,1.38,1,0.08,25,2.08,1,0.08,3,0.25,92,7.67,-,-,35,2.92
Akita,12015,222.5,100,2.86,95,2.71,483,13.8,2216,63.31,191,5.46,23,0.66,20,0.57,73,2.09,1,0.03,1,0.03,156,4.46,7,1,23,3.29,-,-,-,-,51,6.38,-,-,5,0.63
Yamagata,8380,178.3,98,3.38,259,8.93,1768,60.97,3420,117.93,295,10.17,443,15.28,114,3.93,180,6.21,2,0.07,2,0.07,192,6.62,-,-,15,2.14,-,-,5,0.5,13,1.3,6,0.6,6,0.6
Fukushima,17023,223.99,556,12.36,157,3.49,1177,26.16,4093,90.96,292,6.49,183,4.07,209,4.64,230,5.11,7,0.16,2,0.04,291,6.47,-,-,92,7.67,-,-,3,0.43,47,6.71,1,0.14,54,7.71
Ibaraki,21540,179.5,368,4.91,221,2.95,2235,29.8,6922,92.29,450,6,166,2.21,206,2.75,238,3.17,2,0.03,11,0.15,156,2.08,-,-,151,8.88,-,-,-,-,14,1.08,-,-,18,1.38
Tochigi,13322,175.29,245,5.1,86,1.79,813,16.94,2721,56.69,232,4.83,125,2.6,212,4.42,273,5.69,11,0.23,1,0.02,69,1.44,3,0.25,61,5.08,1,0.14,1,0.14,21,3,1,0.14,32,4.57
Gunma,18242,190.02,401,6.91,198,3.41,1960,33.79,4889,84.29,249,4.29,245,4.22,170,2.93,290,5,8,0.14,19,0.33,163,2.81,-,-,172,13.23,4,0.5,4,0.5,27,3.38,-,-,58,7.25
Saitama,39157,163.15,802,5.28,510,3.36,5132,33.76,15388,101.24,1133,7.45,230,1.51,1241,8.16,885,5.82,9,0.06,24,0.16,696,4.58,8,0.2,162,4.05,1,0.1,10,1,39,3.9,5,0.5,49,4.9
Chiba,44896,212.78,407,3.08,474,3.59,4155,31.48,11224,85.03,795,6.02,132,1,915,6.93,559,4.23,8,0.06,11,0.08,540,4.09,-,-,205,6.21,5,0.56,8,0.89,7,0.78,7,0.78,26,2.89
Tokyo,54493,133.56,1061,4.13,593,2.31,7781,30.28,24790,96.46,1468,5.71,298,1.16,2270,8.83,1346,5.24,43,0.17,33,0.13,685,2.67,3,0.08,144,3.79,9,0.36,17,0.68,56,2.24,10,0.4,39,1.56
Kanagawa,51571,157.23,761,3.75,385,1.9,5550,27.34,18616,91.7,1684,8.3,229,1.13,2007,9.89,1149,5.66,16,0.08,20,0.1,344,1.69,17,0.38,365,8.11,4,0.4,4,0.4,24,2.4,-,-,47,4.7
Niigata,24274,252.85,396,6.49,620,10.16,2905,47.62,4653,76.28,633,10.38,176,2.89,373,6.11,326,5.34,5,0.08,29,0.48,115,1.89,4,0.4,58,5.8,-,-,-,-,34,2.62,17,1.31,11,0.85
Toyama,10145,211.35,116,4,240,8.28,957,33,3052,105.24,278,9.59,102,3.52,32,1.1,97,3.34,1,0.03,36,1.24,70,2.41,1,0.14,9,1.29,-,-,-,-,82,16.4,-,-,5,1
Ishikawa,12393,258.19,116,4,139,4.79,1911,65.9,2959,102.03,328,11.31,9,0.31,311,10.72,131,4.52,1,0.03,-,-,151,5.21,-,-,16,2.29,-,-,-,-,63,12.6,-,-,22,4.4
Fukui,10400,325,187,8.5,119,5.41,850,38.64,3144,142.91,159,7.23,190,8.64,15,0.68,125,5.68,2,0.09,4,0.18,213,9.68,-,-,8,2.67,4,0.67,3,0.5,4,0.67,-,-,8,1.33
Yamanashi,8108,202.7,93,3.88,30,1.25,477,19.88,1955,81.46,83,3.46,3,0.13,13,0.54,60,2.5,1,0.04,-,-,10,0.42,-,-,26,2.89,2,0.2,-,-,8,0.8,-,-,18,1.8
Nagano,20651,240.13,321,6.06,70,1.32,1417,26.74,4921,92.85,282,5.32,69,1.3,151,2.85,185,3.49,10,0.19,5,0.09,14,0.26,-,-,45,4.5,-,-,2,0.18,62,5.64,-,-,27,2.45
Gifu,20898,243,238,4.58,169,3.25,525,10.1,3294,63.35,197,3.79,60,1.15,45,0.87,187,3.6,-,-,19,0.37,34,0.65,-,-,30,2.73,-,-,-,-,12,2.4,-,-,10,2
Shizuoka,31795,230.4,492,5.59,233,2.65,3447,39.17,7299,82.94,513,5.83,116,1.32,337,3.83,299,3.4,3,0.03,54,0.61,120,1.36,1,0.05,77,3.67,2,0.2,2,0.2,36,3.6,21,2.1,34,3.4
Aichi,61575,315.77,746,4.12,573,3.17,4031,22.27,14134,78.09,777,4.29,398,2.2,194,1.07,679,3.75,12,0.07,38,0.21,429,2.37,5,0.15,83,2.44,3,0.21,-,-,35,2.5,-,-,31,2.21
Mie,16154,224.36,265,5.89,252,5.6,1094,24.31,3999,88.87,146,3.24,162,3.6,75,1.67,226,5.02,8,0.18,9,0.2,39,0.87,1,0.08,11,0.92,6,0.67,4,0.44,24,2.67,-,-,5,0.56
Shiga,13091,247,212,6.63,68,2.13,789,24.66,2368,74,143,4.47,115,3.59,122,3.81,123,3.84,2,0.06,22,0.69,94,2.94,-,-,9,1.13,1,0.14,1,0.14,5,0.71,-,-,10,1.43
Kyoto,20351,166.81,221,3.03,229,3.14,1174,16.08,5023,68.81,263,3.6,310,4.25,209,2.86,238,3.26,-,-,19,0.26,131,1.79,1,0.06,32,1.88,1,0.14,2,0.29,1,0.14,-,-,39,5.57
Osaka,49566,161.45,2353,11.82,595,2.99,5163,25.94,15930,80.05,1397,7.02,1182,5.94,494,2.48,964,4.84,34,0.17,53,0.27,452,2.27,8,0.15,106,2.04,3,0.18,3,0.18,50,2.94,-,-,100,5.88
Hyogo,39910,201.57,1284,10.03,587,4.59,2914,22.77,12064,94.25,836,6.53,857,6.7,268,2.09,567,4.43,11,0.09,43,0.34,384,3,2,0.06,152,4.34,6,0.5,10,0.83,14,1.17,-,-,10,0.83
Nara,7360,136.3,338,9.94,83,2.44,523,15.38,2032,59.76,162,4.76,201,5.91,52,1.53,145,4.26,1,0.03,1,0.03,70,2.06,1,0.11,36,4,3,0.5,1,0.17,7,1.17,-,-,33,5.5
Wakayama,8708,174.16,518,16.71,73,2.35,361,11.65,1585,51.13,167,5.39,162,5.23,23,0.74,117,3.77,1,0.03,8,0.26,26,0.84,1,0.25,17,4.25,3,0.27,1,0.09,31,2.82,-,-,37,3.36
