"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2020",,,,,,"Data collected as of March 11, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,550706,111.68,9249,2.94,11915,3.78,90773,28.84,168677,53.58,12296,3.91,4235,1.35,12029,3.82,8590,2.73,719,0.23,1540,0.49,42,0.06,2964,4.28,78,0.16,94,0.2,1571,3.29,14,0.03,136,0.28
Hokkaido,26531,121.15,839,6.17,641,4.71,5032,37,2847,20.93,502,3.69,41,0.3,1106,8.13,234,1.72,24,0.18,37,0.27,2,0.07,244,8.71,3,0.14,5,0.23,119,5.41,-,-,17,0.77
Aomori,4684,72.06,116,2.76,79,1.88,757,18.02,2428,57.81,93,2.21,182,4.33,210,5,123,2.93,3,0.07,8,0.19,-,-,33,3,-,-,-,-,17,2.83,-,-,1,0.17
Iwate,8363,126.71,133,3.24,78,1.9,1578,38.49,1853,45.2,122,2.98,136,3.32,158,3.85,117,2.85,5,0.12,20,0.49,-,-,48,3.43,1,0.05,-,-,18,0.95,-,-,4,0.21
Miyagi,7529,80.1,295,5.09,223,3.84,2234,38.52,3061,52.78,271,4.67,170,2.93,116,2,169,2.91,2,0.03,24,0.41,1,0.08,25,2.08,1,0.08,-,-,74,6.17,-,-,1,0.08
Akita,6918,130.53,52,1.53,43,1.26,326,9.59,1236,36.35,51,1.5,95,2.79,26,0.76,47,1.38,-,-,8,0.24,1,0.17,10,1.67,1,0.13,-,-,9,1.13,-,-,1,0.13
Yamagata,4036,91.73,99,3.41,251,8.66,1620,55.86,1449,49.97,190,6.55,12,0.41,137,4.72,141,4.86,9,0.31,8,0.28,-,-,27,3.86,2,0.2,-,-,19,1.9,-,-,-,-
Fukushima,10147,122.25,230,4.6,190,3.8,1535,30.7,2172,43.44,210,4.2,45,0.9,440,8.8,227,4.54,6,0.12,24,0.48,-,-,120,9.23,2,0.29,-,-,21,3,-,-,1,0.14
Ibaraki,11663,97.19,116,1.55,327,4.36,1872,24.96,3826,51.01,350,4.67,32,0.43,157,2.09,127,1.69,7,0.09,24,0.32,-,-,144,8.47,-,-,2,0.17,68,5.67,-,-,2,0.17
Tochigi,5877,77.33,124,2.58,58,1.21,882,18.38,1538,32.04,164,3.42,30,0.63,79,1.65,146,3.04,1,0.02,14,0.29,-,-,26,2.17,-,-,-,-,23,3.29,-,-,1,0.14
Gunma,10869,129.39,92,1.77,234,4.5,1023,19.67,2470,47.5,223,4.29,49,0.94,141,2.71,169,3.25,10,0.19,24,0.46,-,-,88,6.29,1,0.11,1,0.11,47,5.22,-,-,1,0.11
Saitama,28717,113.51,456,2.87,685,4.31,5175,32.55,10571,66.48,929,5.84,254,1.6,333,2.09,469,2.95,20,0.13,97,0.61,6,0.15,166,4.26,1,0.09,3,0.27,42,3.82,-,-,1,0.09
Chiba,24546,115.24,246,1.85,316,2.38,5437,40.88,6569,49.39,561,4.22,143,1.08,242,1.82,283,2.13,19,0.14,82,0.62,3,0.09,155,4.56,2,0.22,1,0.11,47,5.22,-,-,-,-
Tokyo,32768,81.11,443,1.74,601,2.37,7509,29.56,17215,67.78,1128,4.44,261,1.03,207,0.81,754,2.97,119,0.47,126,0.5,2,0.06,87,2.42,4,0.17,10,0.42,89,3.71,12,0.5,2,0.08
Kanagawa,29202,82.96,363,1.62,439,1.96,6515,29.08,12028,53.7,948,4.23,209,0.93,212,0.95,541,2.42,15,0.07,119,0.53,-,-,360,7.2,2,0.18,2,0.18,29,2.64,-,-,2,0.18
Niigata,9819,109.1,269,4.72,482,8.46,3689,64.72,2156,37.82,333,5.84,76,1.33,83,1.46,185,3.25,11,0.19,23,0.4,12,1.2,47,4.7,3,0.23,2,0.15,31,2.38,-,-,1,0.08
Toyama,3325,69.27,55,1.9,150,5.17,1775,61.21,2092,72.14,145,5,72,2.48,179,6.17,84,2.9,22,0.76,8,0.28,-,-,12,1.71,-,-,3,0.6,17,3.4,-,-,1,0.2
Ishikawa,5930,123.54,85,2.93,87,3,2176,75.03,2307,79.55,274,9.45,36,1.24,166,5.72,62,2.14,3,0.1,8,0.28,-,-,8,1.14,-,-,3,0.6,26,5.2,-,-,-,-
Fukui,4866,131.51,73,3.17,182,7.91,710,30.87,1876,81.57,40,1.74,13,0.57,269,11.7,49,2.13,10,0.43,2,0.09,-,-,4,1.33,1,0.17,3,0.5,6,1,-,-,-,-
Yamanashi,4243,103.49,38,1.58,30,1.25,423,17.63,941,39.21,69,2.88,5,0.21,63,2.63,34,1.42,3,0.13,6,0.25,-,-,67,7.44,1,0.1,1,0.1,23,2.3,-,-,-,-
Nagano,10920,126.98,311,5.87,66,1.25,1302,24.57,3588,67.7,197,3.72,30,0.57,377,7.11,137,2.58,33,0.62,18,0.34,-,-,37,3.7,1,0.09,-,-,21,1.91,-,-,12,1.09
Gifu,11228,130.56,120,2.31,130,2.5,457,8.79,1690,32.5,46,0.88,45,0.87,145,2.79,96,1.85,2,0.04,12,0.23,1,0.09,14,1.27,-,-,-,-,27,5.4,-,-,3,0.6
Shizuoka,15844,113.99,227,2.55,305,3.43,2521,28.33,4250,47.75,191,2.15,68,0.76,222,2.49,217,2.44,7,0.08,54,0.61,-,-,106,4.82,2,0.2,4,0.4,38,3.8,-,-,-,-
Aichi,31346,160.75,458,2.52,539,2.96,3721,20.45,8077,44.38,406,2.23,204,1.12,620,3.41,355,1.95,24,0.13,48,0.26,2,0.06,56,1.6,2,0.13,12,0.8,95,6.33,-,-,1,0.07
Mie,8256,116.28,231,5.25,253,5.75,978,22.23,2164,49.18,111,2.52,47,1.07,260,5.91,118,2.68,5,0.11,15,0.34,-,-,12,1.09,2,0.22,1,0.11,25,2.78,-,-,1,0.11
Shiga,7000,137.25,67,2.23,57,1.9,528,17.6,1253,41.77,60,2,26,0.87,100,3.33,53,1.77,14,0.47,11,0.37,1,0.13,2,0.25,4,0.57,1,0.14,15,2.14,-,-,2,0.29
Kyoto,14398,115.18,145,1.91,178,2.34,1441,18.96,2623,34.51,194,2.55,60,0.79,171,2.25,136,1.79,6,0.08,17,0.22,-,-,31,1.72,1,0.14,3,0.43,48,6.86,-,-,-,-
Osaka,41498,138.33,794,4.03,620,3.15,4496,22.82,8707,44.2,635,3.22,149,0.76,528,2.68,477,2.42,37,0.19,86,0.44,4,0.08,81,1.59,2,0.13,4,0.25,58,3.63,-,-,1,0.06
Hyogo,23656,119.47,462,3.61,457,3.57,1877,14.66,6963,54.4,381,2.98,41,0.32,372,2.91,293,2.29,15,0.12,47,0.37,1,0.03,162,4.63,10,0.71,7,0.5,67,4.79,1,0.07,5,0.36
Nara,5776,105.02,138,4.06,77,2.26,600,17.65,1604,47.18,93,2.74,41,1.21,208,6.12,83,2.44,1,0.03,6,0.18,-,-,21,2.1,1,0.17,3,0.5,22,3.67,-,-,6,1
Wakayama,4273,87.2,244,8.13,109,3.63,428,14.27,1033,34.43,64,2.13,4,0.13,169,5.63,62,2.07,1,0.03,5,0.17,-,-,3,0.75,1,0.09,-,-,44,4,1,0.09,-,-
Tottori,3089,106.52,33,1.74,72,3.79,980,51.58,1194,62.84,72,3.79,11,0.58,218,11.47,49,2.58,11,0.58,4,0.21,-,-,37,7.4,1,0.2,1,0.2,24,4.8,-,-,-,-
Shimane,3475,91.45,40,1.74,48,2.09,440,19.13,1007,43.78,68,2.96,11,0.48,118,5.13,95,4.13,4,0.17,9,0.39,-,-,-,-,1,0.13,-,-,9,1.13,-,-,-,-
Okayama,11656,138.76,93,1.72,270,5,667,12.35,3248,60.15,168,3.11,18,0.33,185,3.43,90,1.67,7,0.13,25,0.46,1,0.08,17,1.42,3,0.6,1,0.2,10,2,-,-,1,0.2
