"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2022",,,,,,"Data collected as of September 21, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2041,0.42,83543,26.61,20791,6.62,35564,11.33,466271,148.49,8309,2.65,116431,37.08,1459,0.46,35659,11.36,26824,8.54,3388,1.08,117,0.17,4387,6.34,215,0.45,286,0.6,237,0.5,23,0.05,79,0.17
Hokkaido,35,0.16,3196,22.99,1203,8.65,2594,18.66,9198,66.17,446,3.21,6908,49.7,32,0.23,825,5.94,2092,15.05,94,0.68,5,0.18,83,2.96,8,0.36,1,0.05,22,1,1,0.05,8,0.36
Aomori,4,0.06,192,4.68,134,3.27,148,3.61,4154,101.32,97,2.37,1380,33.66,16,0.39,441,10.76,235,5.73,35,0.85,-,-,38,3.45,1,0.17,3,0.5,32,5.33,-,-,1,0.17
Iwate,6,0.1,525,13.46,200,5.13,729,18.69,5199,133.31,146,3.74,1116,28.62,33,0.85,571,14.64,261,6.69,61,1.56,-,-,91,6.5,6,0.32,4,0.21,12,0.63,-,-,2,0.11
Miyagi,18,0.19,621,10.71,250,4.31,463,7.98,8955,154.4,183,3.16,3991,68.81,39,0.67,900,15.52,713,12.29,61,1.05,1,0.08,72,6,5,0.42,1,0.08,17,1.42,-,-,1,0.08
Akita,2,0.04,602,18.24,123,3.73,390,11.82,2362,71.58,173,5.24,1458,44.18,4,0.12,214,6.48,124,3.76,12,0.36,3,0.43,18,2.57,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,255,9.11,380,13.57,402,14.36,5748,205.29,86,3.07,2194,78.36,7,0.25,419,14.96,1123,40.11,23,0.82,-,-,62,7.75,1,0.1,-,-,2,0.2,-,-,2,0.2
Fukushima,7,0.08,509,10.18,512,10.24,561,11.22,6046,120.92,177,3.54,2493,49.86,39,0.78,938,18.76,366,7.32,48,0.96,1,0.08,118,9.08,1,0.14,5,0.71,4,0.57,-,-,2,0.29
Ibaraki,27,0.23,691,9.21,358,4.77,791,10.55,8817,117.56,157,2.09,2353,31.37,29,0.39,487,6.49,818,10.91,73,0.97,7,0.41,251,14.76,1,0.08,5,0.42,28,2.33,-,-,-,-
Tochigi,13,0.17,1092,22.75,131,2.73,569,11.85,3487,72.65,83,1.73,1899,39.56,28,0.58,680,14.17,158,3.29,41,0.85,-,-,105,8.75,6,0.86,4,0.57,-,-,-,-,1,0.14
Gunma,4,0.05,392,7.4,289,5.45,287,5.42,8924,168.38,138,2.6,2644,49.89,30,0.57,741,13.98,594,11.21,71,1.34,1,0.08,72,5.54,4,0.44,2,0.22,1,0.11,-,-,-,-
