"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2022",,,,,,"Data collected as of September 7, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1802,0.37,73478,23.39,20394,6.49,33706,10.73,452784,144.15,7927,2.52,93896,29.89,1369,0.44,33951,10.81,21528,6.85,3165,1.01,106,0.15,4099,5.92,202,0.42,274,0.57,223,0.47,19,0.04,77,0.16
Hokkaido,27,0.12,2922,21.02,1184,8.52,2475,17.81,8995,64.71,401,2.88,5633,40.53,29,0.21,796,5.73,1640,11.8,88,0.63,5,0.18,78,2.79,7,0.32,1,0.05,21,0.95,1,0.05,7,0.32
Aomori,4,0.06,116,2.83,132,3.22,145,3.54,4028,98.24,95,2.32,1013,24.71,16,0.39,414,10.1,162,3.95,34,0.83,-,-,38,3.45,1,0.17,3,0.5,30,5,-,-,1,0.17
Iwate,6,0.1,473,12.13,195,5,664,17.03,5037,129.15,136,3.49,670,17.18,32,0.82,549,14.08,196,5.03,51,1.31,-,-,84,6,6,0.32,4,0.21,11,0.58,-,-,2,0.11
Miyagi,18,0.19,392,6.76,238,4.1,451,7.78,8761,151.05,180,3.1,2640,45.52,39,0.67,855,14.74,527,9.09,57,0.98,1,0.08,67,5.58,3,0.25,-,-,15,1.25,-,-,1,0.08
Akita,2,0.04,557,16.88,122,3.7,362,10.97,2323,70.39,170,5.15,1188,36,3,0.09,205,6.21,112,3.39,11,0.33,3,0.43,15,2.14,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,163,5.62,378,13.03,397,13.69,5679,195.83,82,2.83,1298,44.76,7,0.24,404,13.93,698,24.07,22,0.76,-,-,61,7.63,1,0.1,-,-,2,0.2,-,-,1,0.1
Fukushima,7,0.08,443,8.86,506,10.12,543,10.86,5916,118.32,172,3.44,1816,36.32,35,0.7,902,18.04,213,4.26,39,0.78,-,-,107,8.23,1,0.14,5,0.71,4,0.57,-,-,2,0.29
Ibaraki,26,0.22,379,5.05,346,4.61,737,9.83,8572,114.29,153,2.04,2087,27.83,26,0.35,468,6.24,763,10.17,70,0.93,7,0.41,227,13.35,1,0.08,4,0.33,27,2.25,-,-,-,-
